0.000000	94469.172727
1.000000	31231.986742
2.000000	13647.958367
3.000000	8094.153359
4.000000	5133.122716
5.000000	3668.804798
6.000000	2698.674796
7.000000	2163.369718
8.000000	1766.990735
9.000000	1540.191924
10.000000	1357.765739
11.000000	1252.919398
12.000000	1162.074148
13.000000	1110.593357
14.000000	1062.556517
15.000000	1036.049109
16.000000	1009.330478
17.000000	995.090240
18.000000	979.530558
19.000000	971.548517
20.000000	962.081477
21.000000	957.395632
22.000000	951.382911
23.000000	948.484515
24.000000	944.500344
25.000000	942.599615
26.000000	939.847562
27.000000	938.521049
28.000000	936.542373
29.000000	935.557930
30.000000	934.080584
31.000000	933.308119
32.000000	932.166160
33.000000	931.531077
34.000000	930.620465
35.000000	930.078899
36.000000	929.332629
37.000000	928.858037
38.000000	928.231815
39.000000	927.807600
40.000000	927.271399
41.000000	926.886791
42.000000	926.419756
43.000000	926.067475
44.000000	925.654789
45.000000	925.329697
46.000000	924.960601
47.000000	924.658921
48.000000	924.325445
49.000000	924.044283
50.000000	923.740410
51.000000	923.477475
52.000000	923.198583
53.000000	922.952005
54.000000	922.694484
55.000000	922.462703
56.000000	922.223692
57.000000	922.005377
58.000000	921.782576
59.000000	921.576579
60.000000	921.368113
61.000000	921.173431
62.000000	920.977755
63.000000	920.793504
64.000000	920.609326
65.000000	920.434721
66.000000	920.260952
67.000000	920.095292
68.000000	919.931004
69.000000	919.773658
70.000000	919.618053
71.000000	919.468454
72.000000	919.320838
73.000000	919.178473
74.000000	919.038239
75.000000	918.902640
76.000000	918.769253
77.000000	918.639996
78.000000	918.512982
79.000000	918.389677
80.000000	918.268611
81.000000	918.150903
82.000000	918.035404
83.000000	917.922966
84.000000	917.812688
85.000000	917.705220
86.000000	917.599852
87.000000	917.497075
88.000000	917.396330
89.000000	917.297988
90.000000	917.201606
91.000000	917.107461
92.000000	917.015201
93.000000	916.925032
94.000000	916.836673
95.000000	916.750276
96.000000	916.665612
97.000000	916.582795
98.000000	916.501638
99.000000	916.422221
100.000000	916.344393
101.000000	916.268210
102.000000	916.193548
103.000000	916.120442
104.000000	916.048791
105.000000	915.978617
106.000000	915.909833
107.000000	915.842452
108.000000	915.776401
109.000000	915.711683
110.000000	915.648238
111.000000	915.586063
112.000000	915.525104
113.000000	915.465356
114.000000	915.406772
115.000000	915.349342
116.000000	915.293027
117.000000	915.237814
118.000000	915.183667
119.000000	915.130573
120.000000	915.078501
121.000000	915.027435
122.000000	914.977347
123.000000	914.928222
124.000000	914.880034
125.000000	914.832768
126.000000	914.786400
127.000000	914.740914
128.000000	914.696289
129.000000	914.652510
130.000000	914.609556
131.000000	914.567412
132.000000	914.526060
133.000000	914.485485
134.000000	914.445669
135.000000	914.406599
136.000000	914.368257
137.000000	914.330631
138.000000	914.293704
139.000000	914.257463
140.000000	914.221895
141.000000	914.186984
142.000000	914.152720
143.000000	914.119087
144.000000	914.086075
145.000000	914.053670
146.000000	914.021861
147.000000	913.990635
148.000000	913.959982
149.000000	913.929890
150.000000	913.900348
151.000000	913.871345
152.000000	913.842871
153.000000	913.814916
154.000000	913.787469
155.000000	913.760521
156.000000	913.734062
157.000000	913.708083
158.000000	913.682574
159.000000	913.657526
160.000000	913.632931
161.000000	913.608780
162.000000	913.585065
163.000000	913.561776
164.000000	913.538907
165.000000	913.516449
166.000000	913.494394
167.000000	913.472736
168.000000	913.451465
169.000000	913.430576
170.000000	913.410060
171.000000	913.389911
172.000000	913.370123
173.000000	913.350687
174.000000	913.331599
175.000000	913.312851
176.000000	913.294436
177.000000	913.276350
178.000000	913.258585
179.000000	913.241135
180.000000	913.223996
181.000000	913.207161
182.000000	913.190624
183.000000	913.174381
184.000000	913.158425
185.000000	913.142752
186.000000	913.127356
187.000000	913.112232
188.000000	913.097375
189.000000	913.082781
190.000000	913.068444
191.000000	913.054360
192.000000	913.040524
193.000000	913.026932
194.000000	913.013580
195.000000	913.000462
196.000000	912.987575
197.000000	912.974914
198.000000	912.962476
199.000000	912.950257
200.000000	912.938252
201.000000	912.926457
202.000000	912.914870
203.000000	912.903485
204.000000	912.892300
205.000000	912.881311
206.000000	912.870514
207.000000	912.859906
208.000000	912.849484
209.000000	912.839244
210.000000	912.829183
211.000000	912.819297
212.000000	912.809584
213.000000	912.800041
214.000000	912.790664
215.000000	912.781451
216.000000	912.772399
217.000000	912.763504
218.000000	912.754764
219.000000	912.746177
220.000000	912.737739
221.000000	912.729447
222.000000	912.721300
223.000000	912.713295
224.000000	912.705429
225.000000	912.697700
226.000000	912.690105
227.000000	912.682642
228.000000	912.675309
229.000000	912.668103
230.000000	912.661022
231.000000	912.654064
232.000000	912.647226
233.000000	912.640508
234.000000	912.633905
235.000000	912.627418
236.000000	912.621042
237.000000	912.614777
238.000000	912.608621
239.000000	912.602571
240.000000	912.596626
241.000000	912.590784
242.000000	912.585043
243.000000	912.579401
244.000000	912.573857
245.000000	912.568409
246.000000	912.563055
247.000000	912.557794
248.000000	912.552623
249.000000	912.547542
250.000000	912.542548
251.000000	912.537641
252.000000	912.532819
253.000000	912.528080
254.000000	912.523422
255.000000	912.518845
256.000000	912.514348
257.000000	912.509927
258.000000	912.505583
259.000000	912.501314
260.000000	912.497118
261.000000	912.492995
262.000000	912.488943
263.000000	912.484961
264.000000	912.481047
265.000000	912.477201
266.000000	912.473421
267.000000	912.469706
268.000000	912.466055
269.000000	912.462467
270.000000	912.458941
271.000000	912.455476
272.000000	912.452070
273.000000	912.448723
274.000000	912.445433
275.000000	912.442200
276.000000	912.439023
277.000000	912.435900
278.000000	912.432831
279.000000	912.429815
280.000000	912.426850
281.000000	912.423937
282.000000	912.421074
283.000000	912.418260
284.000000	912.415494
285.000000	912.412776
286.000000	912.410104
287.000000	912.407479
288.000000	912.404898
289.000000	912.402362
290.000000	912.399870
291.000000	912.397420
292.000000	912.395012
293.000000	912.392646
294.000000	912.390320
295.000000	912.388034
296.000000	912.385788
297.000000	912.383580
298.000000	912.381410
299.000000	912.379277
300.000000	912.377181
301.000000	912.375121
302.000000	912.373096
303.000000	912.371106
304.000000	912.369150
305.000000	912.367227
306.000000	912.365338
307.000000	912.363481
308.000000	912.361655
309.000000	912.359861
310.000000	912.358098
311.000000	912.356365
312.000000	912.354662
313.000000	912.352988
314.000000	912.351343
315.000000	912.349726
316.000000	912.348136
317.000000	912.346574
318.000000	912.345039
319.000000	912.343530
320.000000	912.342046
321.000000	912.340589
322.000000	912.339156
323.000000	912.337748
324.000000	912.336363
325.000000	912.335003
326.000000	912.333666
327.000000	912.332352
328.000000	912.331060
329.000000	912.329790
330.000000	912.328543
331.000000	912.327316
332.000000	912.326111
333.000000	912.324926
334.000000	912.323761
335.000000	912.322617
336.000000	912.321492
337.000000	912.320386
338.000000	912.319299
339.000000	912.318231
340.000000	912.317181
341.000000	912.316149
342.000000	912.315135
343.000000	912.314138
344.000000	912.313158
345.000000	912.312195
346.000000	912.311248
347.000000	912.310318
348.000000	912.309403
349.000000	912.308504
350.000000	912.307621
351.000000	912.306752
352.000000	912.305899
353.000000	912.305060
354.000000	912.304236
355.000000	912.303425
356.000000	912.302628
357.000000	912.301846
358.000000	912.301076
359.000000	912.300320
360.000000	912.299576
361.000000	912.298845
362.000000	912.298127
363.000000	912.297421
364.000000	912.296727
365.000000	912.296045
366.000000	912.295375
367.000000	912.294716
368.000000	912.294068
369.000000	912.293432
370.000000	912.292806
371.000000	912.292191
372.000000	912.291587
373.000000	912.290992
374.000000	912.290408
375.000000	912.289834
376.000000	912.289270
377.000000	912.288716
378.000000	912.288171
379.000000	912.287635
380.000000	912.287108
381.000000	912.286591
382.000000	912.286082
383.000000	912.285582
384.000000	912.285090
385.000000	912.284607
386.000000	912.284132
