xlinkID	xlink_1	xlink_2	xlink_3
1186	13911	54966	68414
1187	16016	54301	0
1188	1188	36749	0
1189	17699	28561	64403
1190	26328	26998	63262
1191	1191	50520	0
1192	2224	44436	0
1193	1127	3618	22013
1194	5409	6055	27347
1195	55529	67729	73438
1196	20311	35523	67262
1197	27126	56615	80412
1198	1198	48944	0
1199	5672	10657	63191
1200	42701	55446	55973
1201	35261	45065	0
1202	7681	11928	14694
1203	1203	4674	0
1204	35006	60264	72389
1205	16596	43907	45006
1206	14749	41429	61605
1207	49014	50723	63714
1208	978	14561	26741
1209	206	12665	49418
1210	18201	37710	52886
1211	19645	45986	46309
1212	6300	37358	63167
1213	20879	63701	80392
1214	46727	53197	70088
1215	31736	38241	72486
1216	14533	20412	50886
1217	40316	42878	75740
1218	1218	19094	0
1219	1219	78426	0
1220	2953	11233	52940
1221	31939	75275	0
1222	1222	13747	0
1223	312	1223	0
1224	44726	49975	77331
1225	26302	27879	74792
1226	17560	39087	58318
1227	38518	48054	69966
1228	38262	44243	71468
1229	4550	18408	27415
1230	9904	37159	43084
1231	17865	22259	60911
1232	30531	35686	79204
1233	2355	53825	78443
1234	9175	17508	73159
1235	41189	66061	0
1236	8474	32024	65454
1237	10629	12651	15527
1238	6668	67171	75047
1239	5167	49173	73900
1240	4073	18408	70801
1241	1241	42230	0
1242	34005	71999	76626
1243	36452	39193	58632
1244	27540	33400	56734
1245	29366	35551	49236
1246	21713	23343	59719
1247	4938	34116	57481
1248	9314	13913	77671
1249	26916	52929	57721
1250	10400	15940	46087
1251	681	67306	0
1252	16883	68821	72596
1253	40609	64576	65352
1254	51328	68551	0
1255	7553	58196	60017
1256	13677	49549	65752
1257	67093	78546	0
1258	49849	60085	78632
1259	43084	58732	62397
1260	44916	46815	49804
1261	9637	29523	75425
1262	36342	43184	54051
1263	31643	50998	76703
1264	1264	77700	0
1265	17979	54307	55066
1266	10529	18946	28862
1267	22823	41135	51515
