xlinkA	xlinkB	n_strands
46053	80534	1
46054	46054	1
46054	75138	1
46055	46055	1
46056	52474	1
46056	61695	1
46057	67774	1
46058	49107	1
46060	50039	1
46060	73777	1
46062	74059	1
46063	65812	1
46065	68280	1
46065	74070	1
46066	54910	1
46067	68065	1
46067	70832	1
46068	61950	1
46068	78903	1
46072	64789	1
46073	49469	1
46074	62918	1
46075	58517	1
46077	48142	1
46077	53548	1
46078	62094	1
46079	60376	1
46082	61775	1
46083	48577	1
46083	49032	1
46084	53112	1
46085	50129	1
46085	52861	1
46086	60203	1
46087	63342	1
46088	61735	1
46088	66417	1
46089	54840	1
46089	60737	1
46090	57256	1
46090	62431	1
46091	54092	1
46092	72827	1
46093	76347	1
46094	46094	1
46094	57323	1
46095	74136	1
46096	54145	1
46097	70925	1
46099	54270	1
46100	55892	1
46101	68735	1
46101	70566	1
46102	46186	1
46102	58911	1
46103	70651	1
46103	74655	1
46104	62227	1
46106	51928	1
46106	57257	1
46107	79067	1
46108	54984	1
46108	55509	1
46109	65939	1
46110	47556	1
46111	74748	1
46112	74049	1
46114	55719	1
46115	48098	1
46115	56414	1
46116	48802	1
46117	71470	1
46118	68905	1
46119	60181	1
46119	61537	1
46120	48224	1
46123	76871	1
46124	72519	1
46126	47616	1
46126	79956	1
46127	52489	1
46127	60594	1
46128	71297	1
46129	47152	1
46129	57140	1
46129	80087	1
46130	78972	1
46131	52926	1
46131	79535	1
46133	50686	1
46133	64024	1
46134	48918	2
46134	60979	1
46135	52794	1
46135	59224	2
46136	46136	1
46136	56337	1
46137	46137	1
46138	75525	1
46139	67411	1
46141	76768	1
46142	48427	1
46142	73909	1
46143	46143	1
46144	74584	1
46146	54445	1
46146	73922	1
46148	78113	1
46149	62387	1
46150	60760	1
46151	46151	1
46153	50030	2
46154	57616	1
46155	46296	1
46155	72606	1
46156	63632	1
46156	64465	1
46157	61349	1
46157	77468	1
46158	54517	1
46158	56638	1
46159	48379	1
46160	47753	1
46160	53395	1
46161	75148	1
46162	46370	1
46162	52307	1
46164	76127	1
46165	61934	2
46165	73333	1
46166	78235	1
46167	71485	1
46168	56209	1
46168	59023	1
46168	80570	1
46169	52159	1
46169	72088	1
46172	47122	1
46173	52708	1
46175	75388	1
46176	52065	1
46178	58686	1
46179	52036	1
46179	62310	1
46179	72420	1
46180	46180	1
46181	57220	1
46181	78371	1
46182	75387	1
46183	76122	1
46184	61456	1
46185	46185	1
46186	48846	1
46188	46188	1
46190	58657	1
46190	58956	1
46190	71127	1
46191	62562	1
46191	79017	1
46193	46377	1
46194	50773	1
46194	56747	1
46195	49054	1
46195	50750	1
46195	51450	1
46196	61010	1
46196	70627	1
46198	68186	1
46200	67048	1
46203	64015	1
46203	69280	1
46204	46204	1
46204	72993	1
46205	52935	1
46205	76210	1
46206	51352	1
46206	51609	1
46206	57258	1
46207	46207	1
46208	79966	1
46210	51245	2
46214	61363	1
46215	63696	1
46216	72998	1
46217	61229	1
46218	61280	1
46219	49073	1
46219	79377	1
46220	46220	1
46221	79699	1
46222	58951	1
46222	68721	1
46223	47480	1
46224	46224	1
46224	57530	1
46225	52219	1
46225	62451	1
46226	71138	1
46227	69828	1
46228	46228	1
46230	59254	1
46230	59978	1
46232	63111	1
46232	70967	1
46233	78888	1
46234	57659	1
46235	51386	1
46235	78038	1
46236	66675	1
46236	76363	1
46239	76999	1
46240	58669	1
46240	59271	1
46240	59631	1
46241	75639	1
46242	51590	1
46242	61839	1
46242	68951	1
46243	66652	1
46244	56493	1
46244	70276	1
46244	75707	1
46246	57140	1
46247	58255	1
46248	69937	1
46249	80308	1
46250	64689	1
46252	53510	1
46253	54011	1
46254	55421	1
46254	80356	1
46259	46259	1
46260	66140	1
46261	53110	1
46261	62627	1
46262	57557	1
46263	53616	1
46263	77941	1
46264	48245	1
46264	78300	1
46265	66879	1
46265	80372	1
46266	50832	1
46266	62977	1
46268	49864	1
46268	58902	1
46269	56684	1
46269	60122	1
46269	74760	1
46270	63200	1
46271	49996	1
46271	53420	1
46272	62416	1
46273	53328	1
46273	73889	1
46274	79082	1
46276	61888	1
46276	70227	1
46278	68404	1
46278	73819	1
46279	59349	1
46279	70379	1
46280	54118	1
46280	65815	1
46280	74878	1
46281	70573	1
46282	63774	1
46282	64552	1
46284	78882	1
46285	46285	1
46285	63781	1
46286	54739	1
46286	60844	1
46287	66447	1
46288	53225	1
46288	70747	1
46288	70768	1
46289	67157	1
46290	61452	1
46290	67548	1
46291	54257	1
46291	57761	1
46291	72089	1
46292	58771	1
46292	67551	1
46293	55921	1
46293	73965	1
46294	46294	1
46295	80449	1
46296	61060	1
46297	46297	1
46297	68451	1
46298	47324	1
46299	62566	1
46302	73520	1
46303	59091	1
46303	79470	1
46304	59591	1
46305	66956	1
46306	57731	1
46307	68983	1
46308	61265	1
46310	80553	1
46311	70107	1
46313	69326	1
46314	46314	1
46315	75170	1
46317	73317	1
46317	78715	1
46318	46318	1
46319	74009	1
46321	79016	1
46322	65427	1
46322	78280	1
46324	71746	1
46325	78690	1
46327	46703	1
46327	52599	1
46327	68032	1
46328	58118	1
46328	75354	1
46329	68798	1
46329	72482	1
46330	70354	1
46331	78084	1
46333	61583	1
46335	53913	1
46335	54833	1
46336	69286	1
46337	47514	1
46339	52224	1
46339	74106	1
46339	76311	1
46342	52134	1
46342	72060	1
46344	47960	1
46344	48922	1
46344	68281	1
46345	48068	1
46345	80150	1
46346	62654	1
46347	61235	1
46347	72442	1
46348	55782	1
46348	59882	1
46349	46349	1
46350	56650	1
46351	50595	1
46351	80433	1
46353	46353	1
46353	51370	1
46354	53087	1
46355	46355	1
46356	50934	1
46356	55715	1
46357	71213	1
46358	52683	1
46358	64161	1
46359	55717	1
46360	62205	1
46360	68197	1
46361	64694	1
46362	48398	1
46362	64078	1
46363	73998	2
46364	53553	1
46366	54317	1
46367	47712	1
46367	69047	1
46368	62150	1
46368	63781	1
46369	50489	1
46370	49390	1
46374	68697	1
46375	54622	1
46375	65495	1
46377	69176	1
46379	72145	1
46379	76505	1
46380	79345	1
46381	46381	1
46382	55946	1
46384	55125	1
46384	78017	1
46386	50914	1
46386	75328	1
46387	64419	1
46388	63464	1
46389	53694	1
46390	69233	1
46392	52848	1
46393	50982	1
46395	61285	1
46395	80617	1
46396	50727	1
46396	67860	1
46397	47480	1
46397	56534	1
46397	57643	1
46398	46398	1
46398	54616	1
46400	57097	1
46401	46986	1
46401	59338	1
46401	70369	1
46402	53017	1
46402	61869	1
46403	66250	1
46404	68598	1
46404	71952	1
46404	75314	1
46405	70871	1
46406	52346	1
46406	62841	1
46408	55917	1
46409	74983	1
46410	60786	1
46411	58849	1
46411	63911	1
46412	60986	1
46412	67380	1
46413	57779	1
46414	50483	1
46415	65892	1
46417	50813	1
46417	69122	1
46418	46418	1
46419	54358	1
46419	59924	1
46421	48345	1
46421	49329	1
46422	63401	1
46423	56170	1
46423	65236	1
46423	75523	1
46425	56021	1
46425	64034	1
46426	48484	1
46427	78782	1
46429	51144	1
46429	59671	1
46430	46430	1
46431	77204	1
46432	54031	1
46432	56524	1
46432	65013	1
46433	54126	1
46434	73878	2
46434	74399	1
46435	57154	1
46435	74998	1
46436	57393	1
46437	71211	1
46438	51107	1
46438	78592	1
46439	79397	1
46440	48870	1
46442	54634	1
46442	62526	1
46443	50909	1
46444	59895	1
46445	74515	1
46446	46446	1
46446	48458	1
46447	65756	1
46448	78558	1
46448	79249	1
46449	46713	1
46449	57490	1
46450	51132	1
46451	73854	2
46452	48803	1
46452	58479	1
46453	48688	1
46453	51918	1
46454	59704	1
46455	58095	1
46456	46456	1
46457	62000	1
46457	68155	1
46457	79702	1
46458	74890	1
46459	72653	1
46460	54687	1
46461	65729	1
46462	68054	2
46462	72825	1
46464	78044	1
46465	49518	1
46465	68569	1
46466	46521	1
46466	73772	1
46467	46467	1
46468	46468	1
46470	79499	1
46471	75120	1
46471	75459	1
46472	56883	1
46473	59335	1
46473	75225	1
46473	77268	1
46475	50393	1
46475	55261	1
46475	76863	1
46476	70463	1
46476	76645	1
46477	75306	1
46478	50485	1
46479	75445	1
46480	46480	1
46481	49657	1
46481	61225	1
46483	47051	1
46483	67634	1
46484	72965	1
46485	75983	1
46486	47999	1
46486	69278	1
46486	71479	1
46487	48311	1
46488	53822	1
46488	54166	1
46490	57569	1
46490	72707	1
46491	58935	1
46491	68831	1
46492	56193	1
46492	76820	1
46493	69538	1
46495	69040	1
46496	69893	1
46496	77020	1
46497	47455	1
46498	66465	1
46498	67956	1
46499	63618	1
46500	48181	1
46501	59511	1
46501	59838	1
46504	69996	1
46506	68909	1
46507	46507	1
46507	78712	1
46510	53501	1
46511	48953	1
46511	69046	1
46512	49029	1
46512	66781	1
46514	69863	1
46516	49169	1
46516	62658	1
46517	46517	1
46517	79572	1
46518	46518	1
46519	65947	1
46520	68744	1
46520	79298	1
46521	46521	1
46522	79039	1
46523	53640	1
46523	62539	1
46524	59267	1
46525	63666	1
46528	60390	1
46529	47718	1
46529	68632	1
46530	46530	1
46530	71294	1
46531	55036	1
46531	55696	1
46532	57197	1
46532	79748	1
46533	67889	1
46535	46535	1
46536	51522	1
46536	64894	1
46537	50889	1
46537	67611	1
46538	47549	1
46538	64410	1
46540	46889	1
46541	73104	1
46542	51530	1
46542	53023	1
46542	68563	1
46543	70331	1
46543	73979	1
46545	66815	1
46546	46546	1
46547	56809	1
46547	73405	1
46547	75840	1
46548	65636	1
46549	52202	1
46550	51792	1
46550	73267	1
46551	55994	1
46551	61512	1
46551	80232	1
46554	75164	1
46556	60703	1
46557	56792	1
46558	76417	1
46559	63292	1
46559	66576	1
46560	49333	1
46561	48781	1
46562	64414	1
46563	53444	1
46563	72416	1
46563	77052	1
46565	54498	1
46565	67418	1
46566	48635	1
46567	70613	1
46567	78946	1
46568	49482	1
46568	69327	1
46572	79432	1
46573	76166	1
46573	77245	1
46574	66967	1
46574	67658	1
46575	74761	1
46577	59950	1
46577	74598	1
46578	79041	1
46579	51243	1
46579	63759	1
46581	50330	1
46582	68860	1
46583	73610	1
46585	61846	1
46585	66443	1
46587	58150	1
46588	69973	1
46588	79038	1
46589	68640	1
46590	51003	1
46590	64289	1
46591	61176	1
46591	80581	1
46592	56062	1
46592	63908	1
46593	78782	1
46594	51441	1
46594	67962	1
46596	49680	1
46598	68679	1
46600	55773	1
46600	69259	1
46601	62519	1
46602	67023	2
46603	51810	1
46603	71125	1
46604	56688	1
46606	48342	1
46609	46609	1
46610	64242	1
46610	68939	1
46611	60503	1
46612	54037	1
46612	76055	1
46612	77659	1
46613	58369	1
46614	60170	1
46615	50014	1
46615	75340	1
46616	73273	1
46617	57826	1
46618	54084	1
46619	60079	1
46619	66770	1
46619	70725	1
46620	48313	1
46621	54165	1
46621	54281	1
46623	69721	1
46624	77850	1
46625	56777	1
46625	70166	1
46625	78450	1
46626	80159	2
46627	62940	1
46627	79706	1
46628	66751	1
46630	60731	1
46631	72993	1
46633	52291	1
46634	48896	1
46636	53929	1
46636	76342	1
46637	51147	1
46638	54581	1
46638	72361	1
46639	54855	1
46641	58435	1
46641	78100	1
46642	70506	1
46643	55914	1
46643	65208	1
46643	79349	1
46646	53112	1
46646	56070	1
46648	52949	1
46648	76171	1
46648	77507	1
46649	59893	1
46650	80011	1
46653	46653	1
46654	71439	1
46654	76158	1
46655	55407	1
46655	71340	1
46657	47524	1
46658	49124	1
46658	55358	1
46658	64096	1
46659	55187	1
46659	58667	1
46660	66397	1
46661	51923	1
46661	61753	1
46662	46909	2
46662	77431	1
46663	60613	1
46663	65169	1
46664	62000	1
46665	63921	1
46665	71728	1
46668	46668	1
46668	52556	1
46669	65564	1
46670	72488	1
46671	54773	1
46673	71253	1
46675	58020	1
46675	71252	1
46676	70538	1
46677	57986	1
46677	79791	1
46678	78462	1
46678	78568	1
46679	46679	1
46679	54400	1
46680	66418	1
46680	67467	1
46681	63156	1
46681	63338	1
46681	77140	1
46682	64599	1
46682	79522	1
46683	48721	1
46684	75356	1
46686	69686	1
46686	73992	1
46687	56228	1
46687	71716	1
46688	49707	1
46688	50466	1
46688	56751	1
46689	61762	1
46690	58821	1
46691	76308	1
46694	64374	1
46695	63570	1
46696	58764	1
46696	60886	1
46696	65676	1
46697	72810	1
46697	78086	1
46698	46707	1
46699	57252	1
46699	67471	1
46700	63498	1
46701	75060	1
46702	70139	1
46704	52702	1
46704	70968	1
46704	71925	1
46707	71804	1
46708	79708	1
46709	48811	1
46709	70560	1
46711	72313	1
46712	69392	1
46712	71791	1
46713	51307	1
46714	49035	1
46714	72549	1
46715	55179	1
46715	66059	1
46717	58358	2
46718	66898	1
46719	58835	1
46721	47291	1
46722	55026	1
46723	62361	1
46723	77152	1
46724	59940	1
46726	52659	1
46726	65868	1
46727	53197	1
46728	53090	1
46729	74440	1
46730	55722	1
46730	59836	1
46730	72211	1
46731	48956	1
46732	47889	1
46732	49067	1
46732	55518	1
46734	48434	1
46734	72938	1
46735	59379	1
46735	73944	1
46736	67219	1
46738	55226	1
46738	74478	1
46739	55909	1
46739	70252	1
46740	58766	1
46740	62201	1
46742	53420	1
46743	61003	1
46744	50043	1
46744	50468	1
46744	79515	1
46746	74283	1
46747	57619	1
46748	69416	2
46749	75011	1
46751	68107	2
46751	76101	1
46752	72890	1
46752	74502	1
46753	56320	1
46753	59330	1
46754	46754	1
46754	51279	1
46755	57095	1
46755	78585	1
46756	54708	1
46757	49181	1
46757	50333	1
46758	66086	1
46759	74242	1
46760	47525	1
46760	76661	2
46761	69375	1
46761	79975	1
46762	51908	1
46762	59682	1
46762	74752	1
46763	50495	1
46763	53498	1
46764	50181	1
46764	53603	1
46764	66691	1
46765	49376	1
46765	63731	1
46767	46767	1
46769	74219	1
46770	47851	1
46771	64530	1
46772	69158	1
46774	60356	1
46777	51536	1
46779	76787	1
46780	69742	1
46781	66269	1
46782	62422	1
46782	67680	1
46783	77760	1
46784	57100	1
46784	68796	1
46786	56738	1
46786	64233	1
46787	54434	1
46787	73384	1
46788	62721	1
46789	60304	1
46789	61363	1
46790	47978	1
46791	49435	1
46793	51287	1
46793	57886	1
46794	49674	1
46795	57714	1
46795	68007	1
46796	51754	1
46797	77412	1
46798	63095	1
46799	70289	1
46801	49695	1
46801	79220	1
46802	71714	1
46802	72814	1
46805	46805	1
46806	68891	1
46807	73488	1
46807	75077	1
46808	66558	1
46808	78187	1
46809	62979	1
46809	80041	2
46810	46810	1
46810	57728	1
46811	56907	1
46812	57419	1
46812	61822	1
46813	52465	1
46813	54748	1
46813	75882	1
46814	65496	1
46816	75396	1
46817	56306	1
46817	80089	1
46818	54183	1
46819	50088	1
46819	61622	2
46820	56342	1
46820	65600	1
46821	46821	1
46821	62920	1
46823	52583	1
46826	54108	1
46827	47637	1
46827	65616	1
46828	67116	1
46829	56158	1
46830	75056	1
46831	57331	1
46832	46832	1
46832	59240	1
46833	51299	1
46833	76732	1
46834	67976	1
46835	75298	1
46837	69071	1
46837	77482	1
46837	78315	1
46841	63484	1
46842	53327	1
46842	74143	1
46843	73295	1
46846	46846	1
46847	79494	1
46848	53043	1
46848	64222	1
46848	67206	1
46849	60557	1
46850	46850	1
46851	49527	1
46851	67771	1
46852	70533	1
46854	78208	1
46855	56920	1
46855	72682	1
46857	50867	1
46858	66653	1
46858	66725	1
46860	47823	1
46860	75961	2
46861	48737	1
46861	76034	1
46861	76858	1
46865	52575	1
46865	62215	1
46866	52051	1
46867	60809	1
46868	50202	1
46869	46869	1
46873	53953	1
46874	48105	1
46874	62322	1
46875	75855	1
46878	52957	1
46879	65674	1
46879	73252	1
46880	67650	1
46881	55312	1
46883	54837	1
46884	50323	1
46884	54279	1
46885	50725	1
46885	68503	1
46887	49277	1
46887	56092	1
46888	66172	1
46890	49213	1
46890	73770	1
46891	79302	1
46892	46892	1
46893	48214	1
46893	63220	1
46894	69667	1
46894	80513	1
46895	56345	1
46895	60961	1
46895	65887	1
46896	50782	1
46897	64256	1
46898	49909	1
46898	80116	1
46899	56576	1
46899	66334	1
46900	52499	1
46901	46901	1
46901	78379	1
46902	50243	1
46902	53127	1
46902	72000	1
46903	61312	1
46903	75640	1
46904	62284	1
46905	75450	1
46906	65003	1
46907	48609	1
46907	66966	1
46909	68354	1
46910	63469	1
46910	65811	1
46911	50843	1
46912	79946	1
46913	62872	1
46913	69360	1
46914	70755	1
46914	76678	1
46915	62672	1
46915	71182	1
46916	60426	1
46917	50159	1
46918	55462	1
46918	70368	1
46920	72036	1
46922	51982	1
46922	64646	1
46922	67781	1
46923	54025	1
46924	47079	1
46925	48212	1
46925	75509	1
46926	63719	1
46928	62994	1
46929	60205	1
46930	51502	1
46930	62487	1
46931	48663	1
46931	67785	1
46932	56794	1
46933	68228	2
46934	60736	1
46934	65723	1
46935	50465	1
46935	78861	1
46936	58532	2
46936	77120	1
46937	54892	1
46937	79351	1
46938	58866	1
46939	49896	1
46939	57536	1
46940	47492	1
46940	48969	1
46941	55998	1
46941	77444	1
46942	73416	1
46943	64169	1
46943	67143	1
46944	69508	1
46945	66442	1
46947	64536	1
46948	46948	1
46950	48013	1
46951	53419	1
46951	58220	1
46951	79961	1
46952	55341	1
46952	65116	1
46953	63335	1
46953	67339	1
46954	60308	1
46954	80422	1
46955	59150	1
46955	65556	1
46956	52193	1
46956	64342	1
46957	48934	1
46957	62091	1
46957	62874	1
46958	46958	1
46958	67054	1
46959	61546	1
46959	67047	1
46961	55702	1
46961	56294	1
46962	47240	1
46962	62724	1
46963	51781	1
46963	65761	1
46964	80260	1
46966	48859	1
46967	71925	1
46968	48631	1
46968	55406	1
46969	78407	1
46970	51579	1
46970	62076	1
46971	76690	1
46973	47766	1
46974	53658	1
46975	51795	1
46976	74152	1
46977	49408	2
46977	55993	1
46979	60026	1
46980	47167	1
46980	57883	1
46981	51016	1
46981	60970	1
46982	57202	1
46982	59285	1
46983	67070	1
46984	58299	1
46985	46985	1
46985	73195	1
46986	60547	1
46988	51647	1
46988	59207	1
46988	79308	1
46989	48670	1
46990	70069	1
46991	47200	1
46992	53112	1
46992	58599	1
46993	56373	1
46993	70355	1
46994	48360	1
46995	50215	1
46995	67294	1
46997	46997	1
46997	79625	1
46998	50785	1
46998	66041	1
46999	64181	1
46999	67945	1
47000	57392	1
47000	60773	1
47001	49986	1
47001	68580	1
47001	76495	1
47002	55623	1
47002	73211	1
47003	67096	1
47004	64627	1
47004	75665	1
47005	74091	1
47006	68283	1
47006	80033	1
47007	66009	1
47008	47214	1
47008	59888	1
47008	69900	1
47010	53510	1
47011	66532	1
47011	73820	1
47012	71809	1
47013	57848	1
47013	65037	1
47014	65769	1
47014	75970	1
47015	47134	1
47016	51686	1
47016	59016	1
47016	72423	1
47017	68648	1
47018	72401	1
47020	75664	2
47020	76692	1
47022	79680	1
47023	68315	1
47024	74932	1
47025	70302	1
47026	52216	1
47026	53779	1
47027	53297	1
47028	60929	1
47028	65726	1
47029	57541	1
47029	76462	1
47030	48581	1
47030	49538	1
47031	65804	1
47032	65479	1
47032	69993	1
47033	51333	1
47033	55441	1
47034	67534	1
47034	80636	1
47036	55431	1
47036	59657	1
47037	50322	1
47038	59253	1
47038	80418	1
47039	57845	1
47039	79551	1
47040	48246	1
47040	48680	1
47041	67105	1
47042	51081	1
47042	75971	1
47043	72700	1
47044	47044	1
47045	73698	1
47045	76911	1
47047	48491	1
47047	54269	1
47047	55767	1
47048	62176	1
47050	58520	1
47050	70158	1
47052	66580	1
47052	69511	1
47053	48058	1
47055	68722	1
47056	47056	1
47058	62807	1
47058	68482	1
47059	65312	1
47060	50317	1
47061	55115	1
47062	70104	1
47063	50308	1
47064	53369	1
47064	60913	1
47065	50216	1
47065	78426	1
47066	55408	1
47067	63246	1
47067	71593	1
47069	48389	1
47069	56316	1
47069	69295	1
47070	59429	1
47070	75140	1
47072	50248	1
47073	51455	1
47073	55404	1
47074	64670	1
47074	74084	1
47075	53292	1
47075	68305	1
47076	55066	1
47076	70243	1
47077	56470	1
47078	66189	1
47078	80066	1
47078	80366	1
47079	64429	1
47079	77643	1
47080	52449	1
47081	47161	1
47081	55123	1
47082	68217	1
47084	59569	1
47084	66826	1
47086	70558	1
47088	67465	1
47090	79191	1
47091	59879	1
47092	51190	1
47092	53674	1
47094	70655	1
47094	73441	1
47095	76227	1
47096	63155	1
47097	58261	1
47098	58570	1
47098	79677	1
47099	50848	1
47099	71116	1
47101	70436	1
47105	70276	1
47106	73086	1
47106	77829	1
47107	50726	1
47107	71878	1
47108	75630	1
47109	48156	1
47110	76905	1
47110	79637	1
47111	62624	1
47112	47112	1
47113	62373	1
47113	75299	1
47114	50940	1
47114	74528	1
47115	48015	2
47115	57827	1
47116	70339	1
47117	54975	1
47117	58602	1
47117	68173	1
47118	50777	1
47118	54088	1
47118	72261	1
47119	47419	1
47119	66995	1
47120	58085	1
47120	78254	1
47121	58002	1
47121	76853	1
47122	53342	1
47122	65623	1
47123	52386	1
47123	79510	1
47124	47530	1
47125	47125	1
47126	59146	1
47126	73055	2
47128	65126	1
47128	69167	1
47130	69411	1
47131	53633	1
47133	54028	1
47133	61442	1
47134	49877	1
47134	64283	1
47135	67452	1
47135	80453	1
47136	50891	1
47137	53320	1
47137	73419	1
47139	76106	1
47140	79435	1
47141	63751	1
47141	73822	1
47142	74595	1
47143	60301	1
47145	55040	1
47145	60468	1
47146	66300	1
47146	66986	1
47146	78288	1
47147	78958	1
47149	51310	1
47149	71370	1
47151	47151	1
47152	50239	1
47153	67383	1
47154	47779	1
47154	68694	1
47154	72733	1
47155	47701	1
47156	50870	1
47156	52202	1
47157	47650	1
47158	67549	1
47159	76102	1
47160	47448	2
47160	80381	1
47162	70390	1
47162	76109	1
47163	63014	1
47164	70238	1
47165	51796	1
47165	57097	1
47166	59938	1
47166	66551	1
47169	50913	1
47172	47684	1
47173	52879	1
47173	59580	1
47174	74016	1
47175	52111	1
47175	72849	1
47176	63600	1
47177	48193	1
47177	55182	1
47178	60677	1
47178	62494	1
47181	66839	1
47181	78316	2
47182	65004	1
47182	71138	1
47183	55032	1
47183	62428	1
47184	50591	1
47185	56232	1
47185	60843	1
47187	79520	1
47188	78944	1
47189	69910	1
47189	80071	1
47190	47190	1
47190	76085	1
47191	67010	1
47192	69783	1
47192	79666	1
47193	47586	1
47193	58854	1
47195	47195	1
47196	57298	1
47197	47197	1
47197	51039	1
47199	77742	1
47200	80055	1
47201	61278	1
47204	47603	1
47204	78941	1
47205	56951	1
47205	68569	1
47205	74460	1
47206	63567	1
47208	50111	1
47208	66037	1
47209	47209	1
47210	53854	1
47210	69502	1
47213	56359	1
47215	79987	1
47216	62083	1
47217	66609	1
47217	78374	1
47218	66730	2
47219	48407	1
47219	71666	1
47220	47220	1
47221	79910	1
47222	76909	1
47222	79659	1
47223	76129	1
47223	76162	1
47226	67872	1
47226	69065	1
47227	80393	1
47229	55771	1
47229	74355	1
47230	53534	1
47230	67084	1
47231	47385	1
47232	47232	1
47233	47233	1
47233	62290	1
47234	49954	1
47235	50126	1
47235	75012	1
47236	67362	1
47239	51519	1
47241	47680	1
47241	52509	1
47242	49195	1
47243	49646	1
47243	64401	1
47243	80243	1
47245	55862	1
47246	69578	2
47247	47247	1
47247	74785	1
47248	65210	1
47249	59083	1
47250	55755	1
47250	62908	1
47251	49932	1
47251	71130	1
47252	71791	1
47253	59783	2
47253	73912	1
47255	66957	1
47256	50406	1
47256	65138	1
47257	72220	1
47258	56321	1
47258	70877	1
47259	57006	1
47259	57436	1
47259	75092	1
47260	72332	1
47261	56209	1
47262	47262	1
47262	48970	1
47263	51892	1
47263	58073	1
47264	48250	1
47265	61979	1
47269	65779	1
47269	74344	1
47271	62465	2
47272	47272	1
47272	50000	1
47273	51950	1
47273	51962	1
47273	64037	1
47274	48076	1
47275	47421	1
47276	77920	1
47277	48563	1
47277	80465	1
47278	69983	1
47279	59963	1
47281	47281	1
47281	49303	1
47282	52161	1
47282	68662	1
47283	50389	1
47284	68678	1
47286	56096	1
47287	64462	1
47287	77655	1
47289	47289	1
47289	65526	1
47290	66856	1
47292	47292	1
47292	70668	1
47293	75450	1
47294	52544	1
47294	66273	1
47294	73103	1
47295	68172	1
47296	74120	1
47297	64793	1
47297	67310	1
47299	55578	1
47299	73802	1
47300	57132	1
47300	65621	1
47300	69449	1
47301	47301	1
47302	56499	1
47302	80262	2
47303	64128	1
47303	78987	1
47304	47826	1
47304	52898	1
47304	71882	1
47305	60083	1
47306	56034	1
47306	75095	1
47307	58006	1
47310	59375	1
47311	70776	1
47311	73212	1
47312	47312	1
47312	78475	1
47313	53546	1
47316	56949	1
47317	47317	1
47318	71977	1
47318	80034	1
47319	56605	1
47319	74650	1
47322	48992	1
47322	49608	1
47325	62768	1
47325	72710	1
47326	47326	1
47326	65589	1
47327	49456	1
47329	74409	1
47329	74535	1
47330	56649	1
47331	80336	1
47332	47494	1
47332	64491	1
47333	51222	1
47333	61627	1
47333	78713	1
47335	74350	1
47336	80643	1
47337	66603	1
47338	61172	1
47338	71305	1
47339	78587	1
47340	50594	1
47340	69831	1
47341	76431	1
47342	50641	1
47342	75519	1
47343	47343	1
47343	75670	1
47344	75192	1
47344	76272	2
47345	75013	1
47346	69308	1
47346	79642	1
47347	66278	1
47349	69654	1
47349	79967	1
47350	70321	1
47351	54155	1
47355	69644	1
47355	74399	1
47355	78632	1
47356	47356	1
47358	47358	1
47358	52610	1
47359	47988	1
47359	51022	1
47359	80286	1
47361	52867	1
47362	47362	1
47364	56620	1
47364	78013	1
47365	47365	1
47367	73040	1
47368	56485	1
47368	64025	1
47369	48365	1
47369	67371	1
47369	73265	1
47371	63455	1
47371	78210	1
47372	79992	1
47373	56930	1
47374	57669	1
47374	65735	1
47374	71426	1
47375	47375	1
47376	78746	1
47377	79843	1
47378	73446	1
47379	74245	1
47380	47380	1
47382	58032	1
47382	79377	1
47383	70394	1
47384	61498	1
47386	48511	1
47386	74634	1
47387	57136	1
47387	74858	1
47388	70215	1
47389	51001	1
47389	59552	1
47389	61219	1
47391	63276	1
47391	65485	1
47394	60485	1
47395	51112	1
47395	57691	1
47396	48465	1
47397	47397	1
47399	67586	1
47400	49779	1
47400	58645	1
47401	65585	1
47401	73929	1
47402	63945	1
47404	62952	1
47405	47405	1
47406	64451	1
47406	69883	1
47409	61996	1
47410	79705	1
47412	58301	1
47414	54216	1
47415	68993	1
47415	70919	1
47416	78961	1
47418	73477	1
47419	60801	1
47420	47420	1
47421	71615	1
47422	74838	1
47424	70252	1
47425	73063	1
47426	53363	1
47426	54009	1
47427	69686	1
47429	68870	1
47430	55744	1
47431	76365	1
47433	79059	1
47433	80519	1
47434	73682	1
47435	66714	1
47436	62603	2
47437	57501	1
47439	49619	1
47439	60442	1
47440	51206	1
47441	64209	1
47441	78185	1
47442	47442	1
47443	56998	1
47443	62163	1
47444	75234	1
47446	56534	1
47447	47447	1
47447	75498	1
47448	51789	1
47450	66770	1
47450	68070	1
47451	68777	1
47451	69131	1
47453	49968	1
47453	51048	2
47454	56711	1
47454	61483	1
47456	53286	1
47456	67758	1
47457	55799	1
47457	69774	1
47457	71109	1
47458	65395	1
47458	76410	1
47458	80193	1
47459	62739	1
47459	80323	1
47461	61024	1
47463	57741	2
47464	47464	1
47465	65107	1
47465	68135	1
47467	64688	1
47468	47468	1
47469	47469	1
47469	63232	1
47470	62125	1
47471	78549	1
47472	67567	1
47473	47473	1
47474	66135	1
47475	47830	1
47475	56929	1
47476	63391	1
47476	65485	1
47476	71760	1
47477	75008	1
47477	76840	1
47477	79903	1
47478	53077	1
47479	51067	1
47479	64801	1
47482	59558	1
47482	77342	1
47484	75261	1
47484	77385	1
47485	53199	1
47485	63493	1
47485	72130	1
47486	68599	1
47487	47491	1
47489	53666	1
47491	74175	1
47492	80238	1
