xlinkA	xlinkB	n_strands
11099	70711	1
11099	73579	1
11100	24533	1
11100	47301	1
11100	70338	1
11101	61629	1
11101	68119	1
11101	72128	1
11102	37189	1
11102	53042	1
11102	70961	1
11103	38368	1
11103	56065	1
11104	41174	1
11104	41682	1
11104	71737	1
11105	18462	1
11105	36478	1
11106	11904	1
11106	14932	1
11106	59424	1
11107	21385	1
11107	59409	1
11107	64997	1
11108	33658	1
11108	77532	1
11109	55999	1
11109	67851	1
11110	15586	1
11110	40522	1
11111	12862	1
11111	38406	1
11111	41495	1
11112	39490	1
11112	46637	1
11112	61793	1
11113	28384	1
11113	44811	1
11114	48372	1
11114	65433	1
11114	66220	1
11115	31263	1
11115	58256	1
11115	70101	1
11116	53695	1
11116	60426	1
11116	63412	1
11117	20172	1
11117	24311	1
11117	46984	1
11118	73968	1
11119	11119	1
11119	18972	1
11120	45184	1
11120	66698	1
11121	11512	1
11121	22532	1
11121	29689	1
11122	16508	1
11122	55090	1
11123	49550	1
11123	59656	1
11123	61661	1
11124	62531	1
11124	63635	1
11124	65443	1
11125	47063	1
11125	58138	1
11125	72431	1
11126	22073	1
11126	58744	1
11126	62098	1
11127	37842	1
11127	66822	1
11127	67034	1
11128	38651	1
11128	46156	1
11128	73306	1
11129	43862	1
11129	49816	1
11129	69802	1
11130	39967	1
11130	44319	1
11130	47863	1
11131	47083	1
11131	80282	2
11132	34362	1
11133	25584	1
11133	54382	1
11134	18610	1
11134	42451	1
11134	50780	1
11135	26146	1
11135	66156	2
11136	29783	1
11136	78251	1
11137	11137	1
11138	13977	1
11138	17829	1
11138	52996	1
11139	12921	1
11139	45467	1
11139	46791	1
11140	11140	1
11140	22204	1
11141	18236	1
11141	23609	1
11141	64389	1
11142	22512	1
11143	31705	1
11143	34419	1
11144	37026	1
11144	58101	1
11145	25077	1
11145	45020	1
11145	56973	1
11146	32145	1
11146	44548	1
11146	60523	1
11147	31159	1
11147	39889	1
11147	54422	1
11148	39261	1
11148	53960	1
11148	59438	1
11149	18820	1
11149	21501	1
11149	49484	1
11150	20696	1
11150	71228	1
11151	34702	1
11151	75905	1
11152	56857	1
11152	72853	1
11153	45427	1
11153	56415	1
11154	77962	2
11155	12813	1
11155	25537	1
11156	51584	1
11156	55184	1
11156	79648	1
11157	19287	2
11157	70254	1
11158	19708	2
11158	26534	1
11159	42392	1
11159	62816	1
11159	70967	1
11160	43572	1
11160	72388	1
11161	30876	1
11161	40967	1
11161	79100	1
11162	33209	1
11162	35592	1
11162	42660	1
11163	11163	1
11163	58458	1
11164	13108	1
11164	55015	1
11164	58898	1
11165	33108	1
11166	16961	1
11166	47517	1
11166	59580	1
11167	12147	1
11167	55954	1
11167	77070	1
11168	35355	1
11168	38210	1
11168	48535	1
11169	22815	1
11169	30618	1
11170	17727	1
11170	47224	1
11171	16242	1
11171	77370	1
11172	42068	1
11172	44512	1
11173	32656	1
11173	63560	1
11173	73312	1
11174	44618	1
11174	74148	1
11175	62866	1
11175	76084	1
11176	40419	1
11176	58071	1
11177	17252	1
11177	35452	1
11177	42100	1
11178	56453	1
11179	53715	1
11180	42435	1
11180	76964	1
11181	19236	1
11181	24782	1
11182	16305	1
11182	23546	1
11182	28932	1
11183	21934	1
11183	49327	1
11184	31400	1
11184	68065	1
11185	21652	1
11185	25049	1
11185	39127	1
11186	32089	1
11186	49791	1
11186	57800	1
11187	48677	1
11187	65873	1
11187	74957	1
11188	11188	1
11188	11412	1
11189	21907	1
11189	26837	1
11189	28678	1
11190	31232	1
11190	49730	1
11191	15857	1
11191	42205	1
11191	56512	1
11193	42789	1
11193	55948	1
11194	20245	1
11194	74631	1
11195	20196	1
11195	46779	1
11195	49363	1
11196	37732	1
11196	46558	1
11197	14140	1
11197	34701	1
11197	40704	1
11198	34531	1
11198	60383	1
11199	54311	1
11199	71323	1
11200	57486	1
11200	66509	1
11201	32295	1
11201	55409	1
11201	55746	1
11202	11202	1
11202	31799	1
11203	69521	1
11204	75105	1
11204	76965	1
11205	11205	1
11205	50599	1
11206	14447	1
11206	59948	1
11206	71505	1
11207	51715	1
11207	52630	1
11208	25065	1
11208	50939	1
11209	24054	1
11209	71786	1
11209	79616	1
11210	33951	1
11210	44733	1
11210	59772	1
11211	39039	1
11211	59242	1
11212	18773	1
11212	27342	1
11212	38076	1
11213	26741	1
11213	30311	1
11214	58191	1
11215	18735	1
11215	60466	1
11216	11767	1
11216	60458	1
11216	77337	1
11217	29572	1
11217	52681	1
11217	76445	1
11218	14212	1
11218	49294	1
11218	54438	1
11219	30247	1
11219	51972	1
11220	33272	1
11220	56840	1
11221	36389	1
11221	80426	1
11222	42613	1
11222	53547	1
11222	75862	1
11223	19008	1
11223	62505	1
11223	64892	1
11224	35908	1
11224	48933	1
11225	38897	1
11225	74098	1
11225	80253	1
11226	11226	1
11227	63371	1
11227	64744	1
11227	68383	1
11228	17939	1
11228	70358	1
11229	44449	1
11229	67711	1
11229	74840	1
11230	70936	1
11230	74812	1
11231	36723	1
11231	68078	2
11232	17500	1
11232	50614	2
11233	61080	1
11233	65779	1
11234	49679	1
11234	78345	1
11235	27831	1
11235	80365	1
11236	44447	1
11236	63622	1
11237	24128	1
11237	38023	1
11237	78508	1
11238	25692	1
11238	80276	1
11239	19111	1
11239	21877	1
11240	52805	1
11240	62605	1
11240	70220	1
11241	51512	1
11241	71323	1
11242	26753	1
11242	39178	1
11243	24262	1
11243	54297	1
11243	65000	1
11244	26249	1
11244	57561	1
11244	60804	1
11245	66796	1
11246	27819	2
11246	61434	1
11247	65184	1
11247	75078	1
11248	17078	1
11248	51877	1
11249	65012	1
11249	71045	1
11249	75592	1
11250	11250	1
11250	14044	1
11251	17749	1
11251	72300	1
11252	11252	1
11252	44757	1
11253	30760	1
11253	51643	1
11253	54703	1
11254	11254	1
11254	11940	1
11255	53016	1
11255	58574	1
11255	66749	1
11256	41075	1
11256	76951	1
11257	30555	1
11257	69412	1
11258	11258	1
11258	23794	1
11259	17606	1
11259	69688	1
11259	74841	1
11260	24183	1
11260	59979	1
11261	11261	1
11261	20128	1
11262	15136	1
11262	40384	1
11262	79387	1
11263	17843	1
11263	37762	1
11263	38964	1
11264	43118	1
11264	46239	1
11264	52507	1
11265	29484	1
11265	52587	1
11266	45968	1
11266	71559	1
11267	20139	1
11267	25781	1
11267	34921	1
11268	32998	1
11268	36128	1
11268	69501	1
11269	19234	1
11269	26858	1
11269	41833	1
11270	37167	1
11271	43743	1
11271	50763	1
11271	80333	1
11272	52775	1
11272	61419	2
11273	54674	1
11273	66550	1
11273	68846	1
11274	45539	1
11274	56963	1
11275	11275	1
11275	47052	1
11276	21958	1
11276	39613	1
11276	49589	1
11277	19364	1
11277	35600	1
11278	11278	1
11278	32088	1
11279	11279	1
11279	62221	1
11280	22013	1
11280	79476	1
11281	11281	1
11281	25969	1
11282	21976	1
11282	61843	1
11283	40237	1
11283	71712	1
11283	74942	1
11284	15943	1
11284	25937	1
11284	74936	1
11285	38575	1
11285	52230	1
11285	52261	1
11286	14455	1
11286	34797	1
11287	19614	1
11287	24985	1
11287	25528	1
11288	13107	1
11288	79519	1
11289	20578	1
11289	59768	1
11289	80622	1
11290	43868	1
11290	67670	1
11290	73982	1
11291	27233	1
11291	32745	1
11291	60519	1
11292	37439	1
11292	40908	1
11292	76744	1
11293	22202	1
11293	61217	1
11293	68521	1
11294	30380	1
11294	30950	1
11294	66622	1
11295	27159	1
11295	36543	1
11295	41184	1
11296	72107	1
11296	74028	1
11297	31632	1
11297	66652	1
11297	73558	1
11298	27056	1
11298	62933	1
11298	73759	1
11299	24597	1
11299	65716	1
11300	37190	1
11300	42088	1
11300	46692	1
11301	56672	1
11301	57061	1
11301	62552	1
11302	14890	1
11302	31392	1
11302	45680	1
11303	27942	1
11303	45345	1
11303	51162	1
11304	15872	1
11304	62229	1
11305	27851	1
11305	30429	1
11305	34347	1
11306	15740	1
11306	55817	1
11306	63123	1
11307	68035	1
11308	51306	1
11308	70223	1
11308	77719	1
11309	11309	1
11310	15279	1
11310	28710	1
11311	13167	1
11311	31106	1
11311	63354	1
11312	13527	1
11312	17261	1
11313	24817	1
11313	25311	1
11313	53614	1
11314	39249	1
11314	42725	1
11314	61999	1
11315	11315	1
11315	20406	1
11316	54025	1
11316	63103	1
11316	71684	1
11317	11317	1
11317	70597	1
11318	21528	1
11318	50435	1
11318	53217	1
11319	13929	1
11319	32868	1
11319	55873	1
11320	22408	1
11320	32925	1
11321	18028	1
11321	36125	1
11321	49355	1
11322	22069	1
11322	43246	1
11322	72036	1
11323	20104	1
11323	27779	1
11323	49648	1
11324	44786	1
11324	68948	1
11324	75303	1
11325	28719	1
11325	54174	1
11325	76914	1
11326	39057	1
11326	77756	1
11327	11327	1
11327	25047	1
11328	42505	1
11328	52867	1
11328	61284	1
11329	15021	1
11329	19069	1
11329	73910	1
11330	15920	1
11330	56300	1
11330	72515	1
11331	39043	1
11331	44978	1
11332	12791	1
11332	75408	1
11332	78759	1
11333	39866	1
11333	46326	1
11334	15287	1
11334	23751	1
11334	31776	1
11335	33871	1
11335	40198	1
11336	32146	1
11336	46209	1
11337	21314	1
11337	51644	1
11337	55197	1
11338	42331	1
11338	62656	1
11338	69004	1
11339	61837	1
11340	57736	1
11340	64508	1
11341	43094	1
11341	57276	1
11342	12268	1
11342	20510	1
11342	70659	1
11343	11343	1
11343	35908	1
11344	15292	1
11344	47933	1
11344	69628	1
11345	32093	1
11345	36302	1
11345	80560	1
11346	39730	1
11346	63229	1
11346	75735	1
11347	40819	2
11347	48508	1
11348	55962	1
11349	14785	1
11349	34222	1
11349	64463	1
11350	52663	1
11350	59382	1
11350	68181	1
11351	41768	1
11351	53749	1
11351	78860	1
11352	19996	1
11352	25091	1
11352	25270	1
11353	68675	1
11353	78987	1
11354	21333	1
11354	24704	1
11354	47156	1
11355	17746	1
11355	23336	1
11355	49636	1
11356	37310	1
11356	44985	1
11356	46978	1
11357	51973	1
11357	55114	1
11357	57599	1
11358	12496	1
11358	41475	1
11359	45723	1
11359	57380	1
11359	73157	1
11360	17992	1
11360	28863	1
11360	40327	1
11361	11361	1
11361	36278	1
11362	24839	1
11362	27856	1
11362	73503	1
11363	24616	1
11363	60266	1
11363	76814	1
11364	11496	1
11364	12951	1
11364	40601	1
11365	57957	1
11365	61343	1
11365	64293	1
11366	11366	1
11366	56193	1
11367	11367	1
11367	44168	1
11368	13772	1
11368	33077	1
11368	63272	1
11369	29188	1
11369	53464	1
11370	11622	1
11370	13294	1
11370	63731	1
11371	28548	1
11371	34122	1
11372	58178	1
11372	60611	1
11373	19888	1
11373	38690	1
11373	63335	1
11374	32921	1
11374	41397	1
11374	68677	1
11375	51471	1
11376	14913	1
11376	52999	2
11377	40998	1
11377	62099	1
11378	29073	1
11378	62175	1
11378	70745	1
11379	21647	1
11379	26229	1
11379	35063	1
11380	72703	1
11380	74607	1
11381	40487	1
11381	52984	1
11381	65250	1
11382	68305	1
11383	55952	1
11383	77439	2
11384	15194	1
11384	30438	1
11384	36256	1
11385	11385	1
11385	11677	1
11386	22697	1
11387	40724	1
11387	56414	1
11387	79724	1
11388	38730	1
11388	59606	1
11388	60044	1
11389	44685	1
11389	48898	1
11389	76214	1
11390	35174	1
11390	45203	1
11390	55478	1
11391	47582	1
11391	58040	1
11392	29818	1
11392	63049	1
11392	79788	1
11393	40561	1
11393	50081	1
11393	53981	1
11394	11394	1
11394	39930	1
11395	37408	1
11395	66409	1
11395	74912	1
11396	16266	1
11396	36331	1
11396	52966	1
11397	31716	1
11397	39379	1
11397	58634	1
11398	44820	1
11398	65162	1
11398	69442	1
11399	22395	1
11399	58389	1
11400	11965	1
11400	20356	1
11400	39791	1
11401	14584	1
11401	71531	1
11401	71812	1
11402	37920	1
11402	75326	1
11403	25921	1
11403	55379	1
11403	57791	1
11404	21244	1
11404	22111	1
11405	46482	1
11406	35096	1
11406	44717	1
11407	24468	1
11407	40021	2
11408	25523	1
11408	46299	1
11408	68526	1
11409	14075	1
11409	22164	1
11410	64940	1
11410	69755	1
11411	12782	1
11411	35276	1
11411	65377	1
11412	12437	1
11412	55169	1
11413	69007	1
11413	77947	1
11414	55834	1
11414	57769	1
11415	19904	1
11415	30933	1
11415	76970	1
11416	43837	1
11416	54108	1
11416	69789	1
11417	11417	1
11417	39336	1
11418	25707	1
11418	47072	1
11418	50716	1
11419	37245	1
11419	38500	1
11419	66327	1
11420	30604	1
11420	79251	1
11421	34881	1
11421	37851	1
11421	65800	1
11422	26934	1
11422	73407	1
11423	28018	1
11423	70406	1
11423	70674	1
11424	40677	2
11424	74983	1
11425	54124	1
11425	64380	1
11426	49157	1
11426	60602	1
11426	65312	1
11427	47963	1
11427	57528	1
11428	21487	1
11428	22704	1
11428	63993	1
11429	16216	1
11429	53758	1
11430	21831	1
11430	22827	1
11431	45529	1
11431	74953	1
11432	42401	1
11432	51614	1
11432	60765	1
11433	34082	1
11433	43141	1
11434	15839	1
11434	62853	1
11435	14699	1
11435	22089	1
11436	13069	1
11436	55757	1
11436	60725	1
11437	17619	1
11437	37849	1
11437	75415	1
11438	32848	1
11438	53270	1
11438	64847	1
11439	12952	1
11439	41620	1
11440	30354	1
11440	33125	1
11440	59978	1
11441	54436	1
11441	63866	1
11441	73661	1
11442	31005	1
11442	31650	1
11443	33387	1
11443	49759	1
11444	42401	1
11444	48353	1
11445	39822	1
11445	79908	1
11446	13082	1
11446	45210	1
11447	60972	1
11447	76206	1
11448	11912	1
11448	17654	1
11448	79503	1
11449	20278	1
11449	65542	1
11449	78649	1
11450	20328	1
11450	63169	1
11451	26354	1
11451	31460	1
11451	57149	1
11452	61062	1
11452	74401	1
11453	43414	1
11453	72769	1
11454	42276	1
11454	56850	1
11455	21148	1
11455	28911	1
11455	76770	1
11456	46555	1
11456	53233	1
11456	77665	1
11457	11457	1
11457	34213	1
11458	13156	1
11459	31458	1
11459	52727	1
11460	65593	1
11460	77789	1
11461	76765	1
11462	33430	1
11462	37380	1
11462	79573	1
11463	15812	1
11463	63326	1
11463	64814	1
11464	18296	1
11464	32521	1
11464	38453	1
11465	39324	1
11465	41651	1
11465	58727	1
11466	11466	1
11466	18019	1
11467	31294	1
11467	49322	1
11467	78039	1
11468	40010	1
11468	50993	1
11468	51779	1
11469	45596	1
11469	52835	1
11470	25876	1
11470	37685	1
11470	68157	1
11471	11471	1
11472	25958	1
11472	58378	1
11473	43114	2
11473	68142	1
11474	23535	1
11474	53218	1
11474	54407	1
11475	64971	1
11475	78894	1
11476	36505	1
11477	11544	1
11477	64757	1
11478	39714	1
11478	51813	1
11478	63080	1
11479	11479	1
11480	11480	1
11480	53646	1
11481	11629	1
11481	38281	1
11482	38953	1
11482	46963	1
11482	76209	1
11483	30023	1
11483	61895	1
11484	14576	1
11484	26624	1
11484	61468	1
11485	15255	1
11485	18411	1
11485	23006	1
11486	68010	1
11486	70568	2
11487	11487	1
11487	68602	1
11488	37729	1
11488	57166	1
11488	70372	1
11489	11489	1
11489	37860	1
11490	39109	1
11490	51396	1
11490	58311	1
11491	11575	1
11491	34806	1
11491	60658	1
11492	11492	1
11492	13479	1
11493	26360	1
11493	27014	1
11493	59436	1
11494	12875	1
11494	44878	1
11494	58475	1
11495	31227	1
11497	32093	1
11497	41646	1
11498	17119	1
11498	28331	1
11498	50637	1
11499	42239	1
11499	61705	1
11499	73541	1
11500	11500	1
11501	11604	1
11501	41384	1
11501	43408	1
11502	14391	1
11503	45956	1
11503	52451	1
11504	47825	1
11504	52305	1
11504	55087	1
11505	38535	1
11505	50861	1
11505	65903	1
11506	21291	1
11506	51059	1
11506	55910	1
11507	36240	1
11507	38236	1
11508	32070	1
11508	38238	1
11508	55300	1
11509	57071	1
11509	60103	1
11509	75940	1
11510	17367	1
11510	59587	1
11510	70245	1
11511	59418	1
11512	11715	1
11512	59411	1
11513	13810	1
11513	52591	1
11514	42022	1
11514	46241	1
11514	61933	1
11515	12677	1
11515	49244	1
11515	51623	1
11516	71599	3
11517	11517	1
11517	17197	1
11518	37227	1
11518	42588	1
11518	65653	1
11519	75734	1
11519	76999	1
11520	24153	1
11520	55728	1
11521	13209	1
11521	48246	1
11521	54221	1
11522	11522	1
11522	53507	1
11523	51907	1
11523	69008	1
11524	11524	1
11524	46919	1
11525	41840	1
11525	80584	1
11526	20581	1
11526	41125	1
11527	14252	1
11527	31998	1
11527	38529	1
11528	33689	1
11528	52610	1
11529	26287	1
11529	45836	1
11529	69421	1
11530	11530	1
11530	52459	1
11531	32785	1
11531	36161	1
11531	62249	1
11532	15480	1
11532	42272	1
11532	64085	1
11533	30482	1
11533	54228	1
11533	57518	1
11534	24124	1
11534	31713	1
11535	39802	1
11535	46334	1
11535	79301	1
11536	63485	1
11536	66876	1
11536	77223	1
11537	33108	1
11537	70755	1
11538	11538	1
11538	50713	1
11539	39047	1
11539	73119	1
11540	61131	1
11540	71751	1
11541	23185	1
11541	29377	1
11541	48472	1
11542	47434	1
11542	66084	1
11542	76346	1
11543	38318	1
11543	72097	1
11543	79022	1
11544	37101	1
11544	64647	1
11545	24571	1
11545	37282	1
11545	47381	1
11546	19994	2
11546	46230	1
11547	47264	1
11547	72164	1
11548	13914	1
11548	63135	1
11549	34691	1
11549	65985	1
11550	59899	1
11550	60206	1
11550	76195	1
11551	37954	1
11551	68671	1
11552	24812	1
11552	31226	1
11553	49491	1
11553	56073	1
11553	64854	1
11554	44624	1
11554	70925	1
11555	15399	1
11555	30844	1
11555	40709	1
11556	41454	1
11556	48539	1
11556	60250	1
11558	20696	1
11558	44015	1
11558	66632	1
11559	77903	1
11560	12992	1
11560	73323	1
11560	80560	1
11561	16824	1
11561	26414	1
11561	42267	1
11562	27606	1
11562	43607	1
11562	50426	1
11563	49666	1
11563	50075	1
11564	16760	1
11564	57673	1
11565	38552	1
11565	48141	1
11565	66996	1
11566	31544	1
11566	43786	1
11566	47363	1
11567	79881	1
11568	77627	1
11569	21461	1
11569	72922	1
11569	77151	1
11570	12571	1
11570	14103	1
11570	28763	1
11571	41478	1
11571	46972	1
11571	57184	1
11572	42405	1
11572	64079	1
11572	67899	1
11573	27401	1
11573	42009	1
11573	63673	1
11574	67791	1
11574	71109	1
11574	79495	1
11575	65793	1
11575	75205	1
11576	76236	1
11577	42734	1
11577	44816	1
11578	31811	1
11578	33053	1
11578	56629	1
11579	14089	1
11579	19128	1
11579	45508	1
11580	12329	1
11580	42668	1
11581	44442	1
11581	55594	1
11582	16424	1
11582	18726	1
11582	20687	1
11583	36501	1
11583	68566	1
11584	25655	1
11584	63472	1
11585	37184	1
11585	38060	1
11585	67794	1
11586	28008	1
11586	45845	1
11586	66707	1
11587	11587	1
11587	59163	1
11588	31758	1
11588	66643	1
11589	38419	1
11589	72116	1
11589	78767	1
11590	41780	1
11590	72247	1
11591	68941	1
11591	73383	1
11592	29802	1
11592	60620	1
11592	62327	1
11593	12115	1
11593	29723	1
11593	77382	1
11594	41021	1
11595	26580	1
11595	34739	1
11595	59875	1
11596	22401	1
11596	74660	1
11597	21330	1
11597	33336	1
11597	70693	1
11598	11598	1
11598	32211	1
11599	11599	1
11599	40249	1
11600	48181	1
11601	37914	1
11602	20210	1
11602	45215	1
11602	75917	1
11603	50538	1
11603	59049	1
11604	12387	1
11604	34369	1
11605	12998	1
11605	21341	1
11606	60687	1
11606	63879	1
11607	21520	1
11607	39029	1
11607	74640	1
11608	62911	1
11608	79643	1
11609	43910	1
11609	52769	1
11609	79061	1
11610	29798	1
11610	31902	1
11610	61551	1
11611	19970	1
11611	57768	1
11611	67390	1
11612	44598	1
11612	58054	1
11612	76426	1
11613	51154	2
11614	23769	1
11614	53657	1
11614	70112	1
11615	20392	1
11615	30210	1
11615	72593	1
11616	11616	1
11616	41652	1
11617	65230	1
11617	73039	1
11618	66597	1
11618	72257	1
11619	24169	1
11619	27378	1
11619	66308	1
11620	13753	1
11620	18111	1
11620	35507	1
11621	14589	1
11621	35295	1
11621	57498	1
11622	11622	1
11623	31545	1
11623	32932	1
11623	48548	1
11624	13219	1
11624	26792	1
11624	34492	1
11625	20576	1
11625	64311	1
11626	45101	1
11626	72180	1
11627	19808	1
11627	52842	1
11628	12742	2
11628	52125	1
11629	57959	1
11629	79985	1
11630	11630	1
11631	22643	1
11631	66352	1
11631	79491	1
11632	16349	1
11632	57987	1
11632	60530	1
11633	25589	1
11633	39008	1
11633	62148	1
11634	27164	1
11634	50112	1
11634	62168	1
11635	11635	1
11635	33970	1
11636	19197	1
11636	61996	1
11636	67750	1
11637	12694	1
11637	78245	1
11638	36953	1
11638	47709	1
11639	48090	1
11639	56588	2
11640	21439	1
11640	67021	1
11640	71139	1
11641	11641	1
11641	74838	1
11642	11642	1
11642	43796	1
11643	59816	1
11643	66530	1
11643	80554	1
11644	11644	1
11644	79552	1
11645	13469	1
11645	45365	1
11646	12582	1
11646	25473	1
11647	17035	1
11647	25046	1
11647	72315	1
11648	11648	1
11648	58425	1
11649	35211	1
11649	40463	1
11650	45131	1
11650	66961	1
11650	78139	1
11651	51739	1
11651	79098	1
11652	17114	1
11652	31108	1
11652	53977	1
11653	22853	1
11653	35393	1
11653	38885	1
11654	43808	1
11654	62285	1
11654	71399	1
11655	35650	1
11655	65368	1
11655	68377	1
11656	11656	1
11656	21418	1
11657	14845	1
11657	39690	1
11657	59520	1
11658	44171	1
11658	45664	1
11658	57081	1
11659	13768	1
11659	45729	1
11660	37235	1
11660	39923	1
11660	44670	1
11661	56890	1
11662	11662	1
11662	23101	1
11663	56869	1
11663	77996	1
11664	21264	1
11664	26443	1
11664	32183	1
11665	47056	1
11665	72118	1
11666	19876	1
11666	72081	1
11667	22025	1
11667	35624	1
11667	78835	1
11668	30186	1
11668	47957	1
11668	77201	1
11669	15446	1
11669	25347	1
11669	66372	1
11670	17105	1
11670	42284	1
11671	11671	1
11671	63230	1
11672	35329	1
11672	70473	1
11672	77230	1
11673	55645	1
11673	72746	1
11673	76340	1
11674	11674	1
11674	62104	1
11675	24043	1
11675	39977	1
11675	75656	1
11676	40192	1
11677	56297	1
11678	14914	1
11678	76741	1
11679	17112	1
11679	23292	1
11679	46026	1
11680	11680	1
11680	49357	1
11681	25432	1
11681	53017	1
11681	56529	1
11682	45246	1
11682	55798	1
11682	73093	1
11683	17486	1
11683	23921	1
11684	16995	1
11684	30674	1
11684	67425	1
11685	19928	1
11685	36400	1
11685	70485	1
11686	15968	1
11686	38474	1
11686	46302	1
11687	23525	1
11687	39938	1
11687	55028	1
11688	19159	1
11688	39846	1
11688	70245	1
11689	22631	1
11689	53331	1
11689	79788	1
11690	28762	1
11691	12131	1
11691	41947	1
11692	11692	1
11693	64543	1
11693	79585	1
11694	30904	1
11694	39075	1
11694	59332	1
11695	11695	1
11696	17285	1
11696	24597	1
11696	45387	1
11697	22250	1
11697	28681	1
11698	40076	2
11698	68446	1
11699	16647	1
11699	55599	1
11700	37073	1
11700	49085	1
11700	72571	1
11701	34724	1
11701	58535	1
11702	22838	1
11702	46961	1
11703	11703	1
11703	38867	1
11704	70221	1
11704	74505	2
11705	14545	1
11705	33981	1
11705	50807	1
11706	26845	1
11706	55290	1
11707	49705	1
11707	50995	1
11707	56741	1
11708	38392	1
11708	54024	1
11708	80649	1
11709	22256	1
11709	42128	1
11709	48066	1
11710	65159	1
11710	77713	1
11710	78722	1
11711	12853	1
11711	26459	1
11711	44241	1
11712	42242	1
11712	48070	1
11713	32669	1
11713	35577	1
11713	40819	1
11714	14911	1
11714	17776	1
11714	25925	1
11715	22532	1
11715	61673	1
11716	44140	1
11716	68663	1
11716	71321	1
11717	46236	1
11717	62741	1
11717	71248	1
11718	36808	1
11718	74575	1
11718	77040	1
11719	17926	1
11719	77709	1
11720	62962	1
11720	74137	1
11720	79430	1
11721	46531	1
11721	57140	1
11721	73573	1
11722	55530	1
11722	61112	1
11722	66046	1
11723	23892	1
11723	30733	1
11723	42227	1
11724	11724	1
11724	68434	1
11725	30621	1
11725	56219	1
11725	73285	1
11726	29597	1
11726	49357	1
11726	79768	1
11727	30961	1
11727	65145	1
11728	44209	1
11729	24725	1
11729	66021	1
11729	80363	1
11730	34291	1
11730	45913	1
11731	48168	1
11731	49497	1
11731	53911	1
11732	21326	1
11732	26642	1
11732	28444	1
11733	54821	1
11733	67159	1
11733	69515	1
11734	45768	1
11734	52072	1
11734	68437	1
11735	24206	1
11735	34243	1
11735	41948	1
11736	27042	1
11736	43675	2
11737	11737	1
11738	46484	1
11738	72965	1
11739	22616	1
11739	32469	1
11739	45409	1
11740	38978	1
11740	48969	1
11741	52194	1
11741	55743	1
11741	70308	1
11742	18022	1
11742	40663	1
11742	72106	1
11743	31378	1
11743	31995	1
11743	78740	1
11744	17967	1
11744	65561	1
11745	27848	1
11745	32335	1
11745	51033	1
11746	60162	1
11746	76907	1
11747	19243	1
11747	23169	1
11747	65424	1
11748	57574	1
11748	78871	1
11749	11749	1
11750	18683	1
11750	29688	1
11751	43996	1
11751	56138	1
11751	73167	1
11752	27872	1
11752	67846	1
11752	76306	1
11753	11864	1
11753	65340	1
11753	78126	1
11754	46251	1
11754	54497	1
11754	72741	1
11755	52396	1
11755	69450	1
11756	12772	1
11756	41140	1
11756	68210	1
11757	13344	1
11757	37074	1
11757	78815	1
11758	66046	1
11758	75733	1
11759	38616	1
11759	39727	1
11759	76991	1
11760	53385	1
11761	29845	1
11761	78467	1
11762	18169	1
11762	19296	1
11762	69625	1
11763	19020	1
11763	43619	1
11763	44935	1
11764	43955	1
11764	70243	1
11764	77467	1
11765	37951	1
11765	63519	1
11766	35701	1
11766	61509	1
11766	63820	1
11767	13850	2
11768	18000	1
11768	25007	1
11768	64190	1
11769	14349	1
11769	65361	1
11769	78505	1
11770	35563	2
11770	47943	1
11771	12810	1
11771	31780	1
11771	78812	1
11772	33529	1
11772	55654	1
11772	76088	1
11773	25410	1
11773	36416	1
11773	77367	1
11774	72262	1
11774	72859	1
11774	80153	1
11775	45334	1
11775	58430	1
11775	75262	1
11776	43412	1
11776	71354	1
11777	53235	1
11777	67460	1
11778	11778	1
11778	60288	1
11779	21517	1
11779	35317	1
11780	27988	1
11780	53307	1
11780	57624	1
11781	14491	1
11781	42797	2
11782	16714	1
11782	17162	1
11782	55876	1
11783	51319	1
11783	71500	1
11783	71531	1
11784	11784	1
11785	13252	1
11785	33185	1
11785	45192	1
11786	11905	1
11786	35024	1
11786	65593	1
11787	77796	1
11788	40372	1
11788	50261	1
11788	78481	1
11789	78562	1
11789	79441	1
11790	11790	1
11790	47819	1
11791	23300	1
11791	23999	1
11791	44159	1
11792	44679	1
11792	46093	1
11792	65816	1
11793	14015	1
11793	57548	1
11793	79288	1
11794	15234	1
11794	49741	1
11794	71486	1
11795	24656	1
11795	66536	1
11796	27235	1
11796	36254	1
11796	79842	1
11797	39683	1
11797	43949	1
11797	47710	1
11798	71881	1
11798	75384	1
11799	65997	1
11800	11800	1
11800	41996	1
11801	42951	1
11801	59486	1
11801	77559	1
11802	13788	1
11802	66914	1
11802	78341	1
11803	41316	1
11803	74816	1
11803	78871	1
11804	45428	1
11804	64349	1
11805	22563	1
11805	46130	1
11805	55600	1
11806	25680	1
11806	52106	1
11806	78748	1
11807	23209	1
11807	53930	1
11807	71087	1
11808	38630	1
11808	39254	1
11808	73196	1
11809	34366	1
11809	39993	1
11809	50496	1
11810	56538	1
11810	80073	1
11811	35597	1
11811	38507	1
11812	62823	1
11812	67604	1
11812	80382	1
11813	24945	1
11813	69243	2
11814	16633	1
11814	50142	1
11814	77419	1
11815	26478	1
11815	41699	1
11815	73714	1
11816	45021	1
11816	65892	1
11816	73901	1
11817	37543	1
11817	40091	1
11817	51401	1
11818	22461	1
11818	69619	1
11818	77614	1
11819	60828	1
11819	63057	1
11819	77835	1
11820	21831	1
