75804	-1	20792	-1
44012	-1	-1	-1
32764	-1	-1	-1
18747	-1	-1	-1
4461	4	-1	-1
27340	-1	54116	-1
47688	5959	79088	79829
48191	22970	-1	-1
42910	-1	-1	-1
65710	15584	70339	-1
42186	-1	-1	-1
50322	-1	-1	56199
73371	-1	-1	62949
54994	13	-1	-1
40689	-1	-1	-1
18790	-1	-1	-1
59522	-1	-1	-1
19140	-1	-1	-1
69561	-1	-1	23869
7010	-1	-1	-1
28632	-1	-1	-1
62321	-1	-1	-1
56111	-1	-1	-1
44766	-1	-1	-1
79452	-1	-1	-1
56359	-1	-1	-1
61010	-1	-1	-1
4979	-1	-1	-1
21914	44254	-1	-1
22791	4668	-1	-1
77190	-1	-1	45933
4680	-1	-1	-1
15721	-1	-1	-1
78647	-1	-1	-1
35256	-1	-1	-1
37871	-1	-1	-1
13980	-1	-1	-1
67312	-1	-1	-1
1919	-1	-1	46802
74693	-1	-1	-1
40073	-1	-1	-1
69879	-1	-1	-1
52766	-1	21502	-1
13524	-1	-1	-1
30791	44	-1	-1
24706	15352	59734	-1
17494	-1	51749	-1
71514	-1	-1	-1
26259	-1	-1	-1
8268	12390	23093	59082
22452	-1	61251	-1
22415	-1	-1	-1
6882	-1	-1	-1
79152	-1	-1	-1
8165	2153	11583	69357
66219	21607	-1	-1
54791	3829	-1	-1
3135	28062	54966	-1
48415	-1	-1	-1
71512	-1	-1	-1
23629	-1	-1	-1
27370	61	-1	-1
4281	-1	-1	-1
67212	-1	-1	-1
66154	-1	-1	-1
50586	-1	-1	-1
30980	5200	75735	-1
80121	-1	-1	-1
70356	-1	-1	-1
70322	-1	-1	-1
66446	-1	-1	-1
67442	3301	-1	-1
11458	10273	-1	-1
16886	-1	-1	-1
35505	74	-1	-1
42166	-1	-1	-1
28295	-1	-1	-1
37929	-1	-1	-1
22192	-1	-1	-1
6525	-1	-1	-1
68268	-1	-1	-1
49979	-1	-1	-1
28367	7735	23525	24400
39265	-1	-1	-1
12079	-1	78672	-1
17855	54768	69127	-1
6318	-1	-1	43195
21880	-1	-1	-1
54635	-1	-1	36129
46003	-1	-1	-1
78965	35196	52036	-1
27636	-1	-1	-1
60475	-1	-1	-1
21381	-1	-1	-1
28557	-1	-1	-1
69589	-1	-1	28370
13481	96	-1	-1
32580	-1	-1	-1
69728	-1	-1	-1
13300	-1	-1	-1
52520	-1	-1	-1
68365	-1	-1	-1
33985	-1	-1	-1
18449	-1	-1	-1
77415	5964	-1	-1
14979	-1	-1	-1
31577	-1	-1	-1
39799	31648	-1	-1
13011	108	-1	-1
53680	109	-1	-1
53030	-1	66033	-1
5010	50958	-1	-1
70688	-1	-1	-1
28497	-1	-1	-1
54411	-1	-1	-1
64265	9580	-1	72419
71437	-1	40659	76508
36820	-1	-1	-1
19037	7755	21520	54906
46829	-1	41174	-1
32302	-1	-1	-1
37243	-1	-1	39209
79172	-1	-1	-1
51493	-1	-1	-1
71966	9397	-1	-1
47632	-1	-1	-1
61313	126	-1	-1
40253	-1	-1	-1
70884	21415	-1	45263
9777	33573	41902	-1
15501	1661	-1	-1
15803	2722	63199	-1
55711	-1	-1	56955
47829	-1	-1	-1
79850	13691	-1	-1
17129	135	-1	-1
61690	-1	-1	-1
39152	137	-1	-1
46436	-1	-1	-1
70584	-1	-1	-1
19699	-1	-1	70813
45528	-1	-1	-1
40697	32887	62124	79001
1504	21634	22518	-1
4369	-1	-1	-1
58967	-1	-1	-1
4123	-1	-1	-1
74366	-1	-1	-1
25812	36896	-1	-1
74343	149	73449	-1
41301	-1	-1	-1
14932	-1	-1	-1
2584	-1	-1	-1
15984	-1	-1	-1
4061	-1	27984	-1
69928	-1	-1	-1
33684	-1	-1	-1
55746	5607	-1	-1
11341	-1	-1	-1
48994	-1	-1	-1
16013	-1	-1	-1
12151	-1	-1	-1
9317	-1	-1	-1
5293	163	-1	-1
68404	-1	-1	-1
17058	-1	-1	-1
71430	-1	-1	-1
56446	-1	-1	-1
35117	168	-1	-1
66376	-1	-1	-1
53771	-1	-1	-1
4309	11637	-1	-1
21598	-1	41426	68517
12240	-1	-1	-1
20593	-1	-1	-1
9532	-1	-1	-1
75591	-1	-1	-1
78695	-1	-1	-1
61705	-1	-1	-1
69345	-1	-1	73068
65580	-1	-1	46748
302	181	-1	-1
61063	1941	5796	-1
34356	-1	-1	-1
23231	184	-1	-1
73614	185	-1	-1
1835	-1	-1	-1
67723	-1	-1	55740
68100	-1	-1	-1
12693	-1	-1	-1
14622	-1	-1	-1
41736	-1	-1	-1
60555	192	-1	-1
68471	-1	-1	-1
25787	-1	-1	-1
45457	-1	-1	-1
21469	-1	-1	-1
4202	28538	-1	-1
29305	-1	-1	-1
16572	-1	-1	-1
57407	-1	-1	-1
48023	-1	-1	-1
9471	-1	-1	-1
14251	-1	-1	-1
80053	57916	-1	-1
56649	-1	61745	73479
66320	-1	-1	-1
68877	-1	-1	-1
69773	-1	-1	-1
27028	-1	-1	-1
77846	-1	-1	38740
984	-1	-1	-1
24885	-1	-1	-1
77549	-1	-1	-1
33250	-1	-1	-1
59627	-1	35386	-1
66825	-1	-1	-1
65627	26087	-1	-1
4755	-1	-1	-1
70450	-1	21829	-1
60134	-1	-1	-1
45035	6460	61416	-1
42573	14205	-1	-1
73352	20525	-1	-1
20205	-1	-1	-1
52362	-1	-1	-1
15883	-1	-1	-1
39854	-1	-1	-1
61863	-1	53848	-1
41673	-1	-1	-1
1869	-1	46904	53214
7766	-1	-1	-1
47088	-1	-1	79950
63514	-1	-1	-1
4073	-1	-1	-1
51879	12185	-1	-1
2149	13478	-1	58005
4491	-1	-1	-1
13012	-1	-1	-1
36192	239	-1	-1
71008	-1	26717	-1
1620	-1	-1	-1
68738	18814	61576	-1
24756	243	-1	-1
43013	-1	-1	-1
3754	-1	-1	-1
45125	-1	-1	-1
57776	-1	-1	-1
64399	248	-1	-1
8018	12823	-1	-1
11125	-1	-1	-1
33160	251	8179	-1
53428	-1	-1	-1
29905	-1	-1	-1
54760	-1	-1	-1
50151	-1	-1	-1
13901	-1	-1	-1
60558	-1	-1	-1
3016	-1	-1	-1
74698	-1	-1	-1
20389	-1	-1	-1
21007	15795	-1	-1
59904	-1	-1	-1
37362	-1	-1	-1
38147	-1	69730	-1
61332	-1	-1	-1
29070	-1	-1	-1
3908	-1	-1	-1
74714	3713	62837	-1
57795	-1	-1	-1
6475	31588	51992	-1
3247	-1	-1	-1
25291	-1	6673	-1
78011	42411	-1	-1
32734	-1	-1	-1
58800	581	-1	-1
20636	-1	-1	-1
66319	22166	52397	-1
56956	-1	-1	-1
53155	-1	-1	-1
79834	31749	79161	-1
20224	281	-1	-1
41427	-1	-1	-1
8756	283	-1	-1
76362	-1	-1	-1
45821	285	-1	-1
17303	-1	-1	-1
28921	5007	46371	-1
28273	-1	-1	-1
43397	-1	-1	-1
7310	-1	-1	-1
47615	291	-1	-1
8755	-1	-1	-1
52582	-1	-1	54909
49111	-1	-1	-1
20151	-1	-1	-1
76995	296	-1	-1
47513	-1	-1	56277
17812	-1	-1	59912
42472	-1	-1	32238
66134	-1	-1	-1
21984	9783	-1	-1
11668	-1	-1	-1
42557	-1	-1	-1
62587	-1	-1	-1
65224	-1	-1	-1
63266	306	48413	-1
16717	19544	-1	-1
64480	-1	-1	-1
71109	-1	-1	70169
19684	-1	-1	-1
73291	-1	-1	-1
70730	-1	-1	-1
6107	15881	-1	-1
3987	-1	68256	-1
19952	-1	-1	46542
62987	316	-1	-1
36228	-1	-1	-1
58315	-1	-1	-1
13084	-1	-1	-1
53322	320	-1	-1
21651	-1	-1	-1
56814	-1	-1	-1
16764	22669	-1	-1
37477	-1	-1	-1
43579	-1	-1	-1
27151	-1	-1	-1
