0	17311	20792	35039
1	8605	47775	-1
2	14626	15834	17128
3	4081	56400	77198
4	4	4	33900
5	8946	54117	66031
6	5959	79089	79830
7	22971	56789	59081
8	45875	47804	-1
9	15584	70340	80086
10	844	50723	77541
11	2895	55612	56200
12	32016	33693	62950
13	13	13	9555
14	3670	30222	36500
15	52538	53562	54014
16	6740	7074	66596
17	39135	64317	76985
18	1096	21610	23870
19	40628	43077	60281
20	852	3449	20672
21	2492	65111	67183
22	4519	25167	30276
23	47412	62287	72349
24	7115	34414	71927
25	7792	77510	78124
26	35538	46412	67631
27	20342	24208	66664
28	44255	76595	76667
29	4668	26644	43606
30	34706	42663	45934
31	8240	12317	20915
32	12134	67238	71195
33	5455	37798	37798
34	39806	61343	77243
35	55739	66105	74022
36	12938	38360	39873
37	5511	39409	66229
38	9585	31462	46803
39	4398	5319	58414
40	22571	33891	39713
41	9937	65940	71894
42	10299	21502	39360
43	38880	52016	52016
44	44	44	3099
45	15352	15352	59735
46	29057	51750	57472
47	15574	43754	50492
48	64604	65151	74638
49	12390	23094	59083
50	2124	61252	73895
51	23618	58078	60306
52	13254	53928	75391
53	27643	37012	40824
54	2153	11583	69358
55	21607	34440	49164
56	3829	27935	43867
57	28063	54967	63368
58	14871	15970	15970
59	30979	49154	52305
60	10396	50052	80291
61	61	61	55759
62	27220	34350	76617
63	51028	54600	79228
64	36298	57375	71003
65	21214	52956	57741
66	5200	75736	-1
67	24585	25451	74418
68	23497	44286	80340
69	2458	26335	39789
70	9813	47017	63108
71	3301	11150	76975
72	10273	51413	71205
73	6410	27253	64491
74	74	74	718
75	1474	3130	25054
76	14761	51340	-1
77	18112	50643	60526
78	45290	50264	78489
79	37058	43525	49941
80	918	4197	49443
81	11202	60995	75080
82	7735	23526	24401
83	51426	64074	73649
84	28800	78673	79129
85	54769	69128	-1
86	1798	4241	43196
87	5744	34762	63182
88	28705	31390	36130
89	4858	30242	32651
90	35197	52037	-1
91	75622	77107	80411
92	12469	23158	69765
93	25339	35454	59331
94	10074	27658	55865
95	813	12094	28371
96	96	96	39827
97	6021	22811	42802
98	25124	27157	76401
99	1756	27767	51738
100	18553	26914	71646
101	4474	49268	77420
102	55527	61267	61267
103	70452	71592	78175
104	5964	38568	58792
105	25899	49910	77226
106	49099	61259	61259
107	31649	49791	61557
108	108	108	63834
109	109	109	17019
110	30935	66034	75937
111	50959	64947	79369
112	22738	69478	70873
113	37587	58020	58598
114	17371	51695	65105
115	9580	28528	72420
116	5663	40660	76509
117	17198	21604	52635
118	7755	21520	54907
119	35652	41175	42312
120	9856	34007	75189
121	6879	9963	39210
122	50147	56550	70855
123	12425	-1	-1
124	9397	73699	75908
125	10590	11990	28151
126	126	126	17317
127	21045	50385	53573
128	21415	44462	45264
129	33574	33574	41903
130	1661	39816	80056
131	2722	63200	-1
132	3416	35603	56956
133	23001	45375	64973
134	13691	77376	79057
135	135	135	78503
136	58736	73700	80183
137	137	137	7410
138	33052	50027	50027
139	17981	35573	-1
140	20022	32197	70814
141	4301	32954	79377
142	32888	62125	79002
143	21634	22518	46983
144	3924	30883	55418
145	23546	32830	66143
146	29539	77737	77737
147	33552	59136	67508
148	36897	50766	52217
149	149	149	73450
150	32257	62133	80370
151	25023	55275	80328
152	24689	38226	73046
153	18716	25357	72939
154	5313	27985	64566
155	14530	35025	41492
156	33906	43552	55809
157	5607	15080	72523
158	22290	39459	78763
159	19726	42272	46699
160	34749	49631	79783
161	10715	32612	42299
162	4826	23832	33432
163	163	163	49950
164	12350	27200	77293
165	7601	26489	39487
166	50690	71096	75388
167	7369	9970	15861
168	168	168	44065
169	25172	31207	37310
170	24284	79402	-1
171	11637	25254	64393
172	18682	41427	68518
173	44030	75234	76802
174	35592	60858	65233
175	54684	61647	78968
176	42420	58051	74812
177	20531	42307	79997
178	69836	78433	78433
179	17643	29344	73069
180	2469	24175	46749
181	181	181	11727
182	1941	5796	36512
183	21207	47865	49790
184	184	184	71091
185	185	185	70433
186	27765	56485	60998
187	11225	25293	55741
188	8388	9711	67398
189	694	73690	78405
190	14291	67897	72079
191	25691	51088	-1
192	192	192	77340
193	36546	67849	72345
194	210	40510	78435
195	21395	25278	68893
196	64187	73401	77799
197	28539	30808	72558
198	31979	76179	-1
199	32833	57685	74133
200	18104	67548	69088
201	8401	22819	53318
202	56758	62417	70574
203	30759	48462	76314
204	57917	65527	71866
205	1208	61746	73480
206	346	39037	41280
207	23972	49351	52416
208	12340	29895	38512
209	39790	41048	64280
210	194	25607	38741
211	16406	30061	56021
212	17535	27914	27914
213	15383	24243	57708
214	7592	52124	66050
215	9030	35387	52788
216	11056	33649	51266
217	26088	40873	57435
218	80308	-1	-1
219	18487	21829	41212
220	674	14425	78191
221	6460	61417	74709
222	14205	63789	73129
223	20525	64178	78124
224	43487	64605	75285
225	17929	25648	66027
226	4462	77113	77854
227	10222	32301	63592
228	4531	53849	55405
229	23148	49837	53720
230	20995	46905	53215
231	36625	46608	62876
232	30495	64473	79951
233	11936	14502	43557
234	40653	42997	50662
235	12185	48164	73551
236	13478	18596	58006
237	35812	37171	75222
238	28594	37622	61799
239	239	239	57042
240	3782	26718	59274
241	57854	62905	70630
242	18814	61577	-1
243	243	243	8357
244	14179	33388	61816
245	321	60936	70942
246	30114	44688	64025
247	7444	48037	52894
248	248	248	59200
249	12823	28797	32390
250	47084	47084	-1
251	251	251	8179
252	36530	40960	59419
253	25015	51944	67504
254	4159	64919	-1
255	15507	51815	67779
256	4619	19049	59659
257	914	17095	-1
258	37834	38218	71871
259	71575	72672	75481
260	7355	50498	58121
261	15795	25595	51906
262	14868	68377	71343
263	1154	1440	32424
264	43657	69731	76664
265	40800	41708	62672
266	49426	76480	76480
267	27942	53645	60909
268	3713	62838	66053
269	17708	21938	40071
270	31589	51993	51993
271	23154	64355	-1
272	4995	6673	72840
273	42412	63388	80317
274	16242	38281	41456
275	581	35472	71062
276	14797	36244	47596
277	22166	52398	58937
278	8299	29524	30182
279	16341	56164	65235
280	31750	79162	79162
281	281	281	4246
282	4730	17950	55734
283	283	283	29601
284	19884	30545	44893
285	285	285	63712
286	13105	52932	66282
287	5007	46372	-1
288	1491	28813	78090
289	4062	10088	28506
290	61277	67284	74299
291	291	291	32895
292	29223	43107	78224
293	16519	23598	54910
294	51040	70020	76234
295	4698	55914	58122
296	296	296	20612
297	684	10965	56278
298	2657	45879	59913
299	6526	18735	32239
300	40582	74139	75872
301	9783	16076	47560
302	19421	51111	-1
303	29587	50967	56210
304	35240	44640	50370
305	11968	51469	60630
306	306	306	48414
307	19544	32390	35215
308	18180	48522	68080
309	62706	63179	70170
310	22069	34155	52246
311	1222	4845	45307
312	49634	-1	-1
313	15881	39210	72264
314	8969	68257	73219
315	3026	19207	46543
316	316	316	45684
317	18763	33729	35425
318	36541	68609	74984
319	53244	53490	80648
320	320	320	68086
321	245	11330	37083
322	15188	20058	53434
323	22670	67925	71311
324	33972	55709	76401
325	48231	51061	71255
326	22861	22861	57188
327	22918	63387	65244
328	554	8735	24301
329	15406	31103	79002
330	27349	59901	76130
331	11051	29713	58853
332	27841	52728	58408
333	6179	55204	59482
334	3311	55313	79993
335	4159	16511	32748
336	19400	38403	56885
337	15517	16884	58058
338	32237	56569	69216
339	38464	46501	50007
340	1735	3446	66582
341	16140	27363	38449
342	16755	20582	69077
343	4546	7136	71543
344	344	344	18849
345	43964	45832	78450
346	206	946	22047
347	4998	43479	50496
348	785	5757	6491
349	23225	29740	39692
350	1180	1180	24611
351	37730	68740	68740
352	17316	25398	44866
353	37307	49174	75147
354	9113	25452	33852
355	43410	68956	78460
356	2695	38154	52838
357	357	357	36811
358	7529	40338	49845
359	23963	30807	57753
360	2711	45464	49774
361	29331	50306	80199
362	35662	57909	59449
363	515	46228	48032
364	364	364	2871
365	16526	21787	79496
366	26779	35775	51083
367	4477	8594	14089
368	10341	28767	57258
369	14580	32706	35821
370	791	62050	77440
371	15893	23236	58732
372	9642	34239	73471
373	39582	65188	75539
374	10278	16278	30828
375	10825	38995	61816
376	42094	45530	55579
377	21268	46139	47888
378	17108	48935	72295
379	17208	67005	70910
380	26692	47142	58356
381	13942	32384	80370
382	34385	41427	71146
383	9463	25108	70945
384	7068	7187	67235
385	12419	35441	76217
386	32646	74933	75239
387	50291	54774	67792
388	3478	52806	76718
389	3592	60636	73866
390	390	390	34255
391	44961	68490	-1
392	27721	68716	78619
393	19829	20504	58737
394	21890	51662	66570
395	17114	24603	37751
396	42291	50895	72929
397	8246	71876	74117
398	17417	29205	32161
399	18936	50119	64500
400	38415	69767	-1
401	5302	26247	53363
402	3028	5365	44239
403	12185	24126	37490
404	5236	30144	47971
405	19610	38393	78023
406	21714	26974	36344
407	32372	58485	70122
408	46038	60488	74913
409	16552	17012	26182
410	6333	23559	36954
411	4397	8770	9572
412	12047	20358	75574
413	24983	35444	43928
