xlinkID	xlink_1	xlink_2	xlink_3	xlink_4
2321	9070	7912	8507	13378
7142	15602	6722	13855	1797
3018	3018	3018	9569	3414
1534	4710	3077	6026	3858
13690	9352	7538	13752	13390
16126	13635	15019	2470	12833
13635	16126	3094	6018	12891
4150	1344	13340	8023	10029
1344	4150	2479	2039	14198
13584	4389	1243	3491	15099
4389	13584	8816	15315	7070
10513	3458	4190	12622	7934
3458	10513	4258	11111	11115
4347	15708	2654	10324	12075
15708	4347	6510	9827	592
14681	2239	1287	8462	1619
2239	14681	7245	4765	11343
13544	11047	4428	6938	13601
11047	13544	6653	8931	13538
5222	13638	8658	12646	10933
13638	5222	10683	13459	14963
4772	13286	2654	5882	4029
13286	4772	8860	12326	10437
3986	3442	12276	14955	13473
1175	3117	16088	12998	11568
3117	1175	10600	5189	13992
1925	8089	4753	4369	2817
8089	1925	11681	4125	4131
9233	15344	14776	4365	14523
15344	9233	8738	10064	10852
11597	2576	238	8827	1524
2576	11597	10520	9297	2110
12566	2047	7367	12166	0
2047	12566	13493	0	0
11681	8089	10173	3196	2327
5451	15923	3079	15883	4910
15792	12363	13005	4649	6344
12363	15792	4971	9908	12166
6405	2223	3041	10041	13695
2223	6405	5169	3278	7582
8793	6536	5215	8793	8793
6536	8793	6101	4849	14741
13005	15792	7906	14	13024
491	15699	13622	11586	10741
15699	491	7946	11543	12490
8643	13189	1979	5972	4452
7705	6127	13587	9911	2545
6127	7705	3035	2926	2095
15	6351	11030	5687	11493
6351	15	11759	2111	2881
5063	3278	14198	3527	4281
3278	5063	1942	2223	6072
13730	4495	9348	3494	14333
4495	13730	4225	766	11690
13356	10936	3405	15652	15097
8889	16130	12684	12155	2588
7085	13615	1125	12932	14826
13615	7085	3289	14265	7245
7512	7467	14123	5693	8536
7467	7512	7124	7752	12245
11274	2210	15869	13916	1559
1277	356	14257	15969	4241
356	1277	863	4568	656
1062	867	12502	7775	9955
6453	2210	1650	2	1253
13454	9647	11143	13802	8192
9647	13454	1605	15421	12426
863	356	14627	13560	164
1148	12204	13013	11959	2500
12204	1148	4040	3434	15818
10049	10520	6470	4131	15964
12135	12826	12977	15476	5447
12826	12135	11592	11592	11491
7289	14228	10653	6747	7833
14228	7289	3741	1694	844
13486	13486	13486	6470	6980
15464	7637	1647	2856	4279
7637	15464	7637	7637	6786
15071	708	3287	2064	12343
3780	15751	6344	2990	7204
15751	3780	15677	2164	4517
13756	7985	2337	5308	13299
7985	13756	15760	12098	9833
15435	4397	15723	838	12450
4397	15435	478	13668	13159
3275	13534	783	834	11228
13534	3275	8662	14102	14342
8822	14396	11507	212	8797
14396	8822	6075	15148	11192
13335	9355	1300	4686	9947
15925	13119	5429	16112	4683
13119	15925	13739	14478	0
800	13622	12376	1878	7184
13622	800	13472	7840	491
4371	14870	3507	15024	6185
14870	4371	3569	12509	11000
3405	13356	6517	3711	9231
2401	3236	3236	4892	2007
3236	2401	11559	2401	9192
3512	9552	14155	12884	4466
9552	3512	2983	11075	8330
4171	118	343	6028	2860
118	4171	10791	7839	41
12932	2824	15271	7085	0
13838	5647	14282	12045	7007
5647	13838	12600	2863	3568
4139	10457	15181	3247	0
10457	4139	10683	15496	5884
15555	2824	4811	11561	15523
4568	356	13865	4850	2592
15280	1559	12460	1675	11281
10848	9398	10018	15793	3341
9987	4355	1787	2615	5875
1018	15090	3373	0	0
15090	1018	3134	2554	7233
3917	15899	5101	6103	10222
15899	3917	1462	10799	9389
3716	11304	8612	8820	13900
10042	3261	14315	12464	1279
3261	10042	3261	3261	615
9505	9196	14644	4799	14644
16039	504	8493	5467	2797
504	16039	13770	5215	15607
8705	15602	1455	5608	5785
15278	12480	3054	15427	12041
12480	15278	5891	761	14045
15136	5511	7419	9776	5050
5511	15136	11309	6786	4279
6047	10692	10346	1613	10932
10692	6047	15369	13698	9569
8395	7073	7638	266	11171
7073	8395	257	3554	13259
8191	6562	7957	2673	4775
6562	8191	4714	1880	9847
12513	6977	8256	13940	6977
6977	12513	10579	13466	12513
7592	12447	12164	11874	16088
15523	15977	10271	15555	6207
15977	15523	12824	12600	3262
4182	1650	8588	14727	14265
1650	4182	1171	6453	8977
2170	10092	2170	2170	57
5679	1509	1887	2909	4092
1509	5679	9573	1887	4092
6669	5861	10882	7007	0
5861	6669	4926	13446	6818
4765	2239	2400	4771	12640
11248	9245	15581	0	0
9245	11248	11328	9966	7045
10445	12679	11132	13865	12861
11344	13081	5896	1519	1519
13081	11344	13247	6272	11910
7078	11706	6554	8681	0
11706	7078	4908	1700	9756
1812	15000	16001	1089	12164
2929	9448	2953	14417	6781
6296	182	5601	15170	9466
11535	14290	14492	13210	1421
14290	11535	10393	13385	10757
10532	4043	7318	5593	8722
4043	10532	6031	4043	4043
6487	11682	10547	15428	7220
14752	2063	1073	3042	13016
2063	14752	2760	2727	2199
8005	1755	129	606	5878
1755	8005	7025	8628	14612
8583	10060	4686	5724	8040
13010	11040	5152	461	10907
5513	4596	2217	11317	15453
4596	5513	4541	10300	4849
1300	13335	10799	5823	6769
7753	323	472	14931	10671
323	7753	671	11186	472
20	13805	13366	6817	6062
13805	20	2846	10174	15089
14791	7202	7337	5755	606
7295	1476	1476	1476	14089
1476	7295	7131	7295	7295
13687	13294	10144	1644	12531
13294	13687	7439	10832	1171
11794	6812	3828	6357	9016
6812	11794	3828	10476	0
15995	15995	15995	2371	5481
4839	7297	6554	2307	12107
7297	4839	15743	1743	8681
10607	4888	109	2023	12255
4888	10607	11985	109	10914
6849	13308	4581	10964	0
13308	6849	4590	9100	0
13272	12824	5305	13080	13000
12107	9686	8100	7060	4839
10258	10832	11328	10476	0
10832	10258	13294	6914	7620
12849	9650	8657	5654	8657
2038	5733	8831	3398	8322
5733	2038	8292	13410	13481
9394	7878	4593	2935	0
7878	9394	4634	10207	3333
12770	14807	308	1941	15836
13079	8730	10237	15776	10119
8730	13079	7838	15953	11085
12421	15337	2706	1257	10509
11393	2938	16122	7474	10487
2938	11393	7127	4843	10673
14718	6609	13347	5555	13282
11766	13953	12468	12167	9398
10311	2286	6626	16129	2286
2286	10311	1377	15825	10311
5358	925	1866	1000	9417
14841	16043	10075	5017	9778
13956	5462	6106	948	14349
5462	13956	14107	13267	5549
15754	1570	3090	9291	15712
3355	6720	6106	12511	1522
2588	2588	2588	8341	8889
606	601	9778	8005	14791
1125	3799	7085	15530	11279
3799	1125	3799	3799	135
14022	5359	843	10773	611
9530	13232	2673	4254	1255
13232	9530	10452	2124	2124
8031	1459	42	5624	11975
1459	8031	4822	11975	1042
1287	14681	1287	1287	11601
4581	6849	11380	6907	12371
13008	1815	3472	8582	2208
3333	10271	14209	3568	7878
1352	2954	123	5981	12028
1042	5403	11271	1558	1459
4321	599	7757	10053	15270
6518	8239	9573	667	13217
13732	7922	3926	14030	3637
14731	4750	15112	0	0
4835	11412	16049	8733	8733
11412	4835	12840	4055	1576
12199	3862	8087	9868	12193
4826	4463	10523	2657	11756
4463	4826	7303	4711	9064
15383	13445	4724	14747	9
3871	8038	7269	11312	7269
8038	3871	7410	8036	12368
14698	9866	9680	9547	9547
9866	14698	15983	6342	14346
914	6642	12418	4802	9421
4289	2844	2383	3054	4975
15532	2679	11934	1761	3822
2679	15532	8603	9572	15595
539	11066	7548	2946	5715
4686	13335	11184	8583	47
15893	9291	7013	8144	3249
10350	4075	12732	8069	11331
16064	14704	10738	2362	11197
14704	16064	9472	15296	7019
215	650	1021	7615	13574
11946	8529	5320	2802	12880
9830	1810	7102	130	14735
3564	1846	3093	2603	7806
1846	3564	14099	2834	12180
4254	16057	8541	10369	9530
9273	5618	3940	2526	5040
5618	9273	14314	2425	9159
13716	10693	2318	1495	5590
6966	8605	9554	0	0
6668	8178	1815	9100	0
7687	8831	609	3951	7711
8831	7687	2038	11700	14672
5950	2861	5159	11194	5159
2861	5950	1197	11595	14709
13896	6923	12625	8449	14701
5271	2942	2942	2219	15767
2942	5271	5271	13068	3293
13803	7725	1707	14038	16062
1657	14824	10065	9141	14633
14824	1657	13348	14824	14824
401	12014	4313	10818	11932
1161	14311	13890	1555	7365
4298	3341	3311	3498	773
5351	6580	4804	14818	6386
1035	3106	4627	6205	6582
10230	4553	4790	13672	12330
4553	10230	10738	14119	9091
11219	759	6990	10183	12633
16117	14796	15234	10976	2118
14796	16117	7392	449	2114
12435	1038	10659	11062	9640
11620	11175	1720	10349	0
11175	11620	13279	7492	344
5617	9150	1569	10674	4823
4853	5367	5064	4081	1720
5367	4853	16030	2025	14462
14771	12898	6874	11656	5037
12898	14771	4694	12569	7102
13569	13527	10345	14968	5341
534	534	534	11237	3518
7469	14723	857	15620	2277
14723	7469	11056	12996	455
11218	8184	10345	13496	11199
8184	11218	8713	8081	16128
15116	15724	5257	0	0
7957	8191	5948	13946	9159
15981	8402	5599	15744	1172
2965	14386	14762	6349	10506
5257	12970	15116	14439	0
1376	13217	14895	11399	14601
11944	2847	12702	902	2334
10907	9115	13969	2383	13010
9115	10907	15707	2969	10594
1088	13197	7396	14304	7396
13197	1088	15102	15273	3323
4429	6291	3821	10905	0
12764	3821	64	8452	24
3821	12764	4429	11379	8821
4099	14764	6378	10140	6217
14764	4099	14268	1765	6586
11934	15532	12041	9064	5724
14818	4804	12690	5351	12187
4804	14818	13813	15096	5351
6421	9814	5488	11021	10033
9814	6421	7565	2393	9322
10451	2360	9031	11061	9322
5591	3469	9230	638	10375
3469	5591	14387	10863	5916
10620	6406	6083	6593	12645
6406	10620	6424	13927	1706
290	10176	6874	290	290
10176	290	15745	3834	10376
5561	2445	5561	5561	7647
10405	13910	12111	5037	7240
13910	10405	5415	3906	0
8751	5415	8463	9669	16128
7278	11804	15859	5142	6557
5773	9825	13234	9991	6829
9825	5773	7262	4672	15757
2673	5747	8191	9530	12621
16060	11673	15329	12757	3254
10208	3410	2036	12379	5839
3410	10208	12105	15780	318
8587	12119	1405	15072	1810
12625	13896	12289	6923	5988
11816	15160	12840	15696	220
10645	14306	11092	14095	11990
5588	9948	12532	2353	8128
220	1999	1318	1318	11816
6316	3618	12193	5343	11045
13853	7264	243	13930	0
7264	13853	12012	9398	11745
3112	1195	2386	6845	11045
1195	3112	10545	2652	3297
7025	9716	16043	1755	7523
5235	9709	4022	14005	10033
82	15940	3281	82	82
9954	10564	5792	9954	9954
3020	10215	11142	9393	5919
12066	2169	3339	11450	4140
2169	12066	7875	5790	11786
14638	10477	13986	653	2388
10477	14638	3502	0	0
14345	6810	6953	12996	8968
8542	2449	14194	0	0
2449	8542	3395	13792	12031
1373	1703	9508	7393	8608
10679	9882	3941	6730	8544
9882	10679	3604	3408	8517
13388	13300	5839	4624	11455
4419	9013	8303	1348	3772
9013	4419	12622	14512	6244
9881	10640	7583	10640	14519
4097	9757	8618	1848	3727
3108	5594	2411	9523	1332
4258	10085	3458	9515	13090
10796	6832	1697	1697	13492
6832	10796	5838	5818	5240
75	3774	13565	10336	5548
6334	961	15779	12896	655
961	6334	4933	11466	722
14702	13382	15205	3360	785
13382	14702	5781	15721	8042
2473	3177	524	14187	12854
11815	3453	10079	8566	12209
15933	15960	3873	10070	8619
14532	8296	12050	1532	14847
8296	14532	1410	10815	4496
13351	3316	6291	12495	15021
5578	3475	2000	4336	2548
14632	2070	4159	15749	2070
2070	14632	1788	14632	4933
13132	15686	8835	3529	1929
15686	13132	15686	15686	10175
13237	6791	10646	14044	15123
6791	13237	8209	2937	7094
5889	10175	10566	1706	12615
10175	5889	6805	15686	1009
14223	8896	14693	14223	14223
8896	14223	3167	13789	12613
8494	1737	10461	10875	7709
6630	11177	2877	7862	7848
7510	9959	8310	344	3529
1748	6857	7318	11468	1324
15992	10342	8427	11973	6757
10342	15992	9513	14059	2147
4063	9166	2203	7908	12477
9166	4063	2889	1068	11983
10781	14912	7908	6878	13943
5839	11531	13388	8895	10208
14450	8985	3645	12996	5594
7672	13191	7954	14728	5417
13191	7672	11444	535	455
4697	4467	14181	108	4970
2411	3108	14175	338	13095
777	757	757	14386	12399
757	777	12574	777	597
6528	1132	1537	10034	6565
1132	6528	15948	15775	6349
1537	6718	11426	6528	9743
3596	12655	9923	13334	590
12655	3596	9883	10727	0
3631	4584	15323	15323	13870
4584	3631	15267	9011	419
1246	3277	8797	1413	0
3277	1246	8797	5104	13839
13502	15975	2351	6884	5971
9810	13870	7132	6290	11333
13658	49	4333	7519	15846
49	13658	11172	7809	5411
5433	5546	5433	5433	833
7001	7382	3554	7638	15224
12619	4718	13776	13327	15650
4718	12619	13776	1337	6595
333	2506	11940	14110	9382
2506	333	5010	8987	14258
4108	631	11820	1931	9535
631	4108	3681	1831	9508
6917	1931	10419	4993	0
13302	15289	6621	8562	4488
2877	745	7158	2283	6630
12799	15546	7403	5155	14595
10552	11981	11185	439	11185
11981	10552	9352	2580	10597
4716	5046	6969	6969	9427
5046	4716	15766	1912	11679
11185	13917	10552	653	10552
13917	11185	9859	775	9580
13273	3864	10419	9629	6857
3864	13273	8722	3834	4473
674	5251	5656	15358	1842
10481	14768	14768	8919	5041
11836	8399	14347	711	13614
8399	11836	13178	4231	11666
14898	1536	10906	936	8606
7583	9881	8300	8300	297
10034	8974	6528	12055	13480
8974	10034	12408	15876	471
4598	3690	7501	9537	11360
3690	4598	2434	9119	3500
11432	12664	12516	698	1099
12664	11432	15205	8491	2324
14762	2965	4098	1110	8325
778	12738	12703	15223	8418
6793	1876	1994	13512	4549
15085	13173	9808	1686	6114
13173	15085	13173	13173	2988
1009	2936	13776	4561	10175
2936	1009	10047	10047	861
6639	15749	12988	379	8969
15749	6639	256	14632	3475
1539	16042	7134	12703	11940
16042	1539	15223	6702	13964
419	2322	11605	4584	5343
2322	419	5792	13436	13020
15223	16042	8061	778	5912
7168	10655	14871	14410	14253
10655	7168	11076	1292	9083
7093	7186	10182	8135	12057
7186	7093	1829	9393	6702
3628	9489	3162	15913	0
9489	3628	9672	8291	0
12597	6736	15027	963	4474
6736	12597	13440	16019	12583
4962	1872	1936	6643	7208
1872	4962	1932	2172	14372
3167	4272	8896	11897	9857
638	3026	5591	13291	15289
3026	638	8737	4105	6032
6881	2621	10687	1703	1245
7082	6000	6882	14968	9766
9730	11973	10534	13926	3440
11973	9730	795	804	15992
4425	5677	11007	14124	2551
5677	4425	4761	7480	3854
1911	1911	1911	8876	2036
132	11243	3014	12805	70
11243	132	15876	15037	4231
5342	6628	5342	5342	3752
6628	5342	15020	5106	1605
13493	3632	2047	14670	0
3632	13493	12375	2207	2012
12711	2582	8837	5029	1724
2582	12711	14955	9925	1331
6656	1575	3033	3952	2533
3215	14466	8289	6043	12948
221	6503	5387	14934	14313
6503	221	7828	421	1976
3422	13882	14808	902	12494
13882	3422	575	7519	4659
5629	5629	5629	10074	1630
8497	12617	296	3430	12278
12617	8497	6869	14864	3163
9808	12063	14943	15085	11919
13457	4602	6957	10705	8638
4602	13457	15073	7889	9460
7208	15494	4479	10740	4962
13318	10275	9083	9282	2418
15646	15684	15250	13168	8261
8562	14194	11585	13302	3956
14194	8562	4447	15884	8542
6555	14374	9638	10740	13531
14374	6555	973	418	3084
5449	5777	8114	8114	1063
10347	2095	5093	2420	2768
2095	10347	6127	1740	0
296	15125	8497	8955	12440
15125	296	11368	4595	7685
11262	14093	6593	10419	2234
279	6425	9335	11771	6561
3621	3558	8309	15508	8023
3558	3621	7123	13814	1458
13426	8290	13846	13902	2966
8290	13426	6766	3132	6895
10534	1912	9730	14226	15654
7902	10361	6236	7581	3573
10985	4130	3765	14337	2840
4130	10985	830	11584	11951
4850	6342	3926	13636	4568
12716	8240	8685	15795	0
8240	12716	12538	6524	11442
12276	3986	5845	12226	7828
14955	11603	3986	2582	537
2177	8746	8746	4970	13224
9393	6358	7186	3020	1323
9197	6869	6020	3142	10571
6869	9197	12617	8955	12278
14366	10566	3315	2982	7107
10566	14366	5889	9282	15540
10881	11099	9381	6268	6418
11099	10881	15826	11099	11099
543	10899	10593	10899	10321
10899	543	14871	543	15456
502	2816	883	3677	8632
2816	502	12385	9576	12627
8838	3475	829	5781	11456
10910	8314	4382	5467	7654
4282	5155	5565	10091	15923
8784	14331	11684	5752	7752
11013	11411	15206	4704	11516
11411	11013	3586	5785	14906
6878	13921	14773	12477	10781
13921	6878	4105	10557	678
3534	14375	4665	12490	2518
14375	3534	11421	15102	15363
14063	3878	2653	5887	0
3878	14063	9840	13284	363
144	8806	3068	3852	5693
6219	1912	12778	15654	7762
284	15231	6215	9743	15092
2580	11486	11981	5387	3680
14554	8157	4875	9964	15974
8157	14554	9600	5697	14122
5347	554	11273	5347	5347
1775	53	7675	1032	0
13942	904	9052	15402	11600
411	11389	1859	12260	14942
11403	2351	9861	2441	15975
2351	11403	4933	15183	13502
15969	5896	13021	5113	1277
4103	12063	11719	10182	1934
13768	5164	14229	5213	11887
5164	13768	547	6904	10815
13977	15847	15301	8207	13816
4332	6101	4281	4222	4222
6101	4332	6536	9616	0
4240	7258	6674	4086	6488
9198	5149	5765	13331	10934
5149	9198	15456	6052	15824
11940	333	1539	6043	13163
4649	15792	10586	492	2787
14871	7168	10899	10934	15414
10863	10863	10863	7498	3469
2992	4913	6109	14842	1399
8608	8370	12103	1373	1180
14123	975	7512	558	14673
14304	6803	3323	4349	1088
3385	3702	2396	12662	10896
9605	9373	13431	15657	12023
15314	5447	14631	407	2770
5447	15314	12135	4305	8664
5212	9535	6100	3971	7778
15219	6293	3353	12923	5759
14756	13428	15348	9477	13428
8860	13286	3610	15056	8745
328	4570	8551	8551	14313
10683	10457	13638	9680	15203
4241	14963	5854	7380	1277
3094	13635	1616	6114	1616
14206	5928	6976	7822	9270
3452	7033	7322	4582	0
7033	3452	8938	10173	8938
13645	8238	6731	10330	2141
15322	15322	15322	10617	11249
1966	7614	11304	12707	4917
15544	12891	5637	15848	9440
12891	15544	1662	13635	9674
5918	5702	945	3247	5154
2159	3320	11215	5216	8314
3320	2159	6368	3042	5786
508	1010	10619	6684	10572
8901	12084	9395	3977	13750
12084	8901	15569	9395	14169
8022	10450	2841	8490	2841
10450	8022	911	3279	5467
10800	6593	1487	14693	15878
7654	11215	14516	13936	10910
11215	7654	2132	6819	2159
1437	14216	7345	5887	3702
14613	3494	1285	13403	14673
3494	14613	15766	13730	11560
5795	593	6300	558	9569
13469	13729	3524	7509	13941
10667	6943	8641	10125	10378
6943	10667	7061	10570	12399
184	2373	11499	5713	6907
2373	184	8107	14139	12075
8607	7785	835	13424	13702
7785	8607	13702	368	7877
3068	15030	144	5690	1930
4520	12491	1353	4753	0
12004	2327	12160	14822	14822
2327	12004	12729	11366	11681
3503	3856	13900	2199	767
3856	3503	9768	7704	1686
1152	3371	1282	8976	7415
7782	1974	15294	15340	7285
1974	7782	3150	1144	8820
14486	14478	8335	8773	564
14478	14486	13119	6927	0
7359	7120	13555	7427	4358
7120	7359	4175	8353	15390
12423	12682	13855	5568	9009
12682	12423	12682	12682	613
11020	11020	11020	9021	633
13965	635	5515	9355	6466
635	13965	3279	5862	2545
8304	4971	3114	8238	5823
4971	8304	12363	6819	15894
2420	3019	10347	12136	13682
15294	16090	7782	12661	7488
16090	15294	15871	10593	8881
5152	13010	15856	4312	6939
9336	3731	7580	12436	15378
11543	15699	8536	4249	8305
14735	12530	788	9830	4873
9850	6451	3673	5232	6341
13050	9438	6300	15613	8844
9438	13050	1247	1193	8033
4613	9450	16072	12128	2995
7651	12310	4792	11117	11479
2400	596	4765	14625	11479
596	2400	15472	2352	10186
2654	4347	13671	6295	4772
14122	12265	4570	10955	8157
7950	2911	11106	9101	0
7438	5478	15565	9971	3574
5478	7438	8330	14395	12923
9250	14908	14805	5736	5915
14908	9250	15386	1590	14030
4606	3442	4606	4606	5602
2509	13573	12845	2509	2509
13573	2509	2641	3329	3011
9728	13392	13900	10718	6193
13392	9728	2504	4117	1472
7380	12478	6193	4241	14024
12478	7380	4365	15806	15056
7204	10572	11102	3780	1144
13908	13641	6909	15524	0
12164	2554	7592	1812	7223
10824	8482	2577	12998	13227
8482	10824	13915	12782	7222
6344	10167	3780	5407	15792
11286	5601	6678	7546	0
5601	11286	6296	3267	47
10707	10717	1141	3958	5530
10717	10707	14909	6979	1666
14827	14233	155	9416	9913
12203	8003	2887	7898	15712
3822	5891	12	15532	10876
5891	3822	12480	14831	3095
4123	2839	4123	4123	11977
2839	4123	6540	14518	8773
9998	2969	13969	2850	11821
10998	842	11081	707	13466
842	10998	15869	489	7483
1021	650	16130	215	10693
12460	2076	15280	7164	5385
2076	12460	6650	746	8941
12075	6706	4347	2373	15564
14360	7689	14222	13680	12397
7689	14360	8847	11306	9452
7747	3273	12531	14222	3007
3273	7747	8049	15023	0
8107	8107	8107	1328	2373
11551	6706	7370	11551	11551
12267	576	11499	8287	965
576	12267	15496	3926	10276
4908	5613	11706	11787	7395
7793	9539	12687	9526	14441
9539	7793	8570	14036	1074
12936	6610	4969	10947	11358
945	5918	2883	14776	14174
4044	1158	9621	681	11950
1158	4044	10576	4040	1033
15004	316	15100	14730	332
316	15004	620	0	0
10911	1781	3794	3035	5515
12418	2320	914	14563	10486
2320	12418	13593	6201	6315
9181	4975	13801	7443	565
4975	9181	339	6099	4289
5175	15602	10984	261	12636
671	323	9072	996	11650
3149	14338	10397	13275	6719
3366	9942	13709	9942	3992
8997	3267	61	8997	8997
13080	4939	11130	7230	13272
4939	13080	6945	1273	13999
15369	11884	10692	1771	6539
11884	15369	6243	15377	13649
3507	4371	8490	13795	13795
562	5375	9106	10721	3095
9818	7589	14552	14988	6454
7002	7002	7002	10853	459
3306	14571	15335	14571	15386
14571	3306	9900	3306	14740
15622	8286	13632	4033	12087
8286	15622	9685	5924	12705
6554	4839	7078	10448	4590
10012	11301	12675	7744	16037
11301	10012	7815	7302	7516
3247	5918	5156	14523	4139
9953	14712	12491	12531	2838
14712	9953	14920	10448	11642
14920	7527	10771	5364	14712
7527	14920	15150	13188	0
14888	14888	14888	435	16115
1770	633	14382	1524	2248
4794	6610	14083	11591	11182
7618	9225	9590	9296	9990
6769	9885	1300	14741	7546
9885	6769	9885	9885	11980
13275	5249	3149	14182	13287
5249	13275	5059	8478	14633
8335	14486	9417	13192	14167
11245	9315	4662	3699	14135
12827	8123	3707	14575	9599
4790	10230	650	12358	9942
13947	5133	6008	2226	14579
11176	11176	11176	6517	2518
9996	8605	1046	2570	0
4864	1150	11158	12616	8609
1150	4864	10185	13248	11328
14255	2615	164	3465	14511
10408	3914	8855	3424	9320
5575	4906	6914	8402	13011
4906	5575	14997	9259	7466
5481	7140	594	468	15995
7140	5481	14727	7045	0
7060	4987	12107	13164	0
4987	7060	13761	1213	15112
1787	9987	11433	1787	1787
7918	751	6906	2635	3943
751	7918	9205	6363	0
4024	243	8935	5105	0
243	4024	13853	8276	6981
7577	12473	4750	12806	13068
12473	7577	11660	10065	8322
6320	9570	10223	7919	12804
7831	2961	5116	1555	773
2793	12875	2683	15979	11327
12875	2793	1216	10963	2004
10183	4288	15026	11219	3517
4288	10183	6990	13790	1386
7569	810	2853	7411	6873
13649	14988	7722	6537	11884
3054	15278	4289	13969	1621
1443	14349	12281	9072	10741
2758	8481	13952	7883	6278
1517	5017	14442	14442	10988
15869	11274	842	13999	2569
12205	2085	11571	9463	11401
2085	12205	14680	2142	9327
10492	5305	12514	12045	0
5305	10492	13272	8769	7484
5952	309	1750	8327	0
8256	12513	7113	8907	230
3289	13615	2863	2921	0
12234	11964	0	0	0
11964	12234	11095	11964	11964
10305	1640	2661	2641	2641
1640	10305	11075	1640	1640
4786	441	4938	6914	0
1822	7626	12688	12149	1512
7626	1822	12314	14805	12308
8226	12028	15562	14983	5981
8049	3273	1266	6792	12985
15767	15258	5177	5271	0
15258	15767	11409	15214	12806
12349	10523	5996	6422	878
7415	5379	1152	10249	1282
609	15879	7687	10823	9534
15879	609	10113	15260	4554
13969	9998	3054	12551	10907
10289	13183	4749	10389	1614
13183	10289	15707	10543	896
9974	4194	14439	2122	6192
2502	4176	4206	2677	525
4176	2502	3181	9064	15609
14499	61	6700	14121	10905
680	5560	16104	12732	6289
13704	2846	885	9944	7487
2846	13704	13805	4206	3792
2834	1543	3648	6033	1846
1543	2834	7442	3910	10561
5936	771	12666	7089	14278
11712	11394	11293	12171	11652
11394	11712	12187	6106	3796
5479	249	6679	2384	1192
249	5479	9668	14463	6343
432	12651	13946	10807	2949
12651	432	9159	13072	5948
916	1273	783	4243	7786
3828	11794	13946	6812	550
739	4459	15859	14968	7214
6546	8898	9430	11401	13757
8898	6546	1126	14425	1756
6013	6013	6013	172	13295
3926	4850	3328	13732	576
15819	1985	13230	5403	5403
1985	15819	2706	1484	8855
12523	299	5810	6985	14570
299	12523	4325	12064	14287
4741	7992	6302	9399	6902
7992	4741	10642	924	1101
623	15917	15364	4333	6808
15917	623	10596	6529	5781
14785	6353	13201	5794	13835
6353	14785	12108	12025	11917
12532	5588	845	8821	10564
2266	10443	5792	5744	9664
794	15853	10498	13102	11428
15853	794	10199	1033	2381
4922	6289	3457	1929	7989
6289	4922	10659	680	14463
885	13704	68	13366	15513
9114	9935	4322	2334	565
9935	9114	12943	12359	9483
12284	2549	15117	6211	7898
3090	2969	15754	7194	11401
9555	1932	788	6163	805
7081	4346	15264	14015	14473
4346	7081	5860	10877	0
4465	7876	6527	1730	14357
7876	4465	713	12750	10458
11558	11913	4641	8976	7886
11913	11558	5899	5718	5718
3093	3564	129	5028	728
3960	4789	9845	14847	2151
4789	3960	15027	14472	1932
13434	12879	1570	13244	8559
9755	956	10352	2721	7128
956	9755	12230	8402	9981
4260	5769	11431	6903	11431
2161	9736	7872	16128	3518
3152	12441	843	3820	8080
12441	3152	7045	15271	0
8797	3277	8733	1246	8822
1113	11996	13585	5177	5606
11996	1113	10545	12282	0
13541	7128	3810	11700	5190
12762	4965	7170	3647	9052
4965	12762	416	0	0
3255	5886	7434	4472	0
5886	3255	7434	1735	11986
2353	11336	722	5588	5781
11336	2353	10194	14308	4276
11872	2301	3485	8452	59
2301	11872	4691	1309	13327
5190	14038	13541	15039	7784
2217	4860	5513	2217	2217
4860	2217	11743	8603	13491
7443	7391	13607	3148	9181
10987	14087	15447	13255	7814
14087	10987	1778	7173	3225
6689	9202	7310	14075	3792
9202	6689	5648	0	0
3890	8040	15595	3665	11110
8040	3890	5375	8583	12301
2383	4289	525	10907	13813
6700	14499	1808	10295	13327
15255	4749	10872	641	9860
14977	1295	6617	11116	14075
1295	14977	9416	8523	1192
14425	1570	8121	946	8898
10403	11656	5341	4823	9150
11656	10403	11532	14771	1842
13946	3828	7957	15166	432
15769	9655	11678	5731	8762
11149	12879	13244	1126	12757
10689	8515	6552	14099	2362
8515	10689	5501	8810	262
7167	9910	11589	10098	5496
9910	7167	7834	311	0
9723	15742	6075	2158	597
5946	5946	5946	3066	76
15619	14997	5624	880	12582
12546	1889	3185	12570	9025
1889	12546	10642	3866	5562
5912	7867	5354	15223	10971
7867	5912	14379	13436	9119
12516	11432	12650	12650	9645
9212	12798	5794	5794	7106
12798	9212	11654	5969	5969
4556	9553	9543	10646	0
14245	933	14245	14245	749
933	14245	10777	12702	6767
9161	12702	3996	13753	4545
12702	9161	7507	11944	933
7723	1212	12163	6603	5744
1212	7723	13962	12650	9671
9567	7784	5349	362	1464
7784	9567	464	5190	11496
1913	8208	2151	10402	4724
8208	1913	13463	5239	8187
13776	4718	12619	9640	1009
9700	6692	6887	3842	15825
6692	9700	1408	14693	1905
256	4336	15749	1323	14120
14352	429	10345	1507	7047
4479	7208	1369	4838	641
8310	7510	8310	8310	16051
1507	11249	6828	14397	14352
10724	7565	130	15158	2360
7893	6171	12931	10117	8344
6171	7893	7982	11476	14642
857	7469	11056	13072	10190
7132	1848	9810	1848	855
7444	4308	15612	8919	11556
4023	4083	3242	10643	2312
4083	4023	9527	5976	12965
10624	16077	8300	4830	1296
