chain	xlink1	xlink2
4358	8902	15352
4359	13178	8399
4360	2057	15971
4361	13909	13926
4362	15282	13095
4363	2326	2326
4364	4098	11753
4365	12606	15561
4366	2133	3049
4367	11036	835
4368	14762	4098
4369	4697	14181
4371	4798	7543
4372	7478	1207
4373	9739	13794
4374	1859	3268
4375	9312	9234
4376	3474	15462
4377	5324	12534
4378	8821	12532
4379	11100	11172
4380	15939	6212
4381	14632	15749
4382	13843	13907
4383	1031	8369
4384	1759	6234
4385	13130	14166
4386	10740	9857
4387	6567	6567
4388	12753	8870
4389	3960	9845
4390	14431	10637
4391	9031	10451
4392	11992	15971
4393	872	10375
4394	111	8344
4395	12016	9907
4396	11671	1758
4397	11056	857
4398	13948	11163
4399	3631	13870
4400	9854	9854
4401	12260	11389
4402	8809	11036
4403	14337	5911
4404	2133	3961
4405	10034	6528
4406	13204	14044
4407	4876	7478
4408	12650	1212
4409	8942	10016
4410	6934	6934
4411	2591	6228
4412	7150	8619
4413	1333	11188
4414	1007	7405
4415	2917	14258
4416	3192	12216
4417	5777	10974
4418	11897	3167
4419	3026	8737
4420	10419	6917
4421	5009	6790
4422	973	11897
4423	8208	13463
4424	12016	6000
4425	450	6146
4426	3436	13789
4427	12430	9672
4428	7777	1687
4429	8608	12103
4430	4065	11679
4432	884	15351
4433	6528	6565
4434	14840	3530
4435	15584	5430
4436	881	12833
4437	15019	16126
4438	8869	359
4439	13663	8539
4440	12948	15244
4441	2937	15390
4442	5881	13020
4443	10425	1073
4444	16010	5665
4445	3607	4444
4446	8638	3192
4447	4006	1304
4448	14629	12048
4449	138	2591
4450	16039	5467
4451	48	14141
4452	4105	13921
4453	11560	3082
4454	14140	4329
4455	6879	2172
4456	4303	8079
4458	6421	11021
4459	11595	2861
4460	15804	12983
4461	3490	3761
4462	7816	4117
4463	9060	9981
4464	5927	15830
4465	15212	11491
4466	1427	3765
4467	11448	8911
4468	3264	15037
4469	10966	9846
4470	15927	15927
4471	14234	5196
4472	11634	14523
4473	15964	11607
4474	14871	10899
4475	10934	16010
4476	6110	8969
4477	7958	7454
4478	12661	15294
4479	7134	6110
4480	15073	5999
4481	16010	5486
4482	12254	12522
4483	4106	883
4484	8979	4861
4485	13941	4013
4486	363	442
4487	11349	9191
4488	11828	6727
4489	1677	2639
4490	13088	69
4491	15632	5495
4492	3906	1803
4493	2121	9770
4494	9735	14320
4495	15154	15780
4496	14347	5066
4497	7313	69
4498	12408	4567
4499	4130	830
4500	2883	945
4501	12260	1359
4502	16003	16003
4503	5085	3156
4504	15867	14253
4505	9688	1593
4506	6503	7828
4507	4838	12359
4508	6772	7096
4509	11742	2722
4510	10547	6487
4511	1153	4827
4512	6957	13457
4513	13880	3560
4514	14141	12744
4515	10329	6457
4516	15802	6722
4517	3279	12525
4518	11194	8693
4519	10165	7493
4520	533	14074
4521	14834	2162
4522	5892	15409
4523	2958	8973
4524	15657	9548
4525	13998	3368
4526	8375	15655
4527	10745	2958
4528	8427	8427
4529	3039	11546
4530	9730	10534
4531	6053	12426
4532	6753	4907
4533	13552	10718
4534	2988	13173
4535	8840	15517
4536	9728	10718
4537	2115	3196
4538	3150	15424
4539	15340	7782
4540	3209	10619
4541	10401	16011
4542	5072	12707
4543	10593	16090
4544	5973	717
4545	11347	8135
4547	3326	8475
4548	2841	8022
4549	9348	14054
4550	4142	11396
4551	13723	11281
4552	2223	5169
4553	3507	8490
4554	12236	11353
4555	6547	12727
4556	12836	3055
4557	7059	13538
4558	12680	10677
4559	10745	3322
4560	355	15496
4561	6295	2654
4562	526	3787
4563	8647	8692
4564	12369	15321
4565	4121	2164
4566	9455	14943
4567	2796	9887
4568	7322	8738
4569	13347	14718
4570	11366	14187
4571	15997	12167
4572	332	13774
4573	6181	5121
4574	9759	3586
4575	6500	6770
4576	9175	5676
4577	13192	1740
4578	10984	5216
4579	9289	6371
4580	558	5795
4581	5973	3595
4582	3013	12015
4583	2839	6540
4584	6517	11176
4585	15652	13356
4586	5489	3579
4587	6710	15592
4588	8335	9417
4589	6451	6477
4590	8668	12211
4591	616	6914
4592	9968	10437
4593	13178	1938
4595	7380	4241
4596	15009	15887
4597	10819	1427
4598	251	9785
4599	7828	6707
4600	14257	1916
4601	2760	2063
4602	9203	6770
4603	15836	3704
4604	5622	1234
4605	10300	4596
4606	504	13770
4607	1191	5723
4608	12782	7222
4609	5199	8570
4610	4632	141
4611	10707	1141
4612	9607	13609
4613	6243	11884
4614	9761	10680
4615	2826	3589
4616	7045	7140
4617	12079	13723
4618	6453	1650
4619	16100	946
4620	13081	6272
4621	4926	1899
4622	9450	7014
4623	8265	7014
4624	11260	11260
4625	14876	14876
4626	180	3769
4627	13188	5856
4628	6231	7399
4629	4520	1353
4630	13079	10237
4631	11032	1418
4632	7176	5553
4633	3371	7367
4634	15424	3704
4635	14214	8839
4636	3398	15339
4637	1621	3181
4638	14509	15396
4639	12540	2887
4640	10725	11040
4641	15951	10367
4642	13764	15427
4643	2431	6466
4644	12875	10963
4645	13515	4840
4646	3393	8080
4647	11884	15377
4648	2588	8341
4649	6053	6456
4650	13106	9584
4651	4790	650
4652	6945	7571
4653	14054	12236
4654	4772	2654
4655	12824	13929
4656	8262	13858
4657	864	864
4658	8265	2686
4659	10579	6977
4660	8100	15150
4661	12404	12161
4662	8831	2038
4663	11359	3659
4664	12927	8500
4665	13990	8495
4666	4541	12
4667	3394	12323
4668	12375	12375
4669	14705	386
4670	11607	414
4671	10857	14846
4672	2393	15235
4673	8873	7269
4674	11223	5232
4675	5017	14841
4676	13515	8
4677	13757	12471
4678	6454	9818
4679	12114	13712
4680	783	3275
4681	15097	3251
4682	6638	2209
4683	3393	459
4684	13482	10302
4685	8333	15691
4686	9100	13308
4687	122	15012
4688	4894	5915
4689	8276	8681
4690	8847	6893
4691	2863	3289
4692	5782	14855
4693	8877	15039
4694	13364	4211
4695	3373	1018
4696	14909	14441
4697	6907	13858
4698	13815	9225
4699	7410	9174
4700	14573	6817
4701	4434	12468
4702	12760	4627
4703	7464	5959
4704	10397	15453
4705	15006	8908
4706	548	10210
4707	11664	7067
4708	2919	13587
4709	15060	4836
4710	6897	921
4711	12180	5219
4712	5202	10733
4713	14771	11656
4714	10458	10458
4715	14324	3604
4716	6357	11794
4717	327	8115
4718	4714	2721
4719	9445	13610
4720	3561	10893
4721	3185	12546
4722	10823	2307
4723	8877	8877
4724	9740	11694
4725	10018	13604
4726	14920	14712
4727	11092	12978
4728	13275	14182
4729	4888	109
4730	9856	13491
4731	13886	7598
4732	12262	12969
4733	4975	339
4734	3181	10300
4735	2969	9115
4736	12732	680
4737	1777	14851
4738	10350	12732
4739	9457	4594
4740	3564	2603
4741	6033	10536
4742	4892	14927
4743	3932	12934
4744	9430	532
4745	14416	14484
4746	10807	3614
4747	11205	6033
4748	9430	6546
4749	14282	13838
4750	11985	3089
4751	4448	12634
4752	2229	2229
4753	15216	6867
4754	5177	6691
4755	2232	9100
4756	9686	8681
4757	1484	2706
4758	609	7687
4759	2530	7464
4760	301	2457
4761	8377	2093
4762	4799	8695
4763	5254	14412
4764	15514	2643
4765	14763	5847
4766	1621	1594
4767	6217	3027
4768	7524	10233
4769	5392	2814
4770	6680	9431
4771	7122	4296
4772	1186	6643
4773	6289	10659
4774	5037	14771
4775	2085	14680
4776	249	9668
4777	1720	11620
4778	11571	12205
4779	5341	10403
4780	3472	3750
4781	2439	14184
4782	13468	5957
4783	14095	10645
4784	10207	12688
4785	5624	15619
4786	7122	2949
4787	2386	12282
4788	1464	6122
4789	6205	8087
4790	6593	11262
4791	8450	4442
4792	9823	13654
4793	10065	1657
4794	11188	11627
4795	8128	8595
4796	15636	14744
4797	14755	13348
4798	13546	5996
4799	7432	2360
4800	6983	14836
4801	36	12697
4802	12702	11944
4803	167	3956
4804	14233	14233
4805	6112	5644
4806	6947	7351
4807	6679	11021
4808	14981	5712
4809	10206	10766
4810	13496	1750
4811	826	5320
4812	2476	11385
4813	857	13072
4814	3750	1255
4815	10545	463
4816	3293	9259
4817	10851	1733
4818	8146	11623
4819	4097	3727
4820	3567	12026
4821	15663	13370
4822	3567	11456
4823	8119	15976
4824	829	1274
4825	5190	13541
4826	14091	15692
4827	14044	6514
4828	1377	2286
4829	7115	46
4830	2334	9114
4831	1069	8468
4832	10736	7658
4833	14207	6313
4834	163	13106
4835	13445	11144
4836	173	2418
4837	12417	15985
4838	3941	10679
4839	6062	728
4840	2384	11251
4841	6156	4009
4842	9208	9069
4843	9981	42
4844	1803	5341
4845	971	9213
4846	5712	2181
4847	8300	10624
4848	3645	7670
4849	597	15293
4851	11990	12586
4852	8322	2339
4853	9481	6358
4854	1657	9141
4855	12526	11339
4856	1059	15970
4857	1539	12703
4858	4506	7956
4859	908	4276
4860	12247	9033
4861	14463	6261
4862	4496	6034
4863	6692	1408
4864	6217	1187
4865	10461	8494
4866	6226	13262
4867	8717	10770
4868	14397	1507
4869	10740	6555
4870	12395	13737
4871	5251	9150
4872	980	10461
4873	10386	10386
4874	12329	8790
4875	7778	8736
4876	8762	2057
4877	14735	4873
4879	2177	4970
4880	6475	8491
4881	12334	11531
4882	14955	3986
4883	7035	13379
4884	9692	14765
4885	6660	4491
4886	15297	5756
4887	655	12534
4888	6122	6529
4889	9119	7867
4890	9860	3441
4891	9200	3102
4892	6217	1511
4893	13120	2775
4894	4556	9543
4895	5023	14580
4896	2172	11585
4897	3604	9882
4898	6535	3316
4899	10140	13120
4900	6436	1942
4901	6381	15506
4902	11273	5347
4903	4447	14194
4904	7982	12220
4905	13295	11056
4906	9208	14010
4907	9793	14553
4908	10624	4830
4909	421	554
4910	5844	8029
4911	6925	1255
4912	3991	10112
4913	11678	8249
4914	4339	795
4915	14059	4073
4916	4834	234
4917	1604	6311
4918	15775	1132
4919	15814	13129
4920	5324	7134
4921	13161	14466
4922	6227	2475
4923	4159	5276
4924	10800	14693
4925	7519	4708
4926	5523	15843
4927	749	6227
4928	11233	3024
4929	2801	15625
4930	15465	5486
4931	11595	15078
4932	8149	9535
4933	5730	10165
4934	10637	8448
4935	14166	2843
4936	13682	6522
4937	5605	5605
4938	13453	11210
4939	4198	13699
4940	1708	3014
4941	8193	15913
4942	3961	1724
4943	13000	12600
4944	7543	1465
4945	10034	12055
4946	4082	13204
4947	14386	777
4948	10016	4267
4949	10269	7777
4950	655	1859
4951	6043	11504
4952	10710	15324
4953	2323	517
4954	13866	10962
4955	5942	2609
4956	15721	13382
4957	3947	10540
4958	14729	4692
4959	14744	12988
4960	2334	10646
4961	8955	6869
4962	11604	8136
4963	8693	13682
4964	4198	1372
4965	5866	5229
4966	4065	3573
4967	13474	8679
4968	10567	1209
4969	7485	10748
4970	8149	5331
4971	6594	14320
4972	10745	2653
4973	15037	11243
4974	7396	5848
4975	5342	5342
4976	9215	2963
4977	165	10855
4978	13309	5432
4979	12276	12226
4980	13856	1604
4981	6868	2548
4982	8480	796
4983	7143	15871
4984	10077	830
4985	6504	8863
4986	2115	11810
4987	2582	14955
4988	7935	5628
4989	543	10899
4990	11940	1539
4991	8102	15871
4992	1729	7129
4993	5608	5967
4994	14871	10934
4995	5212	3971
4996	14140	13168
4997	5866	1831
4998	10375	5591
4999	4670	9595
5000	766	1907
5001	1114	11690
5002	9028	10122
5003	11316	12023
5004	12220	2753
5005	11904	5069
5006	11284	8192
5007	14148	12508
5008	14347	11836
5009	2785	407
5010	14596	3030
5011	10052	11767
5012	1858	346
5013	14283	11143
5014	5447	4305
5015	820	2682
5016	9333	14729
5017	12698	10077
5018	1662	3150
5019	8938	10167
5020	12891	1662
5021	1010	13303
5022	14110	9372
5023	11631	111
5024	13542	5863
5025	7417	8493
5026	13403	2786
5027	12789	1689
5028	13189	7752
5029	9829	14126
5030	8912	2537
5031	2369	14411
5032	8781	1979
5033	13599	13599
5034	5062	3782
5035	7078	8681
5036	2726	11780
5037	8973	9109
5038	3322	9109
5039	746	2076
5040	12130	8070
5041	9130	711
5042	14523	3247
5043	10046	2143
5044	4935	8933
5045	11023	9624
5046	4358	14029
5047	6162	13822
5048	355	14627
5049	2963	3644
5050	12160	9225
5051	15994	7285
5052	7314	2917
5053	4907	13290
5054	4376	3526
5055	7780	13749
5056	2722	11742
5057	3186	11954
5058	14941	9572
5059	5218	3376
5060	8564	10086
5061	6840	13483
5062	6803	11942
5063	6466	10741
5064	1740	2095
5065	15350	7981
5066	10122	10775
5067	8977	6248
5068	11065	13975
5069	4110	5073
5070	30	14265
5071	5603	1832
5073	15411	351
5074	11910	6989
5075	6938	1959
5076	3968	14173
5077	15242	983
5078	11203	9968
5079	13908	6909
5080	13636	12225
5081	13407	14576
5082	3044	5145
5083	1534	6026
5084	15151	4106
5085	12563	12419
5086	1934	5486
5087	13900	3503
5088	2506	8987
5089	15842	620
5090	8644	13864
5091	6959	11982
5092	8040	8583
5093	14584	11518
5094	13066	13764
5095	14342	15941
5096	13466	9353
5097	6661	14380
5098	9444	15154
5099	13384	4165
5100	11724	1980
5101	2863	14265
5102	15130	12471
5103	3610	7008
5104	3569	14870
5105	2211	1243
5106	12045	10492
5107	14788	1702
5108	11706	9756
5109	1519	11344
5110	5450	13562
5111	6545	4158
5112	8976	10080
5113	15424	9785
5114	13934	6436
5115	13770	12323
5116	11747	13864
5117	15677	10593
5118	14649	9077
5119	13491	12
5120	10772	2091
5121	613	515
5122	5467	10910
5123	9585	4964
5124	5179	6597
5125	12436	969
5126	15366	8810
5128	8376	8376
5129	15567	2746
5130	15369	1771
5131	5956	6594
5132	9373	533
5133	11120	200
5134	9943	12303
5135	376	376
5136	15321	15560
5137	5654	12391
5138	1723	2995
5139	3437	12369
5140	4638	4638
5141	4850	4568
5142	4131	7322
5143	8339	10572
5144	11055	9848
5145	5059	5249
5146	7344	10769
5147	12687	1074
5148	8514	10611
5149	12807	7152
5150	2063	2727
5151	9174	1170
5152	7068	9375
5153	6356	10573
5154	6072	2787
5155	10721	5130
5156	16100	16100
5157	13482	5232
5158	3243	10328
5159	14425	946
5160	2007	10556
5161	8532	6097
5162	11662	15539
5163	10224	16007
5164	6451	1396
5165	12007	11443
5166	7256	7938
5167	118	10791
5168	14788	3664
5169	12616	11858
5170	16072	1135
5171	13687	1644
5172	13858	10882
5173	7486	5739
5174	8680	203
5175	1635	15183
5176	6509	10400
5177	2339	4867
5178	1700	15112
5179	4134	90
5180	11317	11683
5181	1170	2496
5182	761	12480
5183	12041	14831
5185	11325	9891
5186	6539	4882
5187	10183	15026
5188	15130	311
5189	6099	7931
5190	1846	14099
5191	15869	842
5192	9982	13046
5193	1247	9438
5194	5022	9851
5195	15209	707
5196	3301	10020
5197	7839	11521
5198	7729	12818
5199	6693	1542
5200	8660	4712
5201	11632	12326
5202	441	9554
5203	15564	14222
5204	9043	11700
5205	8657	12849
5206	2691	7838
5207	11288	14294
5208	4133	3997
5209	11660	5071
5210	896	15300
5211	2657	1621
5212	16115	10699
5213	5045	12394
5214	15938	1216
5215	10119	15776
5216	5497	670
5217	14716	15117
5218	14412	1777
5219	9169	9106
5220	13704	9944
5221	9722	8589
5222	7561	709
5223	3508	10098
5224	8371	14032
5225	12452	2607
5226	5862	635
5227	13916	11250
5228	11279	2802
5229	15271	12932
5230	6977	13466
5231	4938	1899
5232	6821	4931
5233	5838	6832
5234	11902	12739
5235	2544	12390
5236	109	7744
5237	9324	10239
5238	2458	7434
5239	46	15401
5240	10042	14315
5241	14417	2929
5242	3239	7550
5243	6873	7569
5244	9253	10601
5245	13287	13275
5246	5585	1964
5247	14831	15513
5248	11743	5724
5249	11884	13649
5250	6679	9411
5251	7524	9189
5252	13244	13434
5253	2099	11378
5254	7337	14791
5255	9591	12999
5256	11261	9472
5257	2229	4775
5258	432	13946
5259	4775	8059
5260	7620	843
5261	10596	15917
5262	2425	7600
5263	15530	15530
5264	5198	2482
5265	6691	8266
5266	10129	924
5267	13339	4050
5268	15039	5190
5269	3629	10642
5270	5635	6603
5271	8661	8671
5272	3687	13361
5273	362	5620
5274	1511	3165
5275	4787	4066
5276	6062	3792
5277	7736	6767
5278	5248	1777
5279	9676	13225
5280	11379	1241
5281	14079	5276
5282	10659	3249
5283	11116	1189
5284	7909	7909
5285	4316	14162
5286	702	9146
5287	107	107
5288	12540	12540
5289	429	3834
5290	9430	1126
5291	6060	8349
5292	3750	2232
5293	14175	8463
5294	6660	14095
5295	9976	7394
5296	15079	11858
5297	4741	9399
5298	10651	2896
5299	4276	11336
5300	751	9205
5301	2439	14917
5302	14895	1376
5303	14424	14424
5304	8042	15388
5305	1051	2896
5306	1759	16033
5307	7356	13823
5308	7177	3721
5309	3778	861
5310	1715	1028
5311	11216	11335
5312	15110	1309
5313	485	1169
5314	3648	2393
5315	646	6381
5316	12083	7719
5317	4153	1028
5318	15620	7469
5319	15502	686
5320	5179	13883
5321	13207	7102
5322	7865	7623
5323	535	3866
5324	429	11532
5325	11199	5763
5326	7992	10642
5327	213	1815
5328	1742	3424
5329	8402	956
5330	575	10135
5331	10129	5160
5333	1195	10545
5334	6602	13204
5335	12107	7060
5336	15663	3886
5337	3277	5104
5338	6887	6150
5339	15110	10905
5340	12410	2432
5341	6112	14166
5342	12214	12182
5343	11200	15687
5344	13363	11142
5345	11467	9630
5346	5191	10815
5347	10323	7778
5348	11645	5721
5349	12702	933
5350	9778	14841
5351	8544	15597
5352	955	8071
5353	9555	788
5354	6627	6163
5355	13411	13411
5356	14680	1730
5357	4983	2136
5358	10545	4914
5359	14519	11399
5360	5756	4798
5361	5271	2942
5362	4853	5064
5363	11996	10545
5364	7550	9428
5365	13030	785
5366	3224	12163
5367	7381	15559
5368	13109	5550
5369	3292	6195
5370	1094	6739
5371	12374	14806
5372	13753	9161
5373	15390	4763
5374	10994	3710
5375	4979	10877
5376	11958	10700
5377	8296	1410
5378	8018	14447
5379	9322	14207
5380	4782	2931
5381	13291	4782
5382	13463	9845
5383	8131	10269
5384	7789	13819
5385	2057	732
5386	8249	11141
5387	6621	13302
5388	14184	1357
5389	11320	11320
5390	3877	3877
5391	7954	297
5392	5214	15154
5393	2158	9723
5394	1177	15961
5395	13178	14074
5396	7995	7049
5397	575	13882
5398	13370	1615
5399	1408	7507
5400	10135	7543
5401	4708	2432
5402	3297	3297
5403	5145	5977
5404	14142	11888
5405	4127	107
5406	8900	11172
5407	11522	6150
5408	14818	12690
5409	11349	6005
5410	491	13622
5411	5790	7425
5412	2931	6745
5413	3408	9882
5414	9638	12613
5415	1968	11497
5416	1510	11900
5417	8255	9186
5418	5571	4669
5419	11688	12430
5420	1488	15896
5421	8325	7585
5422	5331	11900
5423	10088	1356
5424	6215	3883
5425	10286	7914
5426	12812	14717
5427	7035	3331
5428	3991	9425
5429	2324	9405
5430	12664	15205
5431	3215	8289
5432	7736	6142
5433	15360	6984
5434	3580	14806
5435	5191	3219
5436	5665	6216
5437	11919	8549
5438	16045	15882
5439	11887	13768
5440	11847	1031
5441	11665	8638
5442	2014	12031
5443	11847	8737
5444	7026	9069
5445	8736	5166
5446	15487	11887
5447	10347	5093
5448	3660	3087
5449	14159	14464
5450	6005	13277
5451	14472	4789
5452	12208	8876
5453	13178	2704
5454	23	711
5455	7402	2036
5456	2128	2001
5457	6565	15582
5458	9137	1663
5459	108	4697
5460	13336	14088
5461	12621	8471
5462	13794	5986
5463	3292	13056
5464	2115	6114
5465	11955	6753
5466	6791	8209
5467	10847	1719
5468	13303	7889
5469	5905	8421
5470	5635	13314
5471	4597	1487
5472	5847	12014
5473	8475	8475
5474	2931	7787
5475	16019	6736
5476	12662	3385
5477	7493	9277
5478	568	13786
5479	8688	14447
5480	5729	8305
5481	1510	14464
5482	4349	2876
5483	14320	11120
5484	8273	14074
5485	3625	1166
5486	14797	5127
5487	1568	12165
5488	1053	8004
5489	6738	8420
5490	14236	5293
5491	15019	324
5492	11607	13163
5493	8440	7336
5494	6504	526
5495	1663	9132
5496	11411	3586
5497	11172	7010
5498	4532	3655
5499	1665	511
5500	7889	4602
5501	9198	13331
5502	6212	12599
5503	6658	5554
5504	12385	6569
5505	14292	3279
5506	14137	9931
5507	11090	557
5508	8379	12598
5509	7941	953
5510	9840	3878
5511	16019	6740
5512	1979	8643
5513	14063	2653
5514	11024	11159
5515	2851	10361
5516	3746	3882
5517	4165	15873
5518	4305	101
5519	10034	13480
5520	10775	13194
5521	11156	13640
5522	411	12260
5523	5784	2922
5524	8696	10077
5525	14776	9233
5526	7648	9503
5527	5602	4606
5528	15283	14149
5529	5765	725
5530	5727	14327
5531	14080	11888
5532	10558	1714
5533	9759	10527
5534	11742	8136
5535	4282	5565
5536	2420	10347
5537	883	502
5538	3638	15894
5539	5482	1968
5540	7676	13054
5541	11160	11160
5542	4272	11349
5543	3248	10473
5544	5853	1285
5545	13437	6716
5546	6383	6839
5547	8379	8711
5548	15314	407
5549	10864	9951
5550	15299	8941
5551	8972	12326
5552	13676	15434
5553	12812	3662
5554	11491	6135
5555	2840	15180
5556	6848	5654
5557	112	7271
5558	8696	13129
5559	2139	5170
5560	6041	16103
5561	2199	2028
5562	2363	4106
5563	15981	5599
5564	786	353
5565	9657	9460
5566	11638	11638
5567	1816	13168
5568	12881	15385
5569	3394	14275
5570	14382	1770
5571	15590	5216
5572	15947	6540
5573	12385	10751
5574	12034	5916
5575	9962	185
5576	9438	1193
5577	2226	13947
5578	1025	11210
5579	1579	9444
5580	6028	7165
5582	3086	12150
5583	13929	8977
5584	9144	10324
5585	1675	3301
5586	9144	7136
5587	334	7530
5588	15969	5113
5589	6686	1328
5590	4130	11584
5591	4117	8480
5592	10600	3117
5593	10173	14483
5594	12363	4971
5595	13081	11910
5596	1855	881
5597	14257	1277
5598	12744	1753
5599	6520	15113
5600	9572	8338
5601	2132	2132
5602	10932	11711
5603	3589	5862
5604	1942	3278
5605	6008	6270
5606	13101	5592
5607	329	3096
5608	15673	15673
5609	7667	4587
5610	3133	9673
5611	15099	12713
5612	2	14614
5613	15610	4245
5614	14170	7766
5615	12502	15624
5616	6347	2785
5617	15624	14788
5618	12441	7045
5619	14222	7747
5620	14417	12391
5621	2143	14283
5622	12225	2407
5623	14807	10525
5624	10752	13012
5625	4532	9674
5626	1152	8976
5627	2178	13038
5628	1974	1144
5629	8482	13915
5630	7676	13054
5631	2919	4243
5632	3856	9768
5633	7748	9189
5634	126	2835
5635	4541	1761
5636	10450	911
5637	11427	8003
5638	12458	10939
5639	15172	9231
5640	916	783
5641	13587	3096
5642	1545	1545
5643	11250	8376
5644	7571	7571
5645	8063	14384
5646	13999	6248
5647	12676	12676
5648	8432	7942
5649	14635	15201
5650	1266	8049
5651	12849	5654
5652	14360	14222
5653	10711	10711
5654	5796	10744
5655	13283	4132
5656	14909	10717
5657	12742	9984
5658	2141	5366
5659	12341	4895
5660	117	14275
5661	5394	15306
5662	7112	15639
5663	564	2900
5664	339	7115
5665	3035	13864
5666	1761	15532
5667	11892	14045
5668	7705	13587
5669	8349	1491
5670	14411	1613
5671	15024	2569
5672	11618	2866
5673	11559	3236
5674	10835	14902
5675	7346	1839
5676	1513	8588
5677	7737	2824
5678	11255	16073
5679	4926	5861
5680	5861	13446
5681	14510	7520
5682	3255	7434
5683	864	12303
5684	11444	10914
5685	1014	11284
5686	15959	4134
5687	12487	12487
5688	15723	15435
5689	5856	4050
5690	435	14888
5691	13592	7767
5692	12	3822
5693	10876	8832
5694	2541	282
5695	2091	6079
5696	6617	14977
5697	13376	7115
5698	9168	13225
5699	1560	1841
5700	7133	9913
5701	13160	2826
5702	13672	15377
5703	9673	8423
5704	6484	10345
5705	13080	7230
5706	5305	8769
5707	12471	8559
5708	14132	13372
5709	4712	15634
5710	11250	2686
5711	14536	12291
5712	11151	5412
5713	6977	12513
5714	298	14610
5715	14231	12763
5716	6703	3943
5717	2530	8595
5718	1150	10185
5719	3398	2038
5720	8847	8847
5721	5163	5460
5722	13886	11327
5723	1463	4251
5724	12100	15938
5725	13790	9716
5726	3116	767
5727	12468	9406
5728	5903	8468
5729	14292	3589
5730	1932	4789
5731	11786	10554
5732	7266	1504
5733	9942	3366
5734	13574	8423
5735	7748	2362
5736	14676	6029
5737	8524	10719
5738	9472	15671
5739	15728	4064
5740	3330	1730
5741	15564	8265
5742	7466	855
5743	4064	14881
5744	7085	1125
5745	2458	7974
5746	11328	9245
5747	1204	5165
5748	7516	1484
5749	10258	10476
5750	8049	6792
5751	10947	308
5752	4133	12161
5753	15800	6867
5754	10018	10848
5755	11776	6719
5756	15216	5620
5757	5667	2083
5758	5497	4145
5759	15776	8704
5760	9972	2794
5761	14977	11116
5762	11958	16033
5763	6583	6583
5764	7989	4922
5765	12551	13969
5766	10719	13619
5767	9707	12070
5768	11589	14925
5769	5543	9345
5770	5186	4033
5771	5501	8515
5772	9851	12122
5773	6163	9555
5774	2219	5271
5775	12350	1414
5776	13803	16062
5777	5946	3066
5778	10960	6981
5779	2822	8848
5780	11858	13761
5781	1414	2538
5782	6363	751
5783	10823	609
5784	7596	13030
5785	11696	3907
5786	5709	7550
5787	2103	6626
5788	11001	5059
5789	10907	13969
5790	12576	12732
5791	15776	13079
5792	461	13010
5793	8601	11331
5794	12576	1808
5795	12050	5685
5796	2603	1676
5797	921	10739
5798	5294	12965
5799	1126	8898
5800	9472	15526
5801	10825	15890
5802	6029	10613
5803	1676	5186
5805	4285	3614
5806	13011	13011
5807	9273	5040
5808	15079	15260
5809	4775	12971
5810	12621	11975
5811	11163	3038
5812	10042	12464
5813	3033	1480
5814	6923	175
5815	3311	866
5816	8838	829
5817	14763	5104
5818	4912	10147
5819	15359	2643
5820	15843	9411
5821	14633	988
5822	14687	13546
5823	12012	7264
5824	10761	14897
5825	7013	10280
5826	5644	7111
5827	6038	3989
5828	6033	11205
5829	2085	2142
5830	5648	13679
5831	13506	14848
5832	10452	8097
5833	5028	3093
5834	2825	2384
5835	2056	7384
5836	6842	13488
5837	1405	11753
5838	9405	16077
5839	9575	8935
5840	1051	10865
5841	13030	7473
5842	11696	7434
5844	605	1988
5845	4659	10398
5846	4333	13658
5847	1376	11399
5848	13068	2942
5849	2266	5792
5850	12516	12650
5851	16081	14770
5852	3481	7595
5853	9792	14739
5854	4398	8688
5855	1272	3085
5856	12458	15652
5857	14510	14510
5858	1543	3910
5859	955	16101
5860	3910	11612
5861	4873	5623
5862	15391	1218
5863	12569	2330
5864	9243	3166
5865	8961	6798
5866	6981	10443
5867	14194	15884
5868	8648	12232
5869	15742	7805
5870	1758	2872
5871	6953	9708
5872	14944	213
5873	473	10906
5874	11623	12574
5875	11816	12840
5876	4304	5374
5877	13332	13370
5878	11466	961
5879	9020	12988
5880	14044	3935
5881	9200	7809
5882	6275	5880
5883	8936	2455
5884	14371	10574
5885	9926	15719
5886	8058	12620
5887	5195	8054
5888	14693	6692
5889	13130	4545
5890	2203	3408
5891	5644	9668
5892	1646	14710
5893	12569	11596
5894	12536	1854
5895	10536	6842
5896	1970	12530
5897	3834	3864
5898	12111	7214
5899	13499	15320
5900	8255	11321
5901	13678	16046
5902	7670	12796
5903	14205	12306
5904	5583	4830
5905	13344	8146
5906	2652	1195
5907	13596	9513
5908	212	575
5909	8539	830
5910	12911	4491
5911	297	7779
5912	4659	9020
5913	1603	4385
5914	16081	73
5915	7186	6702
5916	3020	11142
5917	3457	14659
5918	14364	11522
5919	565	14079
5920	6555	13531
5921	5623	5656
5922	9994	9994
5923	5676	6567
5924	11408	6034
5925	9	15383
5926	7026	5783
5927	10337	433
5928	2449	3395
5929	2678	7869
5930	7826	8344
5931	16	3365
5932	10072	11258
5933	14709	11666
5934	15784	3645
5935	7342	12796
5936	7473	5583
5937	10943	1587
5938	13713	9119
5939	12954	7271
5941	3196	7791
5942	11010	14187
5943	9461	11905
5944	7120	4175
5945	12195	7897
5946	395	5098
5947	14764	1765
5948	12534	6311
