X Y Z
86.403290 188.825451 1.900699
88.364992 198.574656 237.426961
51.932543 118.809707 26.784359
59.462924 138.960159 10.961208
119.746608 121.689319 53.522791
100.636682 130.750117 49.725134
97.627098 141.855388 39.616346
118.765295 128.531214 26.921164
187.775452 211.217358 3.530171
160.134447 184.373430 19.057042
151.406572 190.241667 249.170424
146.306487 194.270179 7.491217
169.524741 83.671298 220.989845
190.012703 55.708541 217.790944
186.878849 155.802924 24.488582
175.344077 149.910723 27.683347
209.759532 107.657147 229.603187
184.365053 107.277210 216.851260
179.921597 156.153834 216.408829
200.863361 157.940430 221.824422
174.946281 118.449419 253.831326
169.963973 82.953142 251.876057
132.812798 154.191329 231.295738
139.532013 152.082764 239.990052
243.663828 64.092843 241.560855
251.197494 137.878266 60.964336
232.572511 163.850834 68.993622
247.743502 144.735528 12.840145
238.758940 141.269446 231.804193
236.100825 121.780463 239.847363
251.553042 149.221257 15.015739
7.728053 157.812249 251.622525
245.280172 103.040809 13.435358
0.400145 84.316128 24.178215
1.643438 169.283044 250.535375
5.958690 148.653249 3.713682
41.047399 166.581196 240.716715
48.644035 158.783101 223.643362
36.610085 133.609437 47.209260
23.175302 121.900929 55.812969
18.215592 176.935067 31.087571
255.809815 179.723740 254.610619
21.247752 154.623831 216.611076
7.143773 110.671161 41.688618
27.838408 114.501581 46.792645
244.085063 137.121541 215.941739
242.409072 107.123948 228.687958
79.346455 134.711483 2.627193
56.967476 142.839173 249.044205
103.376168 120.564242 43.580272
99.807993 124.809465 35.358929
98.199662 124.640596 1.094194
100.888174 128.680786 221.383540
71.938707 149.520448 12.983499
85.710900 161.308743 255.227433
80.514140 118.042096 8.650677
63.606712 147.889979 58.674061
82.989473 148.900095 51.965071
155.855346 157.920091 254.126415
166.016918 164.760512 251.682907
97.151997 137.164770 3.423361
124.040485 127.706166 254.090392
119.312324 198.036252 244.302339
97.886859 202.280851 254.706702
95.158703 154.714075 251.896884
88.293814 170.100006 27.396192
181.716600 154.348946 238.500419
160.499221 156.432168 243.292661
127.669966 152.107229 242.520720
158.127368 121.586206 242.306500
188.819812 109.717046 236.487998
145.788591 94.469003 22.062346
147.775201 182.726052 251.209843
115.847843 185.425385 251.981228
180.093500 178.245862 20.686431
194.399801 192.467608 29.628408
204.914901 149.010788 32.204529
172.240793 150.957011 3.845949
