X Y Z
142.300792 252.334513 55.704407
148.764578 254.455662 68.159269
99.240498 32.328963 37.555929
171.846032 29.954716 216.228313
174.590265 14.229410 219.650195
186.183206 14.799944 15.548479
193.888201 21.767961 19.626847
250.734406 23.745464 29.859080
179.370577 213.225220 65.236509
193.050221 228.369799 65.389387
198.359896 253.391352 243.629605
213.472760 206.224507 8.523183
188.667616 24.343463 249.233074
218.677995 212.822778 13.516699
193.795612 210.850987 25.077673
247.176880 21.281134 254.205894
46.912972 5.077814 34.379096
85.573831 9.667911 4.940123
15.636328 199.814954 55.100107
67.625916 249.316819 64.294569
72.031779 10.107105 58.017630
62.854606 221.667022 8.427762
31.663545 10.163002 54.808621
15.839766 243.339024 58.985382
65.782362 250.663991 226.172431
55.290235 255.968274 243.266576
59.768445 224.127230 23.401440
49.986556 247.541551 25.875042
120.199187 16.821523 14.978231
117.708398 32.721328 22.585950
107.733984 7.134562 47.444628
88.581000 250.041965 23.304771
226.723527 191.734194 230.976040
225.183482 205.914797 227.565125
160.352374 217.501831 223.409483
70.294321 21.076280 62.582414
70.928529 12.271984 82.826402
166.546390 23.014536 242.693105
149.684962 7.934369 223.485059
193.197299 17.593496 251.811711
124.801341 54.918973 228.390542
160.871813 20.588901 62.084630
165.417923 4.839586 71.133288
135.429387 15.047090 33.164592
183.360244 39.469491 13.391960
210.103150 241.446508 213.214308
212.835420 4.528059 189.781107
191.337858 32.913352 20.351003
190.678091 250.298047 35.365132
188.096051 11.004725 31.513354
218.007029 3.615332 62.915391
234.885568 13.142957 243.346110
233.646778 234.791584 62.327759
230.426146 0.082012 36.449617
24.410127 220.654973 239.201878
219.048555 80.522271 44.869827
229.103459 70.935967 68.662144
2.049576 37.274754 29.519759
23.163413 58.594774 13.462885
245.299458 21.444305 2.491019
17.252928 59.382749 223.527449
14.602771 36.204646 216.660851
63.884148 241.578526 248.798087
14.065337 17.002294 12.839782
47.513871 35.159801 232.615476
35.865224 31.423792 17.925758
130.763659 71.111088 33.473375
103.859043 33.059009 45.854519
122.333983 27.589689 28.226634
58.103687 20.774926 12.171178
71.883651 19.103189 11.134218
121.138708 54.847898 20.507339
106.863709 47.292087 43.866101
117.105132 243.285690 5.539307
123.800358 255.156476 27.329884
145.104579 255.732994 0.008510
201.311930 232.572438 26.251204
197.624204 251.073481 27.466790
163.974751 231.080509 244.151281
176.433133 39.831372 234.207355
144.564553 26.498591 248.117571
238.411009 32.315787 28.583550
215.613061 22.309228 40.912226
228.353740 250.304711 32.824164
252.048696 23.732140 239.621632
11.384142 250.104210 22.802789
12.317248 22.461627 93.025510
247.745111 24.650028 230.920887
251.365274 17.005857 229.894482
41.076088 78.345897 237.725234
29.738303 47.243090 22.560661
68.664450 243.778822 230.440086
61.909686 3.109816 220.894892
82.752559 58.526172 64.870466
73.611751 58.195007 44.220612
79.568355 62.371841 28.868032
87.843452 45.625228 5.700737
32.582614 240.441014 41.154940
43.804507 59.650567 49.222244
23.618267 65.867409 53.519609
102.436549 97.725315 60.072948
103.184847 59.206671 3.181452
106.333090 42.839994 5.948905
103.452665 67.618819 9.282610
152.456374 253.689078 31.931167
123.081905 250.458142 255.677668
126.740418 0.462648 239.182719
151.353189 72.078869 26.551264
122.271390 2.283716 53.198370
112.886709 238.015529 54.501145
162.731249 28.569155 68.507191
172.964443 51.963659 56.192334
153.234440 1.226492 5.871237
179.536761 56.574003 29.559313
229.200345 45.625026 17.686769
212.582333 19.111566 228.281790
197.825309 23.678382 67.587855
204.960036 37.210420 49.472990
209.128777 53.869402 210.901047
226.298710 38.762471 29.469757
189.041253 30.973148 232.602508
27.299591 55.004568 52.700844
41.110784 54.050904 17.499480
238.494892 44.383667 32.921431
4.513767 64.059998 33.893519
255.476374 70.079397 1.406933
4.884428 7.866830 61.043102
251.140185 247.981429 20.152856
21.209206 47.116661 40.352137
37.817815 75.435810 46.595499
59.096685 95.684457 37.392552
64.462908 54.591706 42.279306
58.587838 35.797021 48.514038
56.064701 64.609360 45.273175
59.233111 78.349824 16.230924
86.299894 91.193828 246.002888
98.594406 128.046156 15.526887
44.737628 46.168303 37.635444
61.458628 50.400496 19.824075
93.013001 28.178471 19.365975
87.947559 54.283272 53.769479
127.184465 59.378879 43.333047
144.746384 7.527890 240.327368
130.253936 45.363579 238.429266
205.987404 38.739515 11.850461
159.085384 19.680933 65.837256
164.789235 26.796266 87.843890
151.264087 75.730798 13.218955
172.609167 48.283799 39.070124
152.811785 56.882403 46.536558
223.301936 30.454721 34.961760
187.958457 45.959977 39.489929
189.435722 67.577418 38.340200
18.751599 83.716770 246.603929
24.734312 77.452418 19.178701
5.638890 65.026988 16.523639
9.041222 68.428473 22.777679
54.369835 68.122726 2.883396
15.661621 112.201178 74.554285
23.010774 120.745749 63.268113
9.124004 50.327373 13.300345
55.059899 117.190902 2.156202
76.667190 70.287100 11.765993
33.919332 54.178745 245.169475
111.230860 37.435440 80.269010
114.236900 25.553777 56.996304
102.034092 51.438454 22.075803
96.741461 103.999198 17.188943
146.081342 73.921783 18.159577
98.053931 75.749580 215.262432
114.348492 85.704373 35.785578
144.969895 69.379136 29.230394
147.020408 48.238937 38.873763
151.155366 148.413200 24.691433
140.169497 77.242993 7.795683
145.488189 53.946813 19.235213
129.113122 59.166204 17.689211
138.277718 47.073477 14.292899
158.709061 75.361027 46.382655
139.606419 61.068877 16.797518
166.192521 79.972773 25.363410
207.806796 68.985930 16.583123
196.144399 81.890234 32.632042
206.219036 26.779872 15.151276
195.753599 24.433339 243.066458
229.546003 91.046399 54.439004
237.171497 93.759520 13.147334
243.710297 95.098979 37.374467
250.860322 97.353085 254.006618
233.774527 105.242885 6.250159
246.620711 102.139376 9.877235
95.489553 36.827669 52.628629
100.029734 62.111527 60.076504
23.352929 67.964837 38.082730
23.047278 89.219781 39.164363
64.970778 85.875631 75.237648
45.831971 122.936988 11.503851
45.298992 89.904658 229.727250
90.643916 142.841119 37.258466
94.122507 149.042095 29.467057
99.040375 108.549982 221.373756
73.204265 104.442127 13.412393
71.392748 128.669316 40.095300
148.906432 69.580436 27.823103
108.395600 84.256067 241.074401
49.311254 40.496156 193.562032
146.813483 65.912528 14.387434
167.905239 57.074089 7.245246
163.517280 125.268505 23.712647
182.197067 123.432525 37.054383
171.086345 137.451623 27.650305
141.371335 31.295459 33.896151
150.032793 25.312037 46.867032
222.841449 86.066607 30.380401
204.853949 113.437606 250.819423
234.776909 50.131341 56.955585
206.022605 57.269271 25.414879
210.999161 112.884012 25.761757
8.842538 96.725620 39.429994
37.466892 89.431652 55.206031
38.481846 74.383291 69.213080
207.242786 137.080151 54.568965
4.522325 104.984307 27.209479
62.507717 79.802350 34.550364
62.540787 84.775108 45.131703
31.764576 101.882938 24.992279
46.361533 122.253521 17.617877
57.475100 109.771170 7.805080
49.006593 89.978766 28.273872
103.179564 134.779983 53.109354
81.390316 107.820506 49.149572
76.576298 90.122357 13.488508
107.931193 75.006214 239.516747
89.138866 53.460474 245.470927
97.613077 141.356237 31.932460
137.188592 89.382566 34.816719
167.398578 87.970558 218.565585
178.008520 103.297033 203.677153
192.239996 113.984229 18.117578
210.363189 78.829199 68.965905
214.322636 84.610279 77.296405
206.888432 108.230274 7.983521
232.340723 55.939700 78.814030
223.235983 69.481512 58.812373
213.746439 91.151601 10.574428
216.451914 121.081524 36.345839
25.560833 59.838360 27.287850
19.255408 67.724680 30.646581
3.309358 137.698639 34.544764
50.381295 129.360181 242.666384
64.950649 134.354213 73.553603
88.194800 143.890547 93.998418
61.035419 121.494851 83.328429
61.828160 150.929848 93.210529
38.501413 146.272279 4.719823
64.685383 153.962004 231.668616
62.651463 164.611226 226.368428
37.240466 150.476769 247.522711
97.504788 93.815326 41.869651
145.718838 125.916968 21.276225
196.096978 108.660349 44.774309
153.156027 114.681882 248.358498
135.680193 125.539948 230.454740
226.701164 173.694350 13.370578
205.834682 180.565477 16.843714
186.702846 145.571847 50.422960
166.550172 138.913784 43.629642
167.956658 140.273354 18.510659
200.642927 67.787688 253.008115
188.158450 113.682316 27.819501
198.974369 92.440783 24.177808
214.540196 137.825606 27.962544
196.105037 97.213874 56.242273
209.227831 158.142143 31.768061
223.144070 95.041608 55.287922
33.463046 122.986029 31.766039
63.056825 101.205730 6.737494
40.408264 174.905134 254.898559
22.294020 164.911245 18.580992
51.881056 128.087644 51.188345
24.556164 123.726742 25.467366
41.753342 143.266445 71.063853
60.259517 167.263917 71.249209
36.454961 127.040068 248.018625
54.153316 154.859327 62.573776
64.278237 153.215411 77.627974
84.757675 125.306708 96.095237
72.628909 119.622833 46.698408
95.856157 152.952117 60.098467
95.689943 155.803542 44.306770
114.239421 106.758654 226.348530
110.996856 137.586115 78.235108
124.120506 144.065558 8.560333
121.356992 136.007110 9.027243
155.133329 127.152828 246.409033
175.131914 193.248171 58.448887
176.943195 201.446621 49.613951
62.852855 114.180764 38.265190
193.974642 138.592559 4.679698
192.219761 129.994880 34.983498
237.296862 112.367003 18.343591
8.880374 116.069943 9.522007
39.538912 110.539172 29.609737
30.578729 133.422923 4.018034
44.794131 134.931620 24.010479
78.369571 127.140975 21.287265
57.002179 145.436413 233.971095
90.947975 189.001007 56.358158
79.554303 161.370115 67.117294
118.726079 131.007524 54.211646
132.117679 157.710479 47.621889
112.449340 129.304140 35.299902
95.588983 182.328366 29.240357
159.441830 188.957966 20.589874
128.468474 166.411873 15.878664
171.621499 127.054063 33.855293
215.548203 134.488279 18.396549
160.674293 121.208791 21.706576
140.792198 149.856136 237.539121
205.970954 212.648528 44.790207
195.454403 197.025414 25.858652
155.057185 122.376705 245.819610
216.947545 139.030439 36.325439
238.443793 135.286139 65.609229
217.685978 157.111166 24.846888
30.858906 147.562372 16.554855
254.615784 229.910777 222.971987
235.939803 153.427645 42.261047
246.228856 169.232532 60.062380
250.888669 168.050880 5.353952
6.936709 159.983933 12.663641
13.316696 177.350100 31.815319
24.802456 191.639617 2.023343
30.764966 166.261131 237.890354
34.765142 156.756850 16.711582
87.035592 153.108662 35.886842
46.561760 145.615858 35.540784
110.151343 153.981198 43.419026
99.616920 186.231963 43.331806
96.039985 191.163298 45.699058
98.208119 181.606082 37.771931
83.028038 146.689228 17.527114
52.244330 116.543343 241.156521
42.949276 110.131048 229.042630
172.081998 180.071281 70.952082
122.205129 197.292377 214.989539
137.906430 189.753961 26.671099
145.767524 146.983044 55.178674
171.704023 159.394341 69.278432
154.445222 141.803011 48.261020
106.815496 188.121287 19.464671
145.066084 158.518975 201.759580
149.752043 203.066725 216.447972
168.817246 166.813571 57.535097
148.976131 178.845695 46.707668
198.304340 123.489198 4.266011
212.954506 192.259052 216.670364
255.873720 200.141473 41.179868
16.206291 156.069934 79.071162
8.551671 140.244039 85.274305
252.847871 157.227980 1.880828
241.786570 148.719313 75.180320
228.145490 217.980491 27.197169
255.405536 200.563181 15.505617
7.265602 214.370400 28.201716
13.762859 192.816756 52.244700
11.567853 179.870506 35.309191
58.784522 147.309680 73.378205
67.506481 216.311315 58.431022
60.603258 214.892582 45.242432
38.601226 161.608587 255.604208
71.286415 185.690246 27.834049
32.827527 179.952110 29.223603
68.489512 216.015693 25.279014
40.689583 192.544428 4.274271
81.522447 178.995832 13.312855
119.819949 194.925103 16.216364
96.932337 197.586990 8.662243
66.093692 196.974954 245.222677
109.382084 190.457871 27.143469
101.582709 185.173098 35.833612
133.661154 180.188122 225.405762
191.222823 154.247394 81.216092
213.755764 157.560283 57.566215
196.364722 154.250492 33.625986
215.608541 188.464752 50.042126
212.309014 221.749503 61.104306
173.257259 176.616850 28.315113
165.707436 146.464440 54.234252
192.211722 151.027087 61.291670
239.246910 199.597240 38.107989
248.409359 189.238795 7.402366
240.266531 178.379146 32.656748
239.378575 209.781111 41.869278
220.473512 197.081698 255.470170
242.162077 94.524546 26.511218
212.860757 192.596712 67.036825
198.001594 201.270498 56.887147
30.576641 192.971754 28.375458
42.771472 188.550099 65.071907
21.663455 213.420994 252.613895
10.301498 229.214999 18.094219
53.940118 214.026742 50.664125
50.182482 204.588341 31.399961
54.000566 205.814114 53.737252
63.068260 194.875013 48.894900
72.929919 232.885855 221.250416
103.786325 182.196741 51.688524
114.180137 191.144964 40.405431
66.142957 194.850953 38.107164
51.488565 197.059063 29.843917
123.677983 230.244364 23.136356
139.261770 243.848454 2.496042
106.027905 189.909935 44.017812
155.506591 175.925812 62.833632
166.798175 165.689906 56.738615
188.325150 205.405585 4.902700
182.057358 194.948741 74.115377
194.262561 199.204285 76.230207
133.516812 152.255037 55.608902
178.045100 229.483160 19.979855
195.399322 235.080602 18.786864
198.062172 234.109065 3.686764
231.453272 170.905480 44.981818
245.855788 153.618674 6.726131
7.191654 218.832259 33.649446
222.608479 214.709487 242.809750
1.941809 204.637573 222.720107
225.300197 224.616086 232.031846
33.546221 210.256942 36.139853
13.010581 209.089070 59.354714
30.486418 193.902371 87.940560
29.217077 185.234658 75.696803
24.319822 215.644319 58.476108
6.793537 199.496603 15.291329
80.621604 213.860303 246.269104
89.313660 206.729188 0.992926
110.776212 226.312135 19.598048
94.101004 221.425817 23.457294
14.839682 233.360520 62.018974
103.471140 198.329626 228.311349
117.260094 213.634109 51.399829
120.432655 200.378594 56.149311
171.499942 250.839032 80.428754
170.167346 233.692363 49.110079
127.402779 247.629472 44.670985
146.925809 243.267621 34.514138
151.829134 220.900946 25.975585
106.510124 195.158626 0.869311
137.646576 194.725291 24.547845
188.319966 224.206936 28.563160
92.345656 216.556378 231.784349
98.523086 213.022626 218.899351
204.048282 179.350799 56.629396
240.018916 222.143220 24.700451
220.471730 220.813980 62.881220
205.869682 238.152505 89.442972
158.106597 182.806701 32.977601
211.430729 187.893631 35.109316
181.146410 219.475680 17.927920
92.019104 208.656792 241.052041
92.888344 197.898580 1.367350
226.219639 241.573250 69.334980
227.767733 229.355712 77.906416
10.335299 180.177720 46.775237
246.898118 6.930883 30.430208
234.693322 217.368649 2.336540
250.026341 216.629695 9.414871
232.629033 250.974555 240.315464
248.989007 13.600472 243.675994
53.877700 219.041717 37.287651
4.359386 189.497614 1.747590
40.067054 224.874241 41.738494
36.564938 13.264688 42.635437
45.704763 251.102522 72.099199
35.739315 193.528635 235.880355
77.444393 10.017394 35.269477
71.929663 229.478542 86.208241
108.760424 234.492410 71.386181
41.482505 210.509698 37.980005
56.598260 186.448251 64.524323
66.763133 2.497835 231.076290
36.234176 8.290312 244.712583
103.776241 180.498059 62.601534
100.643624 187.542141 47.045432
133.106106 216.405846 12.631024
126.571075 253.617107 249.056524
158.159605 202.585766 36.951323
172.230395 189.469670 5.006260
95.901483 242.386857 20.311895
142.479913 10.523643 197.638674
90.722651 28.765466 41.973674
105.845702 12.543726 37.084662
173.344576 21.374519 34.677498
157.663798 203.505882 39.276107
177.637275 212.559698 9.531635
148.265253 244.570802 20.210523
180.624400 194.068974 254.601379
186.102311 3.644825 235.296143
191.006027 22.476863 229.012473
158.296312 235.396022 56.775946
162.995576 248.654930 44.166793
247.211901 0.788789 10.018714
5.481620 241.613542 237.966849
252.926625 208.545163 29.530298
241.362118 203.414132 12.361739
218.604789 244.701134 27.094047
14.420687 237.150506 32.952139
28.018508 233.235652 228.112252
54.375529 242.081947 220.738739
6.236451 214.581495 254.911701
24.942941 29.835765 41.972128
23.823409 186.515973 5.286040
242.196309 198.050019 216.876935
52.687384 18.880446 8.906167
119.454467 231.976009 18.042026
125.510530 220.998862 16.983888
90.153567 21.840274 26.134582
147.425995 3.243130 17.755024
158.689381 251.278159 35.947567
160.777701 231.836066 31.559139
134.640468 235.117852 232.605282
181.818440 6.542381 70.520225
122.186454 12.289999 47.603740
151.514156 240.672293 45.078787
153.172834 232.563296 29.796901
193.525555 198.834660 226.325488
194.579948 200.221202 210.374930
206.921826 49.442779 73.404965
216.098382 220.133263 250.434090
195.605916 14.196771 220.784080
188.625214 21.171149 209.112424
211.897215 17.859269 240.559877
195.802293 26.894065 226.333379
10.705375 235.878691 25.889081
15.264531 242.382956 36.766812
41.224205 246.546217 245.259629
10.451598 16.419735 242.617129
58.363523 31.546050 68.574036
41.014640 44.013172 68.254981
47.270124 227.549809 25.144126
41.866871 215.259128 248.776647
40.699140 207.170163 57.162692
55.594812 225.427080 90.227600
79.935165 221.444235 21.758007
64.263393 237.322356 29.053335
128.275254 35.967296 71.189618
117.881977 23.074856 68.209962
80.794622 51.254559 15.310516
90.078902 197.327022 95.286223
102.160975 217.124415 76.757995
126.736795 228.911223 205.874511
109.779604 9.179148 225.502753
167.366678 16.992490 44.681138
122.981194 0.736883 42.541312
129.919809 25.097312 82.932499
163.132144 27.758445 43.648077
187.493510 7.356325 208.871808
159.921210 21.655882 212.757275
195.810524 20.790625 55.774980
204.644427 22.813154 243.518633
181.513537 12.716799 49.306523
192.186998 248.563806 38.887236
255.392715 78.555656 31.738155
21.410430 64.799281 43.293805
248.427859 29.770587 227.039872
232.911198 40.952620 33.856513
175.533487 252.128133 42.489346
186.001991 244.715566 48.240961
16.797101 249.966153 39.756857
24.027451 255.223322 51.510405
244.431282 80.669152 63.898860
9.351812 81.229946 69.110071
41.201163 74.122693 23.204186
43.963524 51.074249 222.072105
96.060960 60.402115 31.826941
76.623873 80.920114 46.905075
79.081191 72.459791 24.512875
85.178969 1.116961 8.191213
108.766444 19.210211 76.273207
98.452684 31.397629 51.273504
98.963473 90.776187 233.458369
47.815570 239.483801 42.912469
53.579153 243.533024 28.888928
152.979995 27.420162 241.921926
83.513134 36.509329 64.724265
96.190716 48.992425 89.594234
131.847697 250.517199 7.564531
212.657262 2.940000 248.260458
177.021317 38.746031 19.156380
241.693056 30.596079 216.311605
13.968018 1.234523 224.105705
5.224983 40.860532 223.973588
26.468258 25.972997 93.897196
19.240118 57.467855 94.787786
24.181886 18.866362 18.440063
35.469518 86.290156 238.889949
36.019483 77.037098 248.731096
71.018201 67.636116 234.389507
111.648282 77.492484 13.912264
97.925974 65.488371 247.989625
120.903184 2.536950 253.559841
110.616528 23.537400 237.267849
72.754532 67.933879 239.941680
157.944536 56.485192 81.379131
174.188519 48.247329 66.351794
140.145367 52.718682 58.393296
149.275087 48.585230 53.116238
157.196898 252.265094 91.147467
169.072173 254.800473 51.574286
181.463044 60.650675 11.243605
198.973750 38.957834 35.906462
173.760018 30.832606 48.085534
228.588751 16.746411 44.499944
215.519624 7.492981 40.866055
191.337435 35.347119 234.274140
231.021849 45.775407 28.567585
241.185074 50.915023 14.236032
64.755699 67.731619 222.024210
101.960456 64.290072 11.146840
48.383117 49.192833 36.089378
95.277607 69.953343 237.057624
102.886595 98.509550 2.450865
78.003062 55.380828 16.783447
134.334471 83.497890 237.493495
142.020925 102.166204 227.622266
137.654191 56.463696 44.893435
171.520746 38.588260 45.933188
170.060094 26.099354 15.278422
189.541335 86.444752 36.214659
213.494075 112.768839 37.749344
219.675080 107.454204 33.086062
174.579683 62.119091 17.128971
35.700108 25.616220 19.249003
228.125326 82.371079 12.729216
17.005256 77.387948 14.303416
65.952697 72.455668 223.489372
74.493400 63.426830 213.452418
93.855650 127.473884 203.597837
110.051421 67.726547 46.477430
124.919147 74.511023 66.092219
133.185352 78.841811 32.062591
135.730569 86.201922 22.677276
144.607866 74.528960 34.814406
142.521194 93.626488 20.783508
167.368045 69.070676 47.847916
137.653344 20.128729 248.154106
165.350198 52.252498 254.668353
162.602290 67.067599 32.261031
2.971264 59.623323 39.633499
244.300253 39.860912 56.469683
210.031114 69.864474 3.173018
194.075736 104.155700 77.069893
28.294124 43.420713 37.751909
244.191779 40.412234 214.878167
21.665141 62.541790 232.634255
31.833622 129.344860 15.956868
84.893485 107.391175 16.246315
52.209375 72.095690 19.002145
62.939631 102.780144 56.820999
70.150761 98.179440 75.809459
50.168645 57.958158 15.794837
91.302181 116.069276 18.028810
44.039703 95.481047 53.165225
58.088642 102.833252 49.946403
142.181487 111.371150 61.558899
149.253566 129.651896 72.362960
143.322446 85.368138 62.715844
149.958974 80.184197 58.077659
170.199249 70.227185 24.946331
194.984359 79.873972 41.524136
194.981672 96.461902 33.386393
3.874797 92.754174 34.246636
180.391598 50.913456 249.632395
192.044726 116.283797 21.311212
198.729526 97.477378 24.027764
224.177555 51.839705 253.582413
231.337259 77.027327 64.288454
243.113376 70.846068 54.500565
218.332026 53.377122 59.211159
247.252661 89.045978 32.604718
2.209278 83.446230 253.743120
66.627078 66.806028 72.746259
54.404194 49.764656 44.545637
233.397521 113.987709 53.601756
6.608433 123.109447 71.164623
14.835473 97.057607 57.291853
253.241324 73.217598 50.904072
74.748788 119.796063 52.050912
27.086789 104.757215 68.783534
12.954212 117.510178 53.427691
42.443574 95.383105 249.988461
61.275335 86.766359 31.286635
68.242471 100.688430 17.764491
52.581792 127.428914 6.679962
86.207636 84.466490 39.577636
116.881750 130.785777 26.666913
54.080643 111.860797 1.933720
145.362449 59.054304 32.294562
121.457115 65.221774 4.043269
114.868632 85.319591 1.532624
177.973325 118.815963 36.751324
148.555385 80.976236 75.050000
185.559828 107.713227 26.191535
184.227564 103.865786 59.169796
164.172320 97.692279 60.007013
146.249113 124.994742 234.973651
255.804453 67.369734 42.176578
233.673225 99.218525 43.578349
227.473635 120.411679 44.389423
19.365702 139.968718 68.524164
30.308432 146.109082 63.229694
238.133942 120.128068 81.421164
252.634461 123.617657 255.954421
32.615637 112.174809 22.586723
31.385552 180.949303 47.513202
70.017759 145.469763 38.931887
133.922995 162.138623 98.907029
105.304635 152.041820 95.401929
108.394363 136.927561 54.430189
73.330272 148.304058 51.742204
94.600171 127.603750 7.962439
72.733757 131.912817 241.396406
114.208479 141.919137 44.315465
123.611595 145.800231 34.579429
118.509340 81.024207 39.726119
132.542565 117.055815 28.406368
132.245640 131.109272 33.164759
162.651488 196.820070 17.991274
136.337948 185.154034 0.605628
128.670925 105.331409 23.425463
188.121930 116.881418 16.743153
181.844997 119.143755 27.880625
239.128093 138.268712 236.819054
227.534562 132.536837 227.990569
173.880460 131.167937 52.450709
163.465558 166.604975 55.941339
243.742729 120.659116 66.077497
220.365754 139.386065 68.481591
24.932287 146.081068 56.140349
10.496665 132.298955 54.242328
51.255814 159.354834 26.647606
39.961244 133.959831 231.013421
108.291125 112.922342 241.464711
15.472281 141.561262 57.451912
131.903323 147.218763 21.732443
169.706900 126.650547 46.477793
149.222952 124.400756 49.243016
140.271258 126.505019 28.543310
188.369674 149.051598 36.768724
148.888450 131.461444 46.560217
148.318218 158.650071 248.444804
187.761463 89.076746 249.038646
242.093504 148.561322 251.854494
212.331251 168.962341 240.830877
230.139263 122.081217 43.254467
230.696908 156.985828 17.228591
2.410534 147.835932 57.751505
10.011356 108.629719 59.832509
251.567312 89.174209 39.480643
66.830715 131.855326 33.674499
58.016878 109.816685 247.516892
52.553064 149.645537 34.478385
82.519940 184.505774 28.185223
124.661092 232.292779 236.005973
109.601897 196.888798 254.068409
89.789942 160.245377 45.507127
117.197152 166.823900 235.998922
122.211141 142.552105 239.447838
146.182707 172.133867 7.373729
196.507588 167.398602 54.813752
183.222200 175.459641 50.575880
148.761582 176.676409 39.927893
163.211741 162.660918 43.077232
150.181179 134.126150 12.235231
192.719855 7.340111 232.193060
213.132417 159.553247 11.774762
0.297837 104.327015 60.281940
208.164890 143.518881 79.252872
236.536645 155.020349 76.061003
203.476105 152.755653 19.901700
219.273840 179.342353 14.155597
38.190747 149.311597 34.387279
4.903704 234.527757 30.768955
34.474555 132.065400 63.910084
46.033519 133.112610 50.400343
47.959255 157.089427 32.697804
64.260768 142.642500 214.502293
67.690058 122.763393 231.515180
101.152320 151.288249 27.097035
64.025980 137.908639 24.194227
109.281527 172.989465 41.910804
97.641248 150.157093 247.410962
184.458692 198.799475 226.367067
145.151283 125.317342 54.405907
101.507088 140.988560 45.969714
195.837139 141.896867 4.303490
171.008680 160.039934 73.356113
159.682894 150.712792 44.037653
199.218490 196.883537 29.274893
217.367134 218.269423 42.311937
230.243997 215.195779 34.882626
207.044382 208.111031 77.229498
204.690899 217.634612 78.251961
241.897772 138.443217 2.061152
187.148313 218.165669 48.704799
185.260728 203.983960 68.093640
216.613104 201.818839 3.034679
9.083758 201.219701 14.914453
14.081457 209.947876 50.164801
37.206948 179.165821 33.288662
27.667688 202.765294 32.444536
43.354615 152.464263 29.952519
19.955887 163.118486 2.893283
35.294148 137.456440 254.546610
80.176583 170.488514 79.624858
113.118910 168.681214 81.860476
41.110940 176.276345 11.184171
57.297466 180.665331 58.847110
58.311948 199.287830 73.282960
105.821072 239.122558 244.585268
98.652963 211.335116 36.155607
89.923817 230.849147 46.045119
132.082422 206.736245 15.809315
123.010673 153.825009 42.282283
132.232913 154.269217 32.414465
190.955546 208.405931 66.031115
156.187225 188.513493 51.395917
162.196712 142.683530 20.607802
152.020590 209.342741 11.079608
151.896566 147.895455 217.051502
147.698590 156.539187 213.152265
176.770156 197.580830 3.757962
168.806345 148.706119 41.711823
181.896858 164.810636 47.107070
249.309078 156.087273 24.390856
202.671586 155.251451 54.914970
224.449323 174.703849 45.775163
219.225876 166.232119 59.649522
239.671663 204.640132 12.901163
25.508449 190.659052 251.033640
99.598564 216.483999 41.591345
242.744465 247.598477 29.253976
46.737959 216.066913 8.597502
6.272079 168.272435 253.734548
18.689968 147.511476 245.815531
34.793774 241.047142 30.339250
39.951420 203.259465 51.826963
42.922447 223.241395 44.600982
88.815233 231.348897 18.939891
90.100029 36.055502 11.845809
62.267081 243.760690 46.655376
91.458367 172.939043 66.249090
61.776634 209.999357 10.113720
123.616554 237.049790 62.545300
121.942478 196.846623 69.089287
154.563000 182.828052 2.223283
146.627997 199.792747 49.374901
138.355764 193.120122 24.645542
162.775646 151.648827 63.288566
186.859394 212.526010 235.304857
162.456024 177.527558 55.710427
168.498837 175.786426 60.332161
180.804928 182.014970 22.305671
179.235713 174.441082 21.141634
209.275125 232.376258 22.146601
209.297529 175.287403 17.779480
248.491864 186.650181 62.393589
240.132191 237.031024 55.711521
236.625617 247.133106 49.271508
246.879100 216.075069 52.609858
230.320086 227.709506 59.017323
15.548987 184.382240 243.893485
7.328783 200.864127 50.651017
246.210462 179.672906 43.540200
10.067758 239.639979 203.728242
20.839752 228.490300 207.614127
60.280601 178.210240 35.139821
15.683647 234.758584 10.126032
34.822320 5.923094 40.553962
109.194530 249.144149 62.326855
76.647794 163.209847 12.944412
60.862807 195.642651 39.309753
69.704491 190.767501 33.418892
88.735195 202.014824 39.566144
80.504840 208.480095 24.670904
119.190408 1.660952 65.343739
106.374247 206.101682 44.276297
140.588944 209.884049 60.311431
145.178015 176.343148 4.582794
173.087614 222.502691 27.644698
182.477564 216.757578 37.698324
192.667860 254.650199 32.580557
205.694839 234.786918 27.586118
149.701448 181.880026 29.983601
175.816630 171.859181 7.631495
254.474638 237.431550 51.298314
222.287281 185.646670 80.083605
216.117034 186.055268 59.069140
247.832184 11.807883 20.003027
240.153329 2.171280 25.696981
245.825911 3.672627 25.971746
6.740808 249.957652 11.600189
5.980860 243.096929 6.720109
223.367681 230.961093 210.311996
32.311003 246.084798 22.257253
24.189814 220.142775 22.559068
252.902579 211.795596 37.635799
8.784521 248.762416 17.853230
46.895971 255.652728 65.282964
26.700856 225.907531 59.616376
111.434277 182.517796 54.062321
105.248450 187.094413 61.354768
125.808986 232.746782 30.144215
123.895671 233.496558 3.926263
165.549428 236.487962 43.042311
157.983772 205.473731 43.420429
166.330004 179.349318 45.669699
134.781813 7.888885 232.991034
166.535538 16.468869 70.534257
165.081164 18.823048 80.153304
176.617855 194.580545 75.212003
190.323146 208.571342 101.308038
146.024989 242.284865 74.785673
221.977035 204.907338 14.768705
171.765914 231.093838 220.733773
179.882606 210.334408 194.424170
25.584307 161.494064 2.835203
4.175920 247.350489 15.073782
237.998241 196.141991 12.337433
224.142670 15.289213 48.870973
242.568005 17.949201 45.525383
