ID X Y Z
821 84.668680 24.874203 99.453542
822 84.709815 24.417795 10.767904
823 85.151706 25.424992 21.695268
824 84.641617 25.159908 33.086947
825 84.728147 25.092038 44.801108
826 84.954258 24.307159 55.920105
827 84.352146 24.941511 67.264865
828 85.241976 24.669294 77.366682
829 85.605517 24.702230 88.875331
830 85.629793 24.968886 99.758566
831 84.668680 34.874203 99.453542
832 84.709815 34.417796 10.767904
833 85.151706 35.424993 21.695269
834 84.641617 35.159908 33.086948
835 84.728147 35.092038 44.801108
836 84.954258 34.307159 55.920105
837 84.352146 34.941512 67.264865
838 85.241976 34.669295 77.366682
839 85.605517 34.702230 88.875331
840 85.629793 34.968886 99.758566
841 84.668680 44.874204 99.453543
842 84.709814 44.417797 10.767904
843 85.151706 45.424994 21.695269
844 84.641617 45.159908 33.086948
845 84.728147 45.092039 44.801108
846 84.954259 44.307160 55.920105
847 84.352146 44.941512 67.264865
848 85.241976 44.669295 77.366682
849 85.605517 44.702231 88.875332
850 85.629793 44.968887 99.758566
851 84.668680 54.874205 99.453543
852 84.709814 54.417798 10.767904
853 85.151707 55.424995 21.695269
854 84.641617 55.159910 33.086948
855 84.728147 55.092040 44.801108
856 84.954259 54.307161 55.920105
857 84.352145 54.941513 67.264865
858 85.241976 54.669296 77.366683
859 85.605517 54.702232 88.875332
860 85.629793 54.968889 99.758566
861 84.668680 64.874206 99.453543
862 84.709814 64.417799 10.767904
863 85.151707 65.424996 21.695269
864 84.641617 65.159911 33.086948
865 84.728148 65.092041 44.801108
866 84.954259 64.307162 55.920105
867 84.352146 64.941514 67.264865
868 85.241976 64.669297 77.366683
869 85.605517 64.702233 88.875332
870 85.629793 64.968890 99.758566
871 84.668680 74.874207 99.453543
872 84.709814 74.417799 10.767904
873 85.151706 75.424996 21.695268
874 84.641617 75.159912 33.086948
875 84.728148 75.092042 44.801108
876 84.954259 74.307163 55.920105
877 84.352146 74.941514 67.264864
878 85.241976 74.669297 77.366683
879 85.605517 74.702233 88.875331
880 85.629793 74.968890 99.758566
881 84.668680 84.874206 99.453543
882 84.709815 84.417799 10.767904
883 85.151706 85.424996 21.695268
884 84.641617 85.159911 33.086947
885 84.728148 85.092041 44.801108
886 84.954258 84.307163 55.920105
887 84.352146 84.941514 67.264864
888 85.241976 84.669297 77.366683
889 85.605517 84.702233 88.875331
890 85.629793 84.968890 99.758566
891 84.668680 94.874206 99.453543
892 84.709815 94.417799 10.767904
893 85.151706 95.424995 21.695268
894 84.641617 95.159911 33.086947
895 84.728148 95.092041 44.801108
896 84.954258 94.307162 55.920105
897 84.352146 94.941513 67.264864
898 85.241976 94.669296 77.366683
899 85.605517 94.702232 88.875330
900 85.629793 94.968889 99.758566
901 94.668679 4.874204 99.453543
902 94.709814 4.417797 10.767904
903 95.151705 5.424994 21.695268
904 94.641616 5.159909 33.086947
905 94.728146 5.092040 44.801108
906 94.954257 4.307161 55.920105
907 94.352145 4.941513 67.264865
908 95.241975 4.669295 77.366682
909 95.605516 4.702231 88.875330
910 95.629792 4.968888 99.758566
911 94.668679 14.874203 99.453542
912 94.709814 14.417796 10.767904
913 95.151705 15.424993 21.695268
914 94.641616 15.159908 33.086947
915 94.728146 15.092039 44.801108
916 94.954257 14.307160 55.920105
917 94.352145 14.941512 67.264865
918 95.241975 14.669295 77.366682
919 95.605516 14.702230 88.875331
920 95.629792 14.968887 99.758566
921 94.668679 24.874203 99.453542
922 94.709813 24.417795 10.767904
923 95.151705 25.424992 21.695268
924 94.641617 25.159907 33.086947
925 94.728146 25.092038 44.801108
926 94.954257 24.307159 55.920105
927 94.352145 24.941512 67.264865
928 95.241975 24.669294 77.366682
929 95.605516 24.702230 88.875331
930 95.629793 24.968886 99.758566
931 94.668679 34.874203 99.453542
932 94.709813 34.417796 10.767904
933 95.151706 35.424993 21.695269
934 94.641616 35.159908 33.086948
935 94.728146 35.092038 44.801108
936 94.954257 34.307159 55.920105
937 94.352145 34.941512 67.264865
938 95.241975 34.669295 77.366682
939 95.605516 34.702230 88.875331
940 95.629793 34.968886 99.758566
941 94.668679 44.874204 99.453543
942 94.709813 44.417797 10.767904
943 95.151706 45.424994 21.695269
944 94.641616 45.159908 33.086948
945 94.728146 45.092039 44.801107
946 94.954258 44.307160 55.920104
947 94.352145 44.941513 67.264865
948 95.241975 44.669296 77.366682
949 95.605516 44.702231 88.875332
950 95.629793 44.968887 99.758566
951 94.668679 54.874205 99.453543
952 94.709813 54.417798 10.767904
953 95.151706 55.424995 21.695269
954 94.641616 55.159909 33.086948
955 94.728146 55.092040 44.801107
956 94.954258 54.307161 55.920105
957 94.352145 54.941514 67.264865
958 95.241975 54.669297 77.366683
959 95.605516 54.702232 88.875332
960 95.629792 54.968889 99.758566
961 94.668679 64.874206 99.453543
962 94.709813 64.417799 10.767904
963 95.151706 65.424996 21.695269
964 94.641616 65.159911 33.086948
965 94.728147 65.092041 44.801107
966 94.954258 64.307163 55.920105
967 94.352145 64.941514 67.264865
968 95.241975 64.669297 77.366683
969 95.605516 64.702233 88.875331
970 95.629792 64.968890 99.758566
971 94.668679 74.874206 99.453543
972 94.709813 74.417800 10.767904
973 95.151706 75.424996 21.695268
974 94.641616 75.159911 33.086948
975 94.728147 75.092042 44.801107
976 94.954258 74.307163 55.920105
977 94.352145 74.941515 67.264865
978 95.241975 74.669298 77.366683
979 95.605516 74.702233 88.875331
980 95.629792 74.968890 99.758566
981 94.668679 84.874206 99.453543
982 94.709813 84.417799 10.767904
983 95.151705 85.424996 21.695268
984 94.641616 85.159911 33.086948
985 94.728147 85.092042 44.801108
986 94.954258 84.307163 55.920105
987 94.352145 84.941514 67.264865
988 95.241975 84.669297 77.366683
989 95.605516 84.702233 88.875331
990 95.629792 84.968890 99.758566
991 94.668679 94.874205 99.453543
992 94.709814 94.417798 10.767904
993 95.151705 95.424995 21.695268
994 94.641616 95.159910 33.086947
995 94.728147 95.092041 44.801108
996 94.954257 94.307162 55.920105
997 94.352145 94.941513 67.264865
998 95.241975 94.669296 77.366683
999 95.605516 94.702232 88.875330
1000 95.629792 94.968889 99.758566
