xlink_x	xlink_y	xlink_z
22.7981	37.9624	212.0232
165.8192	11.6449	113.5024
180.8227	207.8755	160.7291
128.1161	17.6941	120.3794
199.7938	88.5866	132.5433
91.3851	134.5133	43.0250
76.4154	9.4009	9.8987
76.3060	81.6110	168.3092
187.1004	98.6689	188.1941
202.5422	185.8180	102.4383
2.8683	178.6567	168.0876
250.3927	182.4965	55.2354
171.5372	17.8544	5.3749
228.7019	90.8287	224.6071
162.3120	177.3415	163.3119
109.7572	24.4121	49.5263
114.1415	87.1639	58.3996
111.9814	89.6955	223.9713
190.8179	127.5732	53.3078
254.2656	51.6980	126.9430
128.5149	207.0807	130.1308
179.3786	179.5999	153.2924
142.0438	71.6490	156.9418
102.6869	174.6358	36.2253
162.8371	98.7350	135.8215
184.8165	143.1020	141.0203
162.2081	63.4574	25.4654
170.4102	83.3001	30.8481
88.1290	133.8880	147.5518
25.0348	155.3740	196.2809
203.3162	201.3782	193.1519
226.6462	246.6793	66.8963
85.8659	5.8977	169.0715
101.5620	99.7658	58.4952
212.1213	57.2170	108.0209
164.9770	186.0037	139.6290
76.4384	70.9237	8.1695
135.6068	252.7009	246.1413
62.8115	87.4060	166.4402
201.0573	179.4143	10.0112
32.8132	224.8945	221.3461
56.5032	185.3804	63.9665
161.2674	34.6753	50.9917
215.8193	96.3558	66.2468
18.6537	213.9768	194.9535
164.6664	233.8315	188.3758
243.4772	139.6016	46.4220
198.8394	29.5980	137.3157
61.3536	146.6482	148.6191
112.0563	185.9036	187.5300
120.9096	116.2150	46.6793
167.3201	188.2333	127.4948
185.1732	185.9131	118.7603
82.5510	108.5492	189.1753
250.7627	5.1532	3.8993
56.6153	231.4926	5.0597
149.1443	218.0710	119.2101
174.4203	56.6693	242.7893
24.2578	60.6975	11.4467
53.3582	222.1389	224.3381
25.3303	145.2690	244.1371
64.5516	232.8277	218.2908
158.9138	212.5178	194.4972
114.2201	97.7979	125.2875
246.2831	237.3199	29.3477
224.8706	179.4319	169.8888
16.8584	77.6122	7.1960
243.7290	4.8751	104.1616
4.3418	207.7321	89.4538
34.0983	127.9471	116.8134
9.3417	159.8212	225.0926
114.4448	190.8468	144.8453
183.6145	52.3120	55.0079
73.6512	23.7221	138.4514
196.6840	177.2836	79.7841
127.8846	140.0544	22.7037
48.0559	109.0080	56.3223
98.2230	77.3900	11.1299
200.7424	173.5174	117.6762
233.2797	192.4271	248.8654
129.3794	6.1202	223.1633
27.3411	107.9255	7.6453
97.0235	204.3465	70.0480
113.1707	62.3137	105.1882
128.9349	186.8976	119.5803
30.2491	251.7500	32.5462
234.1533	158.7830	100.2580
74.9235	11.7578	124.8046
1.1036	7.7867	35.3304
218.9349	250.4478	18.7836
0.1360	130.0465	112.8411
71.8229	48.6601	45.2469
33.4712	42.2329	176.2195
190.7731	81.1050	7.6131
59.3162	153.5643	86.4593
19.2518	88.4249	127.5348
216.7590	188.3253	246.7135
198.6476	98.7262	165.0637
191.3261	60.5652	234.4095
44.2821	171.9647	64.7773
60.5996	191.7401	12.5027
100.9111	28.5873	165.0264
70.0363	149.0090	196.4130
212.0366	162.8707	69.3786
7.0125	142.8008	112.8887
24.8507	17.0094	223.7323
252.6489	201.1789	155.7515
135.9930	170.6384	46.0333
241.5889	209.8045	113.6736
216.2651	238.9665	95.9726
1.1158	5.2414	23.2362
199.5813	103.9257	167.1144
99.6048	127.0162	204.5326
120.8465	239.6953	124.5548
8.2364	54.0438	225.7775
80.4381	35.9762	43.6195
240.2003	145.6776	91.2166
16.8779	69.1856	3.5259
159.3736	182.1822	140.6505
23.9345	162.3651	74.8596
55.8659	178.3425	10.6519
73.4548	72.2048	88.1767
204.5745	71.9221	130.3102
81.9280	148.0230	201.9252
24.2413	35.8440	220.7423
89.4817	183.9088	239.9169
94.4433	25.3994	48.7371
204.6895	75.9256	75.3368
85.9282	108.5500	125.8474
39.0187	217.6112	24.0292
138.9342	158.0341	169.3254
150.8150	59.6151	95.8118
177.9051	150.4751	69.5335
64.4839	160.3499	111.5908
40.2422	216.4242	51.1961
46.5918	163.1190	176.6636
25.1723	214.4008	146.3491
73.4624	90.5919	126.9880
79.2394	238.5189	179.7683
242.2225	202.1222	71.0775
59.4953	117.4088	86.7755
49.7814	204.6253	94.6332
177.5761	121.8064	117.3353
48.1491	240.9435	231.2091
193.5879	226.7357	240.2366
52.4819	18.6999	221.9672
237.3383	171.2566	247.1827
24.2470	134.0998	90.3769
32.3370	96.6758	98.3919
96.5691	178.0468	33.9466
100.7475	226.6046	246.6395
5.0657	156.4986	114.0943
116.0826	68.1116	23.5943
114.9766	218.9791	191.6044
188.6063	177.6728	240.2975
53.0486	182.1225	14.7301
101.6647	3.0026	109.8055
49.6634	225.6193	213.7054
243.8013	109.6213	225.9727
61.9944	148.3552	90.5898
184.8986	247.0986	200.9773
235.3208	176.7595	28.6668
166.7228	217.5705	140.8964
129.3637	54.9090	112.5084
235.9460	252.3860	79.0513
246.4485	121.7737	122.1898
63.2746	85.2972	128.0088
106.7774	99.4326	75.2653
176.3431	160.5773	13.5859
227.9487	138.3290	189.1273
119.0700	143.6018	39.7747
182.7768	175.1396	241.0068
33.4796	171.8229	81.8654
72.8499	40.4081	38.7666
32.1165	205.0265	4.7454
215.2716	194.7151	2.5212
207.7389	216.0815	119.7029
104.3629	170.9638	28.4974
165.3771	240.0060	224.7813
176.3557	82.4277	226.6257
243.2960	43.1324	135.8138
192.4976	79.4151	36.5112
87.3710	30.2473	65.3959
15.8206	31.2205	210.3995
45.1466	210.2300	84.3814
55.2711	138.6908	169.4988
149.9103	85.6889	114.7550
198.6423	184.6587	65.4317
197.2653	180.1262	87.7399
167.4643	121.9369	201.7369
179.3801	191.5098	253.3032
237.5536	108.7788	128.0847
130.3114	14.4605	151.9491
102.7913	115.7725	201.7473
3.5118	213.2756	252.6416
31.9824	4.6469	206.6317
146.1480	206.6921	178.3006
170.5752	6.6724	202.9932
70.3055	174.3959	44.3290
155.7276	84.5308	233.4823
173.6126	80.8067	24.3990
9.5486	94.1911	45.1725
244.4517	83.5894	9.4153
93.7062	225.6920	190.4454
167.2766	108.6040	123.7503
2.8985	157.7163	116.4234
243.8770	125.4515	85.3952
104.1755	185.2106	149.9947
10.0261	66.4669	175.1967
99.5931	141.2250	56.4058
78.5664	91.0265	219.1004
153.6191	36.2789	132.8170
113.4013	21.0091	2.3570
95.3494	114.7917	233.5301
187.0343	185.3334	147.1255
98.8864	90.5320	166.6350
11.2752	101.4840	241.4559
145.8191	39.9933	80.2702
6.9202	60.5787	76.9650
83.1242	3.2308	146.4082
100.8800	91.0238	194.6481
123.8673	81.3963	8.5541
1.9971	137.7468	202.9372
1.1580	44.5031	215.5766
197.6437	178.3102	169.4816
3.5120	209.2004	41.9435
14.2127	252.7829	96.1386
186.4821	9.3556	96.7735
218.1520	91.2216	41.7811
43.5121	37.6784	197.2961
185.2286	210.7205	45.0682
86.2919	80.0394	5.3880
209.2819	246.8762	249.5433
7.2255	155.2918	111.7598
230.7687	2.3883	139.8649
222.2517	164.9633	108.6511
146.5033	163.1021	195.6918
141.7658	166.0085	161.9204
215.1542	161.1349	157.8063
71.0236	93.9888	205.8371
31.6601	245.6102	56.8665
158.1086	109.8084	47.4215
199.2866	49.5581	245.8504
20.2547	241.1210	18.7685
20.6197	149.3957	242.1986
193.1191	56.8148	37.0727
47.8125	50.8998	176.5045
221.8846	176.7463	249.4443
234.9057	92.9151	106.1894
0.8371	231.0494	78.1346
176.3795	36.6845	30.4404
171.3042	192.9301	207.9316
17.9161	217.9601	212.7641
187.1070	204.9497	129.8826
163.2142	212.2936	189.7355
29.5084	52.5833	210.2250
15.3798	147.5122	115.3667
86.6458	233.1914	212.5591
176.2785	120.6034	127.8868
55.2031	84.1698	254.0510
194.6530	255.3740	186.6768
50.8720	226.8605	195.5308
220.2330	223.2331	170.2697
22.5757	112.1297	121.7930
228.5218	254.2930	26.3731
63.1206	67.9007	20.2191
120.6290	202.4333	165.3320
22.8560	124.8315	62.8819
134.2328	54.7773	139.3567
80.8972	182.7824	110.8386
66.3540	217.6961	132.1793
238.9114	232.5275	66.5896
101.2270	46.4655	231.3883
7.8125	81.5531	67.4598
47.9678	88.6761	55.2862
132.3715	107.5323	118.1628
246.0342	213.6644	120.3330
177.6469	189.9452	242.9169
94.4908	67.2252	168.2232
70.5172	91.5916	46.8008
85.4460	196.2797	134.4535
204.8859	92.3397	188.2976
57.2647	85.5035	27.2922
244.1530	51.4189	60.6779
127.1029	146.2945	129.6878
19.6282	61.5015	33.7516
40.5358	247.4702	253.6612
163.9112	122.3731	73.2877
68.7362	31.1632	16.1333
170.4585	160.1119	50.7827
68.2483	3.1157	119.4750
95.0840	88.3625	51.9465
50.6103	157.8486	58.3059
188.8077	171.4132	217.9629
22.8371	133.0765	60.7151
140.0431	69.5200	161.3359
212.0337	168.6425	156.2210
35.7736	194.2196	210.4995
142.5550	86.1935	108.5633
203.0107	179.8185	10.5404
5.3383	11.3116	251.0043
130.5824	199.0220	230.8325
166.3347	209.7711	95.8592
135.6092	233.0223	108.0903
5.1893	167.6660	137.4954
3.2369	110.1577	106.4632
128.2053	6.4125	223.0491
217.0577	178.3595	147.9769
181.9601	94.6740	247.4242
60.3754	60.8329	43.0526
131.4414	177.3850	115.6622
43.1522	133.8615	109.3303
53.4462	163.7744	34.7585
138.9196	243.0712	221.7945
122.5805	239.2234	193.8431
169.3027	106.7586	181.9305
202.5288	150.6690	236.4392
77.3548	75.3475	101.9081
207.1820	57.0609	180.3345
245.7368	22.1513	65.0093
227.0987	251.1920	68.5557
47.0196	236.2592	137.0041
170.1248	110.1838	126.6956
2.5325	211.2724	21.1253
17.5722	219.7167	110.7856
39.3687	104.3663	222.9748
253.2146	23.8167	110.3978
9.4332	224.9365	248.8676
33.2496	199.2717	188.4616
150.3893	131.9331	68.1264
231.7099	219.8357	147.4302
125.1100	167.7324	126.3331
131.5751	57.5343	43.6934
8.4199	35.3907	25.1457
105.4034	225.3246	222.2900
177.5842	186.4087	164.9949
183.9725	20.7510	24.9269
99.5782	116.3635	11.1353
107.9924	5.0569	22.1972
243.6656	59.4467	24.1739
94.0478	64.0002	116.6805
234.0645	91.9209	233.6189
146.9875	226.0925	105.5270
237.6755	189.7177	116.3397
157.0668	33.0052	191.4089
196.0659	70.0153	37.3963
123.7380	212.2243	119.0505
47.6733	81.8855	88.8897
203.3266	85.2473	209.9030
208.1376	212.4972	243.5592
185.8961	71.4926	184.7743
9.1588	69.9484	47.0794
88.1475	179.5336	118.4299
241.2859	19.1811	8.1960
219.6931	152.4356	79.4829
116.2740	31.5650	245.9536
90.9624	162.4683	42.0680
111.3692	153.7128	76.2794
57.2822	179.6746	2.6460
152.9064	63.1165	76.4866
13.1905	98.5463	126.0770
174.6335	98.1484	144.4403
191.5832	240.6435	43.4266
76.0263	231.5461	138.6607
187.4209	110.5759	225.0331
178.0553	144.2150	208.4326
235.1534	78.9790	61.0854
132.9613	42.2343	82.9553
131.8791	93.5809	12.3901
208.1761	163.4581	18.4774
114.1646	160.0457	230.2388
77.5342	223.1407	203.7199
16.8885	21.6444	145.0149
229.6746	77.0561	119.4508
79.4838	231.0458	240.7123
166.7690	115.5277	104.8151
182.6862	5.1776	194.4928
110.4051	250.8884	147.7515
19.7517	84.4815	255.2152
68.3996	206.0051	127.7906
133.5606	92.1927	95.1148
72.3619	191.2933	58.8888
247.0450	206.6238	47.3321
82.4557	89.5244	73.8930
188.3721	168.5737	182.7857
182.7237	164.4642	160.3310
64.9095	143.5548	204.9703
90.8071	92.5484	164.1502
2.7326	183.8343	24.8037
27.1617	207.8181	112.6779
119.5065	233.7083	218.2883
117.8198	168.2446	71.7912
189.4295	1.3497	96.9240
57.5104	229.2747	29.6722
250.2962	26.7311	23.0197
98.9039	253.6124	126.2860
180.6432	150.1687	37.6948
137.1699	219.1012	59.8109
104.3979	105.2678	80.5271
185.2714	228.4386	182.4046
27.1862	170.7634	147.3818
163.8403	212.5510	192.5718
96.1960	29.9588	79.1322
165.3918	252.6754	73.6621
173.2183	96.9256	125.3167
96.4083	142.2755	179.2279
98.6591	109.6595	104.6641
162.6105	35.8988	31.4064
139.4761	235.3341	227.2011
19.3737	164.9096	250.5121
135.7404	44.0940	53.5895
225.3902	90.3888	97.3328
49.3411	5.0842	59.3681
217.1396	105.0460	175.4227
110.9823	204.4805	37.1293
111.5223	234.7025	207.7555
50.8271	144.0208	252.0121
12.3616	227.9455	133.7218
124.0609	245.3545	87.2992
160.1142	172.4529	89.9573
9.9943	57.7425	80.2466
220.7327	79.4465	90.9591
114.9143	2.5689	71.8134
114.6872	239.8498	201.2393
193.4636	135.1612	182.8419
64.1292	15.2328	164.2483
241.4389	28.9706	140.9292
129.9190	165.0501	89.5746
39.4386	179.5550	195.0308
58.5375	185.0075	252.3944
184.6621	11.4948	61.8010
160.9672	50.2900	36.3474
24.2630	105.4412	101.8542
90.7327	92.1437	190.3611
161.8841	128.0861	132.8576
125.1570	198.8752	224.9804
56.0860	255.4799	20.1365
197.8078	251.0499	142.0198
32.5288	120.0211	57.6803
81.7730	78.6738	9.2472
131.5617	193.8091	197.7531
95.6701	94.8502	162.7916
124.0041	227.9159	55.0273
48.9418	194.3317	21.7746
34.3829	111.0049	72.9346
15.5008	57.8102	26.7116
168.3621	176.0550	43.5923
21.0914	150.8936	101.4126
103.1616	99.2403	72.1870
255.6156	95.8651	69.3290
131.8638	195.5396	175.0405
236.9041	51.4274	178.3279
81.8394	193.4108	123.1458
197.5814	244.7588	206.5814
213.1161	45.3007	48.2910
12.9884	223.7506	40.0807
125.8639	24.1115	110.5720
66.0748	56.7488	199.9024
222.9841	47.8163	236.0936
2.1019	220.3077	130.4704
140.6079	220.0126	189.6617
43.0373	206.4290	20.4113
141.2327	42.1212	100.7262
100.5676	94.4785	15.5912
170.0125	226.7398	49.5294
178.8041	243.3066	226.7988
236.2015	188.8980	51.7075
21.8216	188.6424	92.3500
151.7067	158.7740	237.1255
74.0854	240.0099	165.9564
91.0408	221.9013	181.3791
189.6265	90.1270	89.7824
41.2279	137.3025	12.4613
225.9489	36.7326	7.3330
199.9179	51.3301	173.0738
224.2085	209.3655	110.4145
113.4584	30.1649	99.8108
222.3482	178.5238	157.9269
159.2400	185.1255	215.6848
8.8588	20.8852	70.0632
198.4623	26.3498	31.3958
120.8159	232.3963	165.8211
58.3553	231.1184	183.4481
167.5904	115.4223	253.9427
55.5165	187.2221	15.3708
56.8685	253.4948	98.3404
38.7770	153.2322	32.7347
15.6835	164.7729	56.0009
187.5969	220.7866	3.3016
44.9749	39.7825	173.5901
17.1147	47.3270	94.1838
81.1804	225.7955	146.7859
155.8978	117.8127	155.5082
5.7134	169.2559	249.0380
247.1081	221.8771	188.2978
155.1230	4.6895	2.4711
140.4387	157.6776	53.3530
13.9173	111.8596	40.2170
216.2249	184.4085	230.8106
181.6201	88.7326	174.2182
46.5657	97.4073	21.8376
81.6720	110.6850	245.3542
239.7510	120.5475	154.7914
69.5343	3.7812	124.3220
235.2203	135.9150	128.7612
74.8832	141.7989	34.6444
120.7026	241.3493	195.0865
225.0928	68.9346	224.2837
181.6297	2.3445	203.8258
171.9242	76.3564	173.9672
123.9062	195.9361	173.5687
209.4960	62.2781	112.9631
75.1972	141.9579	39.4269
80.2562	189.7740	115.0671
183.2158	211.4143	222.1203
65.0424	108.1158	105.8827
98.3695	195.4879	86.9169
223.7436	65.4237	180.9576
26.6498	52.2461	177.1739
84.9905	30.8222	34.8113
170.1745	12.7216	146.1461
251.8225	49.6676	181.7568
23.8036	213.5285	180.1023
29.5956	244.0640	45.3689
102.5234	227.0315	205.9083
211.9393	236.0715	202.0555
5.0833	242.9060	188.2182
250.7664	10.9721	123.1544
142.5407	166.4330	91.2667
50.3681	170.8942	77.1018
168.6939	1.5829	235.2454
63.3151	217.5979	47.8947
84.4330	205.1893	130.1549
148.2865	213.3599	100.7862
54.3787	228.6246	9.9739
10.6988	59.1498	188.6888
245.4927	160.9552	187.0491
82.8680	74.9754	177.9305
6.9088	220.1502	124.9749
42.7119	54.0614	240.4103
81.1636	226.1250	28.6807
136.7508	238.2422	75.3681
117.0457	61.7574	0.6808
245.2019	10.7165	7.3882
240.4324	124.7571	189.2074
187.7738	30.3272	242.2916
74.9657	24.2168	89.4386
169.6902	112.0374	4.6109
87.4232	97.8644	14.5919
191.9983	13.2152	193.1128
229.0294	143.6699	98.7786
54.6852	47.5487	156.2044
227.1830	104.4467	218.3315
39.7278	96.1522	239.9885
6.3504	129.8355	73.4273
186.3998	6.5358	138.8053
41.3797	220.9534	5.6489
219.8233	76.3838	127.3367
6.6721	135.5116	214.4476
120.8834	126.8508	67.7271
61.4526	57.8994	15.4285
163.9140	30.5779	126.1561
161.4325	84.8490	228.9675
149.0514	202.5488	81.2328
175.2393	128.4052	184.4292
182.0180	249.9091	173.9395
87.6526	217.8974	232.0628
175.7755	48.5321	159.9738
234.1935	134.2650	3.4964
73.9239	199.9673	20.3864
210.9065	221.3098	38.1826
233.6815	99.6296	23.4635
163.6004	101.8153	9.1990
63.3504	212.1118	57.3598
180.5752	249.6028	193.6471
208.5341	174.0249	144.6836
44.8672	189.6817	168.6972
212.0469	229.2081	221.8852
73.8888	245.7988	117.4133
39.9459	252.5858	133.8094
184.2231	132.3966	174.3970
168.4561	53.4525	33.3899
230.2504	31.4772	17.6012
71.2226	155.7600	151.6215
222.5798	192.7717	9.4793
13.2896	142.3755	2.6375
206.0963	36.1780	204.2646
145.3922	159.5650	240.9253
193.7955	115.4204	23.1163
205.4109	245.5727	31.0381
183.8806	3.3501	101.5054
10.5006	239.0786	6.3334
228.8956	151.2326	156.9338
182.2621	125.6296	218.1335
53.3340	7.1727	252.6758
18.5773	223.7501	203.4540
207.3893	127.8444	186.9347
138.4152	16.7344	53.7443
135.4620	140.7073	105.0712
69.8723	243.4378	138.3220
35.5163	225.6747	145.1159
123.8158	212.7220	172.3724
27.4882	134.1300	99.3231
224.1504	197.7866	95.4491
41.1747	138.2915	5.5628
146.7074	67.0659	1.2941
186.8171	0.1799	121.7002
138.9254	66.6279	167.1243
153.2515	73.7226	218.2035
182.9068	105.6487	199.1589
137.8867	252.2317	15.2392
46.2482	42.7079	81.2540
54.5354	240.4445	144.0103
150.6585	190.0070	59.8325
105.3704	215.0419	168.3868
0.6826	156.6630	197.4634
233.5088	190.2150	177.5768
96.7927	230.0992	50.9992
120.9979	97.3826	205.6052
196.5406	148.9940	62.6412
49.3293	192.8259	103.5002
65.6006	225.8930	6.9784
218.7779	79.0711	138.8949
216.7884	2.2961	56.6186
210.5040	37.6114	135.7922
22.1269	229.4830	156.7002
66.2528	189.4995	39.1285
163.6922	56.2495	23.6359
116.9377	184.0319	15.2852
24.7479	145.1801	230.6949
88.1224	45.7515	104.8832
220.8169	216.5467	50.5267
200.3095	99.6586	253.4949
97.6309	67.6050	113.2398
111.5765	234.8151	94.2265
102.2895	170.9337	154.4320
189.1685	10.4669	99.3966
23.5494	150.4391	158.7699
32.5757	183.3554	121.2472
74.1612	33.0774	14.8625
194.5815	81.6228	150.1230
137.5483	16.7102	109.5461
69.4887	246.8288	240.6607
183.0293	236.2860	47.5977
30.6412	215.8296	178.2488
89.8132	161.9519	232.5278
14.4348	163.8464	32.0696
93.6894	194.0912	226.8959
61.6611	58.2701	59.8527
7.6458	12.2471	161.2751
220.5098	123.2440	90.4950
248.8873	237.4070	195.1956
17.8503	98.2214	8.8469
71.0922	179.9009	93.0631
153.2642	63.4517	220.7600
24.6394	139.8504	94.7373
104.1183	113.8285	86.8029
78.7960	254.8204	11.2466
193.2840	100.0103	234.5901
68.3247	217.5813	45.2316
173.0009	125.6108	189.3475
139.4257	210.4594	59.4824
74.2122	191.9838	4.6550
67.0363	247.7020	100.8428
148.1927	51.6135	96.5814
200.3423	90.1679	191.3535
152.1999	8.8528	134.5935
126.0769	111.4825	109.8985
246.3883	197.7491	169.9919
94.9955	97.2889	242.7396
94.1465	6.0887	143.4502
161.4369	109.3013	155.0782
186.1720	42.5104	0.6657
31.1244	206.6177	119.8096
226.8778	0.9476	218.5444
185.7816	34.2179	93.1325
104.4187	217.5935	218.6884
89.5833	128.1140	158.1410
130.1252	231.6687	214.3091
243.6199	4.7036	112.2488
11.6490	190.2221	170.9317
136.9611	226.3113	14.6776
229.1364	85.9572	59.6738
128.2955	229.9886	107.7928
246.1970	37.5212	222.6365
174.7588	75.5560	5.3517
14.6222	105.2201	96.7851
99.2106	8.3541	178.0606
212.3774	236.1923	11.3223
204.0959	220.1709	198.4892
10.9046	32.7440	60.6081
87.4713	1.8180	53.5008
171.1031	165.0923	21.8005
75.4578	212.9620	183.5938
208.3766	177.0641	61.4218
218.3689	247.0664	172.9686
65.0731	157.4616	239.5707
147.2244	95.1659	111.4145
84.3505	38.0977	244.2503
157.3738	246.8748	227.4912
222.2055	209.5632	53.1091
167.0782	211.2686	249.1721
76.6424	130.9100	30.0950
79.5854	225.3475	67.9740
221.2458	15.1828	175.2699
222.9577	177.0144	252.7798
136.0055	73.5919	232.3315
219.8342	241.1320	113.5547
209.5182	57.2379	211.9997
38.9791	200.3262	13.5878
176.9965	123.2161	57.6292
84.6243	98.5059	88.5407
55.9914	120.1066	181.7618
120.9653	225.3145	107.9206
185.2322	69.5963	126.7428
19.5209	204.5921	22.5789
75.9072	52.5491	125.2239
126.2410	188.7090	83.7344
88.5450	97.6352	17.4235
224.2247	160.8510	52.9220
12.5788	239.3141	136.4048
83.2616	132.1681	173.6404
108.0528	247.3039	55.7579
112.1566	194.1777	41.9498
127.5817	185.3258	20.9162
243.5488	22.0853	99.5563
185.4775	7.4391	237.1964
94.4040	5.1286	39.7350
31.6312	38.2029	186.1939
37.1699	180.3649	248.1313
125.9120	27.2328	116.2264
10.9148	165.7814	200.5192
232.4311	67.7886	124.8303
254.6878	245.6737	67.6417
53.7081	0.9117	228.9790
86.7784	142.9766	253.0548
248.8057	58.9748	93.9067
3.6265	177.9713	13.4399
180.9973	177.7898	241.5882
81.0686	5.5769	93.7671
44.9799	195.2962	68.3558
51.8282	253.1815	102.3467
46.0084	248.5880	132.4954
194.4101	72.4287	87.0434
135.6013	30.4021	198.9311
58.3848	248.3399	120.8151
157.2683	20.1760	34.7247
7.4230	61.3230	11.7338
49.0995	89.1876	25.0249
241.0086	220.5220	216.2779
148.7749	153.5798	111.0837
245.9933	39.9910	128.8902
120.5170	176.7746	101.7124
162.0026	185.1533	189.9582
151.8564	133.4384	150.7825
71.6411	49.9124	64.5655
233.0170	53.3971	189.7485
226.1959	194.5220	105.3346
50.2493	91.3656	164.9167
5.4386	226.6188	39.0245
244.7128	208.7711	249.9574
178.4610	100.1502	21.9750
190.6167	3.1646	149.6924
90.0276	106.4708	205.7358
108.7405	125.3488	174.4215
74.6930	57.0977	110.8084
86.4541	67.3358	26.8187
26.9089	175.6991	149.4098
162.1875	0.7382	79.6717
185.8637	140.5644	237.6446
203.0990	144.8626	35.8333
248.8837	214.4657	240.6132
1.6454	78.7347	137.0182
3.8799	129.0621	54.4283
173.0843	7.1823	151.8069
135.8301	104.3192	91.1584
134.6397	84.7910	237.9900
45.8558	191.6797	163.9813
111.6370	234.9734	37.2422
33.5207	191.1076	209.1085
20.4854	54.8751	204.9194
19.0377	95.8449	35.7460
63.1385	21.4377	234.3211
247.6257	125.6123	218.5168
93.6772	72.5652	119.6747
137.6106	217.5856	183.4863
102.4869	203.8765	100.6832
22.9108	213.2467	110.1227
171.6382	197.4385	170.6809
71.6157	136.2098	225.3827
61.9650	36.0808	145.6857
223.5786	154.3278	105.3552
84.8559	133.4027	131.0085
151.8133	62.6387	49.1942
148.1302	30.0447	200.8053
228.9728	87.3592	14.8606
93.2029	22.6950	130.7855
99.5505	76.1592	203.9797
21.4976	89.1353	173.6621
2.6211	197.6048	163.4933
206.9871	6.1728	135.9640
132.4588	70.4112	220.6131
167.7293	146.6445	233.6172
249.8626	85.9618	235.6168
200.0312	254.3838	153.2373
75.9027	83.1805	185.2283
201.6550	70.5951	191.5495
115.5543	131.0725	114.4421
167.9119	129.2342	115.1576
236.7427	237.8494	103.8012
111.7172	83.3673	62.8660
125.5585	179.4881	170.9611
62.6038	149.6608	78.1209
196.5948	203.4215	156.2011
224.7152	47.4708	34.7889
88.5453	178.5308	207.4207
196.3659	130.5951	178.1466
198.7869	111.0161	141.7430
75.1420	45.0368	199.5827
37.8628	142.5347	67.9518
101.4374	228.1947	168.9139
218.9204	23.2062	201.6049
28.3331	29.4771	240.2737
207.5766	26.8463	208.3216
90.4812	209.2811	156.0658
24.6396	190.1672	129.8243
44.9989	202.3716	73.5081
216.7720	249.9105	243.2695
143.1954	141.9344	63.7635
237.1373	123.3329	209.1952
93.0386	158.2390	98.0384
151.6113	26.5273	93.4570
166.2344	148.9302	225.9518
10.3698	161.3575	249.1013
199.4346	21.9534	116.1586
248.8977	80.0611	165.0444
39.5359	251.0823	91.4535
82.1459	22.9692	204.5828
114.9813	111.6578	197.0008
232.6791	240.7015	167.0400
82.7271	123.3865	52.6681
47.5791	47.6856	15.3345
134.0518	250.3968	203.4909
93.7402	111.7769	128.2673
75.4825	105.5766	99.2608
177.1300	172.1755	213.2725
218.7406	236.6420	167.4795
228.6407	70.7230	81.2623
124.5278	53.5302	173.6571
158.7633	233.6751	112.0245
136.8293	54.3761	18.3346
98.9132	221.3700	235.5677
223.8658	198.8992	225.5662
236.9127	126.3280	197.2224
86.3878	7.6981	202.4273
79.0379	16.7811	64.5992
25.5001	57.3186	51.2783
139.3107	73.0777	103.6197
50.7479	204.0268	169.0037
104.9553	188.1952	35.0217
78.7477	24.8475	236.4462
93.7479	208.4078	54.4567
161.3282	78.8293	224.7618
224.8878	38.4453	233.1210
223.1098	111.8066	29.4205
252.0280	63.0932	6.6896
101.3696	12.4318	177.9350
224.4820	54.2385	199.5336
77.3326	102.1170	200.0917
196.9878	143.0218	4.8797
47.6986	255.8576	151.4604
207.5009	202.7629	228.1932
207.9991	244.2850	117.7909
251.5119	73.7638	104.4597
183.9004	144.7490	41.7454
229.5686	24.3972	196.1942
91.4950	25.2602	102.5023
55.5801	104.0830	59.8100
52.1501	29.3761	113.9889
25.4598	123.3327	110.9787
88.6702	193.5270	48.8580
165.6177	121.2080	110.8196
142.0692	190.8631	16.4114
101.1923	36.1899	132.1262
253.2052	28.9167	195.5751
146.0463	219.2498	187.4115
238.5723	134.5332	78.6511
157.2505	152.8381	22.3915
213.5048	193.0787	93.2021
65.1904	83.8122	97.5721
241.0463	246.8482	87.0146
192.6730	87.6565	41.4390
13.7203	13.5625	200.8892
163.8744	33.1221	113.3000
121.0129	245.2125	47.6795
177.8324	76.1843	254.1799
33.0520	64.1725	61.8769
5.8203	44.2358	75.2559
244.6917	232.7987	97.0032
123.1003	142.0543	125.8171
55.5778	126.8396	40.8212
46.1887	208.1819	94.8328
241.8943	190.8197	172.6417
32.3299	125.4028	144.8795
161.6056	151.4697	115.6577
65.4917	155.4249	207.3539
171.4436	101.0739	103.0488
251.4118	221.5941	117.5942
137.1624	77.7240	226.5527
101.2234	75.3215	46.4340
184.4818	208.1902	221.7765
247.0793	102.5128	50.7614
183.2704	239.9747	122.6214
249.3551	201.8807	156.9546
41.1559	246.1355	133.1269
183.1840	253.9758	63.9825
44.1631	140.9524	76.2027
147.5083	143.8608	15.1021
250.9026	47.8572	51.4345
34.0118	57.9552	56.9342
249.3358	85.4711	224.4614
250.5089	219.0697	151.1939
228.1649	93.5673	80.1682
175.8011	239.5386	98.1797
233.7408	9.1532	30.4859
0.9331	196.1912	83.6882
176.9791	39.6534	146.7340
5.3137	68.7985	85.6036
88.1153	200.5345	237.1911
181.9257	174.0888	32.7562
245.3923	111.0675	138.3047
236.9203	81.2216	20.5651
