147.8705	90.3150	81.8335
127.1996	59.9738	269.2775
104.6563	158.7214	33.2134
7.2481	13.9396	278.0866
37.7653	81.7679	125.8671
117.5945	23.1722	520.8928
30.8178	151.2040	319.0469
92.8617	40.6656	37.1381
51.9916	49.1956	114.6987
149.1279	71.4043	100.7336
56.5062	59.4388	191.6033
30.4255	156.1425	288.9401
19.3618	103.2614	471.8386
70.1600	95.0301	201.6224
19.8368	161.2904	404.0259
39.8484	64.6778	217.1958
36.3535	100.5477	528.1235
96.9512	13.3795	404.6096
146.0596	40.2963	406.8458
97.4225	76.3743	106.2529
35.3628	139.6992	7.9520
84.0322	122.1101	160.8574
48.9161	53.6474	419.1949
16.8708	116.9903	195.0262
22.1267	81.2468	66.5868
37.9523	174.5126	319.7979
4.2913	87.9630	233.3580
127.7125	8.1327	64.3688
103.0769	170.6339	176.1891
45.6050	166.6017	416.8586
105.9992	27.6699	44.8148
84.5037	32.4243	23.7760
52.1973	4.7597	281.4104
136.0192	9.7558	503.2776
135.0285	116.5463	493.5694
115.2458	35.6883	202.2180
65.6983	91.1974	524.8759
141.9231	144.9190	510.7913
98.1181	104.5272	11.4057
100.7615	101.2409	485.4422
116.1425	119.7623	207.4785
175.7402	41.8128	328.0576
27.3239	58.0034	406.7317
16.0301	48.9971	436.7453
35.0247	32.5724	11.7646
159.8788	90.2619	521.0672
77.5340	110.2388	110.6369
41.9828	156.0211	468.2329
26.1405	143.6144	160.1606
43.1043	163.0457	213.6318
40.4949	9.5949	349.2041
60.2988	82.4070	391.0659
63.9281	22.3764	133.5685
110.6776	31.0929	127.9152
164.1748	58.5738	25.2563
77.3420	163.9409	35.3556
172.8519	33.6347	76.1707
86.8645	137.6426	8.6351
107.9767	131.7904	88.4815
165.8565	14.8997	152.7098
121.6655	53.8572	521.9886
26.3214	27.5911	66.0361
29.0628	109.6799	266.1197
125.6467	9.7073	290.7807
110.5018	77.1468	116.6426
106.1321	68.7689	151.0092
86.7833	67.4452	411.4348
41.7993	3.7726	74.0909
146.5337	124.6496	408.9734
26.3198	168.9386	239.3017
128.6116	123.8690	429.3998
74.2461	163.7079	472.1593
82.9031	126.4537	129.5931
116.3107	106.1508	331.5903
89.9685	168.8074	115.8464
104.4158	10.2001	7.4799
167.9331	11.7154	522.2519
137.3557	12.2413	453.7182
152.7076	129.9392	139.5886
140.5930	16.1289	89.0174
79.9314	111.5138	532.6142
145.4158	24.1458	291.6618
122.8052	117.2609	28.7596
54.7864	121.5341	182.5786
70.4863	108.8380	455.9718
58.4637	78.0976	202.9871
25.3677	56.2253	518.4696
149.9788	67.2420	396.7916
38.1527	15.1450	185.5181
146.4270	53.2233	489.4637
4.3598	92.3876	427.4631
156.9789	85.6922	450.0841
109.2575	125.0195	268.4481
10.8284	94.1492	485.4748
62.6789	31.6837	276.7418
161.0178	71.3572	404.7978
19.3935	110.0649	518.3663
44.3171	145.2123	176.1831
106.1882	40.6032	516.1848
144.2072	114.8062	306.6391
90.4822	121.1839	448.5949
95.6636	75.2416	61.8255
152.0595	23.9002	96.9745
129.7049	64.7223	400.1438
9.5955	94.9328	121.3354
74.3679	40.4251	307.6192
71.4006	2.0458	461.2667
99.9997	17.4066	410.7188
94.5913	159.5869	525.4319
109.7782	160.4249	467.1199
176.9543	78.8416	353.8342
99.0373	103.5097	404.4803
122.1530	21.5880	480.6249
69.4537	22.5451	35.0698
72.8185	61.9469	121.6676
84.5399	105.5571	338.4344
131.5179	141.2660	201.7857
173.4824	149.1663	301.0606
32.0569	176.2035	459.5020
154.9195	79.9381	299.8013
173.2103	102.2410	369.7105
8.3439	114.9894	25.9447
60.3793	129.6719	487.4904
53.5094	34.3353	287.9103
9.1004	3.0655	65.0737
105.5547	15.6099	49.1307
41.7679	81.7061	396.2097
167.4530	135.4588	182.8120
68.0880	87.4275	308.9147
76.1657	41.7565	8.2654
149.1055	32.5850	481.8169
22.8269	13.7802	80.8760
139.6972	84.1512	177.8161
90.7356	99.5207	304.7099
108.4984	71.2676	108.4352
103.7731	0.0595	236.3701
72.7929	103.9186	2.8334
103.6160	44.1892	307.7337
101.5724	42.7023	271.8448
53.0860	24.1028	179.1767
146.7659	37.6768	444.7540
70.6041	161.5358	476.4655
138.1920	119.1756	16.8756
120.5801	152.1934	241.4749
99.8463	87.3529	487.5799
115.2708	103.1601	202.6753
87.2894	41.6835	382.1923
45.7220	57.0777	425.7247
104.2233	118.4809	169.0626
45.0583	153.1984	27.1050
44.6524	77.3310	262.5002
81.3603	68.5288	497.4121
150.2039	122.4521	475.6231
12.8917	73.6658	42.9029
129.8668	130.4219	96.7694
113.9034	171.9575	259.4119
130.2741	28.0163	89.5124
75.1231	171.2469	441.1491
147.2608	115.9847	277.2581
176.0292	30.1582	161.0722
169.1339	55.0999	451.3755
44.7819	113.4752	74.8974
101.9078	3.7371	405.9041
53.1956	137.1052	9.7662
169.2771	88.5122	325.4550
84.8669	68.3377	52.8351
156.6682	107.8811	495.1664
45.7378	21.7841	35.4137
126.2289	114.6557	526.4785
149.4096	61.1022	0.2665
169.9943	121.0795	99.3872
31.2933	114.0655	321.5634
100.5327	173.7961	522.7753
57.6659	23.4607	364.9629
167.6839	165.7854	57.3256
97.9226	101.4502	97.9795
73.1523	143.7665	164.3410
11.4478	96.2508	199.3889
61.9135	136.3047	33.8157
91.4111	43.6925	34.3922
66.2126	14.5238	198.7186
149.3521	47.4266	234.0546
21.1823	168.7946	187.4961
117.3818	104.9953	67.1062
89.3301	103.3733	468.4190
12.2883	2.0488	13.3988
63.0977	53.0001	149.7832
157.2356	81.4132	109.2904
51.4439	142.5762	474.4823
13.6015	74.2856	439.1049
20.7414	128.8289	285.6902
126.5561	23.8122	513.8478
32.7688	73.1739	398.6702
98.1484	59.3256	431.4144
126.1583	2.3552	444.8236
89.2184	122.3269	55.3114
124.2307	45.2715	356.9408
64.0059	152.0432	478.4738
165.8891	78.9717	55.2422
171.3964	117.9470	352.0546
143.2534	145.1061	207.6567
1.5548	33.2665	321.4381
144.3071	151.7967	203.8176
49.5106	45.5960	246.2872
66.5910	141.3346	144.3463
92.8786	68.3179	47.0192
124.0754	94.8987	458.2518
140.4403	0.8708	241.1786
128.8050	149.2221	385.6435
47.2332	58.2827	373.4973
128.9487	2.8956	453.3123
2.6715	111.4247	283.3132
171.8317	69.1976	62.1707
136.1204	34.2399	164.3438
24.8869	96.6861	251.4720
88.9894	96.6728	39.3763
170.8973	147.0523	513.2621
106.1258	161.6404	87.8542
96.3114	152.3042	168.6320
25.0213	20.6194	388.0314
74.9744	136.8534	269.1686
78.1254	168.7951	444.3469
93.6849	149.0920	166.0478
41.7665	2.4178	329.6150
95.6742	63.6116	21.9834
36.3783	99.8345	365.4819
114.8755	41.4883	482.3729
43.2910	1.6414	446.9094
95.2555	145.3915	522.2033
73.8426	88.2067	278.1808
39.4258	155.2214	118.1463
161.9165	163.9245	511.8081
8.1253	109.9735	187.3780
133.0425	12.4813	182.0665
115.8455	74.2481	299.1988
100.1055	42.8191	150.9797
47.6678	133.5086	292.7835
67.6984	105.2131	418.5630
14.9756	136.7062	371.4939
31.5954	59.0151	35.3245
89.0662	97.8020	93.4526
108.9715	108.3023	1.9213
106.1787	110.0718	288.1520
5.2649	90.9892	366.6126
162.7050	18.2478	447.4393
17.4873	88.5660	503.3165
60.6727	122.8201	349.2566
107.4029	25.1959	449.5405
1.7333	118.5933	245.0545
8.5900	117.7285	314.3510
162.8597	34.7802	490.6713
105.6413	1.0225	435.9173
33.2498	85.5686	281.3407
80.2337	55.9586	293.9429
134.4794	164.8593	117.4526
48.7946	176.4759	457.6703
84.2757	122.1854	112.0624
19.9628	146.9208	40.3176
113.5819	126.0524	199.7470
24.3146	15.9937	425.8804
37.8959	71.1679	451.8064
140.9362	151.1955	140.1827
54.7302	53.8358	299.1673
64.5199	14.1154	428.0337
108.0426	67.4675	514.8591
87.4680	145.7826	53.3771
36.6323	129.4448	101.0063
137.0977	79.3013	279.0948
103.6204	28.9415	169.6398
129.7573	104.3876	315.6783
10.1308	95.4124	64.7826
60.1152	37.2145	52.5764
109.5151	75.7699	493.6802
144.8030	158.9311	443.3513
166.0185	124.6331	336.6875
103.2566	130.1782	505.8082
117.8784	64.4434	287.5779
84.2530	60.4518	93.6117
68.4171	174.3939	283.1444
34.9818	114.3286	507.8418
65.0562	99.7674	487.5743
47.4874	91.4358	189.6471
35.2214	147.6349	355.6294
21.6545	172.1536	204.7317
137.6380	131.3633	112.4526
155.8526	66.2300	81.3079
92.4381	31.4463	326.7448
