xlinkID	connected_1	connected_2	connected_3	connected_4
7590	15728	11257	15849	nan
9222	13832	5993	1664	5256
13832	7939	8075	13325	9222
1127	8672	8098	9651	122
8098	4381	12211	3229	1127
10578	6973	6231	nan	nan
715	12985	4954	12676	nan
9843	7056	13283	2693	nan
509	360	10744	2555	13592
4320	4752	2206	5350	1279
9165	2555	3116	5726	11359
13400	6712	6843	1636	14893
14893	13400	9792	12472	14182
7681	8499	11611	7412	4854
11611	7681	2348	6901	7726
12862	11017	14475	6926	3999
3999	1453	12862	3999	nan
92	8360	9289	3137	9585
9614	2129	7634	6140	4487
1072	11017	4818	6027	8670
4818	1072	12846	14927	2927
9147	11011	9465	2739	2900
11011	1504	7266	9147	7046
1235	15058	15738	15791	nan
8365	489	9673	8365	nan
8381	5816	9571	276	11812
276	11984	8617	6379	8381
404	2902	10666	3853	7718
6973	7058	10578	nan	nan
11153	9848	12601	6899	3807
6899	4752	11153	13481	5071
9799	4874	8170	10045	15415
10045	10120	4051	12456	9799
3097	664	8170	14315	3493
7798	10120	7712	2811	7323
10120	10030	15252	10045	7798
3309	14051	828	2413	12535
828	3739	2868	3309	12550
13670	15552	14875	416	8024
9592	3720	11593	9339	12725
6502	2056	8371	nan	nan
12570	12546	6379	6492	11902
11646	3848	1707	15773	5599
10335	1609	2097	8467	12118
7294	13939	7294	9663	nan
6673	8087	6363	8222	8495
12677	7904	9817	9913	11852
4487	12674	6243	3133	9614
12674	1611	149	10742	4487
7518	13784	2436	2487	nan
12535	12558	3309	7414	9719
7379	11529	6531	5574	nan
6531	14737	7634	7379	2270
6364	2649	15050	6028	5909
8541	9344	4254	12880	2526
5725	11003	8796	13045	15694
11823	8145	2458	12810	6266
5105	3224	15440	4024	8431
76	6240	5946	3091	5112
6058	7824	3496	13939	6982
13939	6058	10732	7294	7578
10244	10253	589	12685	12295
12295	9792	10244	7429	6318
8917	14495	8216	3726	10623
11721	14495	11721	4111	nan
4111	6056	11721	2082	5334
1893	14667	4196	4847	2079
4196	14658	1893	6046	nan
6240	11444	76	5669	6910
6409	4377	9405	16085	297
15727	4601	3901	14350	4855
4855	2082	4855	15727	nan
1955	12097	13514	12158	7247
15825	4322	9700	15364	2286
5744	15800	2266	7723	12214
3448	3193	12270	12463	nan
12463	3448	1904	2868	nan
15094	13848	1201	3378	8682
3378	1661	12259	13157	15094
1502	12880	14289	13547	13499
2372	9139	15588	6085	9979
9139	6330	3891	2372	6827
448	12832	5571	14661	7352
5445	12673	940	5445	nan
9609	16093	4192	10109	12860
10109	9264	9609	6619	2417
1678	9200	13065	11627	9182
9041	8336	4059	14574	11695
4059	9041	14241	11100	12453
14051	7904	3309	9368	5703
5734	4608	1636	15156	7967
8555	8058	3588	12270	2455
12529	14186	7244	4642	4594
14186	12529	3891	163	38
14969	10384	14897	2166	10055
11533	5378	1863	5631	nan
6796	11992	14162	11900	11141
8227	14042	8227	16046	nan
10133	11715	6365	1574	nan
6365	8656	10133	10214	367
14592	10097	1067	10789	4077
1067	14592	4003	9340	nan
4770	5158	6190	nan	nan
6190	9946	4770	3698	542
9344	1218	10156	8541	949
6349	13336	9529	1132	2965
14190	6489	6262	6007	nan
5984	4569	7812	22	5894
7812	5984	698	3203	1975
4699	11648	4699	nan	nan
9747	6489	14770	9637	4758
9637	7657	9747	1988	1935
5230	6304	7697	5230	nan
2575	15729	7111	5569	15279
3950	3617	10118	12109	7238
7238	2166	12709	3950	4783
8459	14464	7273	9186	14790
5456	8848	9057	12892	2079
6858	15320	1218	15391	nan
8778	12169	1725	7271	nan
1725	8778	9751	15351	nan
1735	14202	3107	5886	10127
3295	4377	1858	11058	14234
15229	107	1905	8699	11958
3399	9880	7959	3861	3583
4769	6658	1718	12974	5631
12373	11608	8779	5214	10343
6382	1424	8027	6886	8079
922	15865	5529	3779	11315
3779	13786	922	11853	2650
11476	12536	8193	1218	6171
15722	6877	2193	6820	14213
6820	10922	15722	9852	7892
4745	8216	12170	14452	6282
15904	4758	4798	5509	8158
8560	14810	5396	5326	15647
14810	8560	1306	10603	13580
8225	7016	8225	14758	nan
7084	15360	13450	1112	2878
5562	1889	12681	4491	3902
15187	4160	8353	5100	1311
5100	7265	15187	11737	8165
418	418	700	14374	nan
6088	10213	3001	1589	8397
8397	6088	5055	33	15487
11057	2889	13843	4019	3302
10915	14982	14502	11861	1854
482	4105	9994	557	2759
2467	9080	15890	13877	9350
11302	3173	10134	1367	nan
14873	12681	4195	1221	7335
11948	15384	14218	1741	15310
14218	6249	14300	11948	15479
5141	6438	5977	15474	14942
15176	7041	3723	15604	527
15604	15176	1371	12939	8503
12039	5432	1753	14310	13113
314	5432	7036	13309	15510
15040	6576	5225	7728	11767
2882	8521	15146	953	13478
3070	8912	1961	3269	6969
15104	1816	2609	9330	3540
7746	9330	3540	2156	8261
3519	3630	4576	14574	6431
11089	4762	3660	6885	622
6885	3136	11089	5636	1057
12251	8697	8506	2951	nan
3364	928	5540	9780	4303
10862	5502	8004	10862	nan
4292	4292	10957	10918	nan
8213	1648	13018	15949	1605
4341	112	733	4373	8967
22	5984	12954	7996	10236
7666	10785	1691	12419	10961
1691	7666	13228	1564	13162
3691	5160	2092	3629	10854
2092	5746	3691	9078	1935
222	14241	11402	7010	3767
13461	3544	9511	12886	5775
5775	3056	10460	13461	2356
14053	762	2379	16109	4733
4937	15298	7971	7941	4126
11516	15824	12089	2132	11013
622	8079	11089	2849	13447
13447	7873	13820	4829	622
727	3136	8332	14837	3071
9290	9290	15437	12430	nan
15437	663	9290	10378	nan
12327	3362	7522	7996	15488
7522	11657	15131	3030	12327
1336	15304	852	2302	5167
15304	1336	15537	13859	1367
7853	2729	5619	11004	3158
6647	13409	6427	6647	nan
13417	3560	442	7412	12190
10015	4376	11369	6901	11430
9710	10	9710	nan	nan
10	14859	6373	9710	11063
6184	11562	10479	10422	11575
7105	394	10235	14130	nan
394	7105	394	10868	nan
13478	3586	2882	14518	13855
12250	12250	8027	9525	nan
8027	14001	12250	6382	11114
13628	10067	6924	838	nan
3179	11024	10801	2195	nan
14336	6752	14467	9036	nan
9036	14336	1121	1978	15965
13598	4112	1874	9211	15965
15965	9211	9036	16069	13598
148	12416	8192	13242	8231
12521	7246	13618	3030	5614
5614	3240	12521	1741	4077
5027	6866	13859	8813	3575
12302	13746	8084	3349	nan
3349	14546	3218	12302	15375
14497	9920	881	2715	7228
3060	10313	11670	10292	7678
9616	7653	2821	35	6101
4579	5849	11602	7981	4854
10713	13063	12636	13749	823
1874	13216	6269	12437	13598
8766	1057	4202	13599	nan
1057	10003	6885	8766	nan
5117	3921	1145	8791	3823
12217	13564	10125	13383	15455
14498	13570	15427	6181	2806
9148	9059	5290	5459	12319
5459	10096	9148	7727	6439
4733	8050	11956	14053	4134
375	5360	802	4475	996
15536	10360	6185	8179	12292
3872	6605	15393	14221	2342
14821	8265	14821	11095	nan
3697	5957	nan	nan	nan
8914	5097	146	9571	13783
13783	8914	438	14798	10758
2565	7152	14705	14163	8281
13416	5657	13162	382	nan
13162	13416	1691	1006	nan
4738	12121	7474	2285	13590
15269	12632	2727	9375	6599
6368	3320	12632	14260	12100
3889	15987	3276	15605	14414
15987	3889	15538	6420	3374
13795	8490	3507	8662	nan
3521	14913	1690	9443	6605
9443	4936	3521	2835	8989
8740	560	13779	6027	nan
13779	4379	8740	548	nan
5405	4736	9005	nan	nan
4736	1914	12114	5405	12942
15422	7192	15738	12533	12942
12942	4736	14238	15422	nan
13653	3742	16009	14355	9502
9502	13509	12177	11997	13653
14112	14112	2693	12487	nan
8893	1353	1210	9412	5673
3042	3320	12863	14752	15959
5849	13626	4579	4587	nan
13570	275	9585	14498	13435
1361	1457	7354	1731	7020
15332	15174	10283	1174	12079
11593	9592	16012	12070	6942
3229	1184	8098	12899	10791
8861	12070	9875	126	15951
7717	2995	7717	2686	nan
10758	8145	146	15197	13783
146	10185	8914	8196	10758
9351	5438	8633	6798	7623
8633	12971	2510	6798	9351
10935	3742	14715	12756	5502
2811	2346	15866	7210	7798
15124	5877	51	6908	12061
12061	1444	16122	15124	5339
7756	11683	670	6166	nan
7116	11784	15441	13762	8975
8975	9328	7116	8317	1254
4784	488	763	7740	4592
15121	5059	3148	nan	nan
7891	13920	5577	10546	1867
5577	345	7891	15237	8622
7740	4784	41	13402	7786
11332	14476	6661	1174	nan
1807	10665	10788	5805	3559
5805	7435	1738	6827	1807
9634	12172	5389	374	12239
12239	14384	14289	9634	3099
9691	10480	15889	13404	789
14786	15266	14786	199	nan
199	9848	14786	13717	9143
12005	12202	2451	12093	14189
12093	15629	13860	12005	6663
2060	15153	2178	275	9526
838	14392	6641	15435	13628
6641	51	8886	838	12263
8210	8210	5494	5975	nan
15898	9848	14419	6084	8035
6712	13400	7769	1453	6926
7578	8761	12370	13939	15854
2004	12875	6781	141	nan
393	3216	12192	2270	9327
7046	2905	4179	11011	1957
15833	11280	10267	14960	13190
11280	15833	13891	6196	15059
8726	11256	4177	997	nan
2212	13169	14690	2476	11621
11930	3969	8883	245	7977
2021	7037	6359	9973	14111
14111	11989	15585	12800	2021
14603	14722	6867	9428	1615
555	13763	2677	16005	9494
15354	6145	11269	6181	14542
2837	3004	3739	2532	6230
8747	136	13445	nan	nan
6804	940	15588	9821	15319
9821	12673	3233	6804	15588
4607	5148	550	16071	nan
9568	7602	12461	11206	303
11206	9568	7974	5165	8630
5983	9976	8698	5983	nan
7913	7210	5708	3493	7127
9156	7721	15259	12325	13973
7721	1124	1988	9156	2725
11762	12456	13793	3241	4084
2934	2648	13913	12261	7928
2648	5224	2426	12413	2934
10808	10808	2825	14886	nan
10544	5573	2875	14012	1661
1661	10544	3378	1661	nan
1092	14010	16061	7026	11983
16061	4625	2843	1092	4979
6085	10273	2372	6085	nan
374	7435	9634	3559	14007
2612	14032	5516	7366	151
8246	2350	15694	11974	8880
11974	5566	14835	9748	8246
3091	8417	76	15374	9407
15866	11513	2811	14645	5369
949	9344	8283	8115	nan
15259	2488	3185	5348	9156
4311	8254	12602	10364	13070
13070	6056	5042	6846	4311
9826	4874	11027	1340	4046
7042	9172	12820	8293	9791
15279	15264	13721	6071	2575
9127	5824	3692	8326	6527
793	2136	9979	15046	nan
14798	9107	6189	11502	13783
9107	3384	5256	14798	4543
9209	4096	2964	8012	9093
9093	9209	8378	1739	710
65	5401	5427	15129	13577
5401	65	11619	1780	6387
11496	7784	6122	13068	nan
7881	3481	4852	15621	10638
8986	4169	13554	13476	11294
15397	12846	10178	12333	2374
2374	10217	14555	5804	15397
12259	3688	10945	3378	6838
13157	3793	3378	2875	10273
10156	9344	10156	16046	nan
7633	10008	8097	4734	11385
2488	2082	15667	15259	12325
14072	11016	8266	nan	nan
3818	8625	4307	12325	13285
13285	3818	10459	14733	2798
2764	15353	15083	5381	13862
5381	5217	2764	15070	14991
474	3481	1525	15846	6063
1863	1434	9411	11533	14015
8694	5632	2825	1538	14390
1205	4019	4564	5811	5595
4019	15480	11057	5211	1205
13243	14784	9642	10454	10214
10214	13243	6365	710	15063
10626	9862	15557	1430	551
5074	10416	4557	5006	nan
10416	3505	5074	14930	4375
4758	15904	9747	7892	1207
10958	11552	2032	2404	11231
11552	8572	14658	8684	10958
1003	1820	16052	13733	1998
16052	1003	2228	13894	13895
3022	3258	9258	1435	14508
21	10795	13923	1311	nan
12974	1169	4769	6228	nan
14691	6050	2309	8804	10877
3671	7328	15010	13127	6287
6287	5760	7579	12156	3671
15480	4019	628	4723	7787
6282	4745	6282	3663	nan
9642	10825	13243	3294	3662
14728	7672	12931	14728	nan
12399	777	1587	14236	6943
698	11432	13379	8579	7812
11906	7897	4266	10644	6743
8579	5160	5417	10922	698
2059	15155	2059	4137	nan
3938	5826	3987	1381	1987
4723	15480	2762	16054	10118
10118	14377	4723	3950	4783
9635	5580	3965	1774	6567
12821	8483	499	9853	15759
499	9880	5091	12821	2135
13105	10801	3290	13685	11575
4373	4341	6188	1741	4526
6188	15020	15949	4373	999
7138	12714	2302	9386	2454
2454	9386	7138	5906	1629
15384	11948	9820	15190	15647
9820	15384	8669	4436	6285
733	4186	4341	10134	5911
7246	865	5874	12521	15455
14295	14506	9649	5826	5525
9059	9148	14549	8103	nan
3870	15954	3870	8166	nan
10089	14496	8593	8358	nan
8358	10089	7795	14521	nan
8400	3680	12297	2	15102
3680	8400	2580	4989	278
358	6657	9751	4526	2647
10528	1672	1533	445	nan
2740	2757	14548	15213	nan
15213	11945	1978	2740	582
7892	6489	6387	6820	4758
5225	15040	6576	10197	11054
4953	9624	13578	2139	11173
8016	12648	8716	10428	8389
8389	8016	4409	14891	12377
3544	7265	1940	13461	12886
2156	7746	803	3540	3583
6145	13441	15354	11579	6553
8823	1090	1579	8909	10422
11970	2104	11970	15518	nan
6055	12188	7894	6055	nan
8677	112	13881	6429	13333
10589	15488	2514	4456	15450
8944	13866	9420	5060	4172
14869	1593	14869	1607	nan
5043	3	8499	13292	11901
7959	6331	10307	15493	3399
6748	7153	5866	11429	391
8773	9969	717	14486	2839
513	10368	1731	5420	4885
5420	10368	513	5420	nan
6407	12680	6649	9962	1244
15926	5325	9969	7873	13301
11562	6184	13117	9293	nan
9293	8176	11562	11875	nan
1163	11105	12503	142	11351
11105	1163	15133	6251	nan
2585	3136	1203	11613	2678
3136	2585	6885	15845	727
846	11729	9771	9828	723
9828	4648	10284	846	3759
7609	11576	762	11956	11941
2817	7505	10819	1925	nan
3795	1144	4532	4134	12863
12928	12450	8642	8477	2125
2125	12928	5267	5444	14654
15146	11576	2882	10067	11492
391	4329	6331	6748	15493
4885	513	13626	7780	15698
13626	5849	619	4885	9086
4343	8384	15378	9525	nan
735	4829	11846	735	nan
41	9628	14772	7740	118
4820	12264	11564	29	9975
13918	16009	5636	12836	nan
16009	13820	13653	13918	nan
5657	13416	7290	13734	5078
6438	14617	5141	10052	11221
6427	4376	11576	15765	6647
12632	6368	5675	14363	15269
691	14149	1381	10460	8853
8853	3257	691	10460	7475
6883	1940	4126	11471	nan
5529	13824	922	1579	7196
13404	9217	9691	399	nan
13042	5859	4774	2046	14767
12905	11997	4381	9292	15357
15398	13441	7795	9300	271
2729	10002	14458	5619	7853
1564	6891	1691	9590	9375
6233	2640	8957	10359	159
9717	12129	6210	14329	10025
12129	10664	9717	15438	14647
1797	11160	2841	96	7142
15845	3136	15074	9667	nan
15074	15448	4762	7020	15845
8735	488	619	12755	12159
7032	12088	14855	14879	1103
1103	7032	11521	14586	2311
14325	1688	13513	9292	5109
9292	12905	1818	14325	3930
10599	13960	9235	765	13686
4547	929	1981	10726	15303
15303	10338	4547	12074	6646
7210	7913	2811	5641	6926
325	6206	169	13235	5078
5078	14392	5657	325	15639
615	4960	11027	3261	7358
4180	14512	12979	11606	11295
11295	8088	12622	4180	2486
11166	6787	14980	3085	10573
1698	11017	9442	15059	149
289	14913	8796	12725	126
14913	289	2209	3521	11094
3759	3921	9828	7766	3039
3921	3401	4381	5117	3759
4410	10017	15252	815	13343
10017	10017	4410	6666	nan
9380	9081	4571	4051	nan
4571	16122	9380	7298	nan
6553	15153	6578	14509	6145
3964	12689	5362	169	nan
5362	15240	15051	3964	8840
13015	4616	13993	9018	5364
11345	10833	8569	13535	nan
1351	15248	1351	10367	nan
14329	8777	5090	9717	nan
2300	14960	10857	11294	5903
11294	15554	8986	6843	2300
7414	12097	9177	15545	12535
9177	15545	7266	1069	7414
10859	7192	3705	10859	nan
7192	10859	6420	12533	15422
4387	2056	7250	nan	nan
14935	9693	5025	8989	15357
2472	7769	7290	15685	1981
15685	2472	10315	14451	1240
5365	11506	10235	5309	10511
10511	13784	5365	10511	nan
6838	12259	4508	702	14759
14759	10729	3933	4221	6838
2413	2413	3309	2532	nan
10986	1914	7229	6237	12286
6237	10665	10986	15750	5574
13236	11225	4803	5507	nan
2102	13468	765	7846	nan
765	3336	2102	10599	nan
741	11145	4874	4051	12255
11145	13696	3121	8467	741
11146	6472	3433	4335	nan
12681	5562	5057	1226	14873
1226	12681	12748	1221	15129
13860	15976	13339	12093	10406
12872	10833	261	nan	nan
10833	12872	11345	nan	nan
1751	15705	3474	9404	nan
3340	3793	9220	3375	10308
3793	876	3340	13157	7174
7259	9633	11035	14035	10103
7483	11601	842	3308	nan
7846	5778	13806	2102	327
6827	9139	11845	5805	8567
2978	2513	12870	1989	6398
6398	2854	2978	6004	5278
12601	7544	13993	11153	14419
13993	12601	13015	8170	3831
15083	12736	2683	2764	5483
8025	12202	9404	12140	12370
2731	11505	8498	5052	nan
8498	12010	2731	7660	8661
14388	13104	15353	13979	5463
13104	6105	13979	14388	13862
7660	8498	4179	14130	4323
4179	12304	7660	15070	7046
8628	5067	6580	1755	11663
2480	1627	8127	nan	nan
7718	1601	8617	404	5957
3384	2854	9107	5587	6935
6935	3384	4497	15811	11984
11414	10642	13372	8189	1743
832	1849	8467	8196	11519
9078	1642	2092	10821	8158
15156	12635	10139	12740	5734
13458	13458	5412	858	nan
19	9306	8604	7010	nan
5552	5552	10364	11028	nan
5317	11226	14787	11909	3205
11909	5209	14745	10723	5317
9368	9097	5483	14051	12261
7296	4681	5313	2867	14719
5313	7296	3151	7174	2455
245	11225	11930	5516	10788
10788	10788	245	1807	nan
13077	4928	5284	8597	14390
5284	12207	13077	4326	6583
11989	6648	1474	11659	14111
6648	13505	6677	11989	8313
14495	8917	11721	6877	9550
13973	5504	1561	14227	9156
627	5201	4078	9595	9427
10364	5552	16074	2093	4311
13605	15360	11522	14758	6262
5991	6377	579	9926	nan
11983	16114	5595	1092	9166
16114	10945	7251	9876	11983
14390	2077	7851	13077	8694
9057	5456	15075	7868	1862
1862	9057	5571	11217	11580
3891	10273	14186	9139	8390
13706	6429	16085	13706	nan
16085	6409	13706	11161	5158
16058	10158	12407	nan	nan
12407	16058	2267	8063	nan
4601	2690	4516	15727	nan
10127	15440	12635	10406	1735
12635	2896	15489	15156	10127
2233	14241	7386	12092	10750
10750	224	2233	7017	15640
15511	9136	6548	8366	15551
1112	7084	12124	7562	nan
13899	5088	8254	6538	10550
10550	5088	5457	13899	2271
12731	15200	2218	143	nan
1434	14192	2290	5275	1863
14276	4160	3994	8259	9007
12269	8369	11922	5378	3299
14886	10808	14192	5860	11254
10922	11619	6820	8579	494
1221	11096	14873	1226	9265
676	11672	4100	7478	359
1311	224	15187	1124	21
224	10048	6486	10750	1311
15571	10488	5699	8454	4207
5699	8625	15571	7069	10459
6662	1124	4884	7550	6743
131	13065	131	6387	nan
2166	14969	3466	5691	7238
1774	10108	9635	4148	2759
7144	10384	8340	10213	13968
10213	7144	14113	6088	nan
950	12078	5961	12734	14679
7299	15954	4610	3725	4446
4446	5706	7299	7579	1727
8779	8779	12373	15502	nan
10273	3891	14012	6085	13157
1121	1121	9036	11567	nan
6443	7728	14546	11805	2302
13345	6753	5603	476	15411
9440	15336	5432	11430	15544
15336	9440	9138	2356	7695
12272	529	9978	12067	5621
5621	12272	15402	14011	5430
13406	12856	8604	6548	nan
6548	15511	11526	13406	5191
11598	194	9228	5692	6431
9228	7713	3187	11598	10903
5811	13208	1205	6312	10413
13208	7514	5811	12467	12647
3846	8800	6113	6063	nan
3698	6190	6380	3420	14982
3420	3698	10789	4077	14751
10197	5225	14426	1571	15406
14426	10944	10538	1947	10197
3139	15968	12795	10052	11805
11221	15968	12195	14992	6438
8353	7120	8232	15187	4846
4090	6576	1753	13475	13315
6431	822	6128	11598	3519
3987	3938	5938	11542	14455
1718	4769	5378	803	310
7178	3617	12914	1228	11346
3617	4257	7178	3965	3950
3667	13408	8409	15890	11364
10348	1769	726	9037	7574
7650	6880	7164	9892	13117
4077	672	14592	3420	5614
1696	10003	3867	10430	nan
10430	1696	15672	6752	1039
7996	7629	3173	22	12327
4526	1356	4373	358	5894
1741	1052	11948	4373	5614
4846	8353	14266	6772	8869
14546	7866	6443	3349	8062
11761	90	2379	9759	8359
14528	7794	15324	13669	nan
14652	1529	13139	15636	8247
14679	13532	1238	950	nan
3563	16016	825	14998	5103
5103	9904	3563	10110	nan
5696	6149	11922	6741	nan
3	3072	5043	2006	8318
3072	3	12565	1607	9263
9525	12250	1260	4343	nan
1475	5329	2772	2828	1769
8782	11643	2477	8782	nan
13460	142	3076	7189	3766
3766	2408	8596	13460	14671
7392	13972	14796	7405	8473
5619	11849	2729	13315	7853
11739	11010	15411	9420	8437
13525	5353	13274	15594	10533
13274	7234	4909	9018	13525
8813	5906	5027	10957	16103
7726	9329	11611	12773	8359
13016	14752	2587	15645	3526
3540	9840	15104	7746	2156
9619	10928	1138	14891	3560
10928	13441	9619	2996	4515
7350	2104	2753	10473	8903
9796	6096	10930	14212	15676
2260	7083	2692	6941	11159
9310	6726	7196	9516	nan
1242	1832	865	13564	884
9975	4193	4820	9412	6084
9412	3437	8893	16109	9975
1629	9720	218	9386	2454
5788	10001	5675	5421	6169
11602	11123	7635	13357	4579
3954	2778	5323	5500	8526
12089	13880	8521	6722	11516
6420	7192	657	15987	7108
9516	1457	9310	12415	nan
8844	14440	5474	5908	13050
5908	15409	802	8844	14061
823	10713	5218	1396	4774
3125	4112	1052	14837	2726
9903	15016	2514	3660	23
13242	13242	12211	148	nan
31	15592	12515	8476	4542
2828	1424	538	1475	nan
538	786	2828	nan	nan
2956	10248	8553	3138	15796
5109	14325	5109	10143	nan
10284	12218	2450	6908	9828
5726	10961	14114	9165	15517
7554	6084	1006	nan	nan
6084	16024	7554	15898	9975
10279	12264	7739	427	1367
11576	7609	15146	6427	179
8929	8777	1834	9684	9295
1834	8929	13762	5307	3119
3785	3785	15105	14558	nan
12745	1050	2291	15174	7287
3953	5408	3419	9328	7829
3419	3953	15207	5921	nan
5471	5489	7829	353	10479
566	8281	12779	8414	6329
8281	9203	4268	2565	566
11003	8880	9217	5725	9126
8880	13627	3233	11003	8246
9476	4714	13547	4878	14007
657	12680	1244	6420	4774
14243	5200	3401	14243	nan
5914	4696	12769	12274	12218
12274	12433	5914	6506	14318
723	1083	5252	11997	846
11997	12905	723	1301	9502
8642	14576	12689	10338	12928
10338	15303	8642	4668	11183
12769	7169	5914	9018	12742
9694	8840	9754	10116	10150
12347	5985	13125	10526	2583
2754	7036	8014	13503	nan
13476	15353	8986	13476	nan
619	7409	13626	12701	8735
6578	11935	6553	430	5921
3276	5408	3889	9442	2325
357	1078	7774	14542	1897
4936	5528	10480	9443	nan
1456	13868	10629	9958	nan
9018	12769	13274	4903	13015
9713	664	14645	15870	7360
2505	3426	5922	7468	3876
7468	11616	2505	12252	104
13717	15252	2285	199	nan
2534	11784	1486	nan	nan
1486	5346	13734	858	2534
15153	6553	5483	2060	10327
1283	7266	7963	149	4950
6265	9256	1897	5181	2590
9256	6265	1914	3243	9613
12133	4904	13804	13551	nan
13551	15088	7603	12133	14715
9220	15200	3340	4301	5855
4301	2256	9220	1950	13767
13023	15393	10099	8652	10143
8652	11991	12723	6605	13023
15197	11838	9252	2860	10758
15889	9217	14602	9691	14910
9217	4177	15889	11003	13404
1701	15393	1795	14838	7799
15393	3872	233	1701	13023
5669	6240	5669	4981	nan
4737	13657	1561	5348	15702
5348	4737	15259	13508	8119
7162	10137	15051	7606	5126
95	4472	4084	95	nan
14879	7032	4076	2293	5350
8317	4432	12380	6901	8975
4432	7506	15794	8317	12414
9494	5585	555	9676	670
9811	7589	9463	nan	nan
4263	13549	10665	5573	12830
6071	15279	13207	nan	nan
133	10241	13451	15467	4663
13451	10201	2818	133	4418
8989	150	9443	2022	14935
2022	15184	9938	8989	12415
13804	10480	10768	12133	13045
13045	11454	13804	5725	4757
14599	6280	272	7603	806
6280	7249	14469	4014	14599
930	11722	14781	4878	303
1301	120	12425	7329	11997
5278	2267	6004	6398	9407
9407	2854	12870	3091	5278
5754	3193	6802	4221	4326
3193	3448	5754	8682	7535
12673	7834	5445	9821	nan
14007	2005	9476	5909	374
15713	5202	11197	10742	nan
8189	11502	2594	11414	13263
2238	13169	6059	10948	6677
10948	6667	13099	13836	2238
11513	15240	13793	15866	3241
1101	7992	12170	6902	1743
8609	4864	11409	6223	13263
7290	2472	5657	12641	14027
12213	3468	5572	7270	nan
5572	10340	12213	7270	nan
2206	4320	6666	2206	nan
11935	13376	6121	6578	2783
10732	4411	3433	15178	13939
3433	7560	11146	10732	5527
7860	7904	8932	16005	15462
12793	10904	4545	7531	12820
4941	7874	15132	646	2455
2946	16104	9873	539	7351
12558	10729	12535	6381	143
12207	2273	1201	5284	4039
9339	9592	5574	nan	nan
14823	13640	8141	12144	10597
4981	15585	3066	5669	11902
15585	5018	4981	11838	14111
10900	4734	13179	11596	13950
8617	4174	13571	276	7718
6902	9610	7387	1101	4741
12116	8037	6218	12077	9182
6218	12328	9837	12116	15189
13263	13696	8609	2594	8189
6121	10210	3739	2462	11935
10729	8936	1071	12558	14759
13514	13848	1955	15132	14787
5055	8936	91	7787	8397
5221	5221	13949	nan	nan
12467	13208	13906	6208	5774
5774	12467	6844	5774	nan
8698	11016	13722	436	5983
13722	8698	15379	13980	nan
4722	11234	13179	5516	16059
2074	15320	2889	10193	15046
8155	7714	7211	3629	nan
15123	5099	13237	9182	3767
9182	15123	12116	13923	1678
2798	8392	1124	13285	14550
11939	2716	6123	4500	7967
7967	4411	14522	11939	5734
10495	10024	5692	15573	nan
15264	7081	14324	4398	15279
1071	8936	10729	10235	5209
4508	7198	5275	6838	7063
14892	6403	2562	13099	15245
13099	10948	2547	14892	6029
9396	9396	14661	5047	nan
11583	570	13195	9965	8630
13195	14661	15998	11583	nan
10417	3955	13681	14003	217
13681	10417	11012	13325	nan
752	4866	563	5813	15463
563	752	11290	10290	3021
1469	15640	11626	4324	6133
15640	12857	1469	10750	3023
15705	7064	3657	1751	nan
8180	3666	10340	4430	871
4430	6128	6113	8180	8366
10632	13842	10638	4127	nan
10638	10632	10793	7881	nan
6377	1525	1589	646	5991
11226	14745	12010	5317	12342
2951	145	4257	1093	12251
14642	10825	6171	5150	nan
6860	6336	6345	8948	4510
6877	7714	15722	14495	nan
12870	2978	14781	9407	nan
6012	2521	12708	7051	12852
7051	2886	6012	1548	918
13475	1472	5425	4090	7228
13166	11893	7715	5373	nan
7715	2539	14550	13166	nan
9058	5658	12035	2539	11775
11775	15857	9058	14180	14550
186	9512	5042	11512	12342
5042	11512	186	12222	13070
11695	9041	7386	12092	12453
12092	2233	6763	6507	11695
570	3505	14213	11583	nan
15191	1167	6997	4870	9631
6997	7649	2275	8727	15191
9880	4329	499	7153	3399
11613	2585	11613	3191	nan
15891	4257	13843	9876	15822
7910	4219	15046	8390	nan
4219	1646	9062	7910	nan
3294	9642	11036	12892	10821
10789	14592	3420	10789	nan
1648	13859	12438	8213	13110
12524	13497	7274	1924	2257
13497	4004	3403	12524	6429
13270	13881	11058	835	15679
9346	1935	3203	8382	2647
3965	3617	13707	9635	5371
13707	12618	7763	3965	8870
4625	5706	10037	12734	16061
10037	1840	4625	4783	5607
2446	15985	7471	6929	13943
4112	4456	371	3125	13598
8990	568	5371	10255	15407
14405	6224	10770	2678	16111
7739	13185	15450	668	10279
15450	3786	7739	10589	8967
13333	10088	15035	8677	4223
13143	1780	836	13143	nan
1573	3034	6657	9258	7562
3825	14136	5865	6507	11805
14136	3825	1290	12886	10991
8800	2675	188	3846	nan
12890	3120	8506	12042	15934
8506	12890	12251	270	nan
12618	12571	13586	13707	13629
13629	1481	12618	14321	726
8422	15487	111	2006	11631
15407	9076	8990	15407	nan
678	13921	11114	11853	9199
10754	11688	10754	7095	nan
918	10797	11051	7051	10709
11051	8534	52	918	8111
2302	1336	7138	6443	4186
10716	7234	45	14986	nan
7234	8592	13274	10716	10918
5522	3048	6866	15647	nan
3048	9391	5522	5167	nan
9386	9720	7138	1629	2454
7695	15336	1571	4100	15173
11713	7888	9138	3723	527
3187	1428	13220	14884	9228
