8840	1104	1865	1638	6839
1104	8840	3448	15882	3895
9989	11885	8872	5738	7617
11885	9989	10672	15127	15812
10610	8359	15229	13640	8513
8359	10610	15893	91	5891
2892	13975	15612	10931	6453
13975	2892	13975	13975	15577
11580	10670	11580	11580	868
10670	11580	770	8788	7752
15482	1222	9253	13776	4835
1222	15482	9597	13776	6349
1865	1612	8840	8535	5357
1612	1865	2517	6046	14410
3040	14583	6404	14627	1877
14583	3040	11517	7839	10777
13503	2523	5354	7863	5473
2523	13503	11600	1670	10578
6455	4770	12428	6052	12428
4770	6455	3804	3609	4764
1043	15144	15471	12814	6206
15144	1043	8891	1929	2287
11180	14060	9031	10815	2518
14060	11180	2446	5907	11112
14410	3344	11767	2368	1612
3344	14410	12085	11767	11978
440	10763	4785	8177	9553
10763	440	3464	2640	4169
1567	9361	12164	1701	15433
9361	1567	3006	10436	12908
5712	5641	1327	183	7519
5641	5712	3426	13445	12633
6685	5612	1265	1327	6702
5612	6685	11744	4907	11744
12027	1256	14287	8225	1351
1256	12027	1180	13454	12420
13270	7842	202	15614	14913
7842	13270	7799	3426	11259
12860	8948	4738	10444	5652
8948	12860	4134	12243	-1
4354	14806	7921	12718	9986
14806	4354	12769	10524	10524
2206	2330	16021	3631	1788
2330	2206	1947	247	10508
3922	4955	9206	12293	13211
4955	3922	15688	6213	15251
8937	14268	7032	10166	7032
14268	8937	13718	9784	-1
5139	632	11866	7681	7819
632	5139	4826	1769	11019
2614	6905	14254	9986	1180
6905	2614	8876	7917	4172
3317	15336	4749	664	10317
15336	3317	12420	11432	12136
9447	1665	2928	3703	9173
1665	9447	5785	4250	10716
10299	10875	10875	4595	3180
10875	10299	10299	8831	3821
7002	9225	3762	7935	10597
9225	7002	14693	12725	14133
14562	758	11380	12417	2468
758	14562	11218	448	181
5529	14274	2586	10706	4516
14274	5529	3393	116	8313
8313	9557	10909	14274	2158
9557	8313	13769	155	3549
2061	13910	2814	14555	7822
13910	2061	12899	10775	11585
9314	13260	11185	11244	9407
13260	9314	4508	8933	10775
8728	8939	13608	7666	2899
8939	8728	7107	8068	13037
11558	7588	7132	3235	14987
7588	11558	9817	11215	9810
14215	14578	1436	6007	1303
14578	14215	13188	9347	13946
6177	14329	2226	256	10852
14329	6177	10148	9090	12086
10101	14104	2215	3270	11079
14104	10101	8537	5359	7575
229	7574	239	8255	10815
7574	229	7112	5405	4420
13573	11080	214	8422	13134
11080	13573	10878	12005	10997
13939	4726	13522	12512	7112
4726	13939	8000	12712	8223
10507	10507	10507	9109	1141
13035	13471	8373	14439	11121
13471	13035	13621	10680	4452
13298	4465	7635	6495	13755
4465	13298	1957	9572	3511
9109	10507	12824	9031	14347
15983	3270	6992	2033	4954
3270	15983	10101	2518	4664
2296	7454	10185	12309	9269
7454	2296	15886	15119	12703
9553	7235	440	8461	6965
7235	9553	10297	3146	3015
866	3609	13445	1061	8286
3609	866	7007	4770	8859
9043	11828	7796	15306	1589
11828	9043	7436	8993	8993
8499	8499	8499	9397	12926
11830	13346	895	13348	5393
13346	11830	11657	15299	14717
10802	2116	15734	13042	2629
2116	10802	6466	15734	8347
7404	11833	1006	7391	-1
11833	7404	10221	11427	10777
2090	12367	14416	10771	6078
12367	2090	7343	6978	8037
13773	6398	10166	14729	331
6398	13773	2011	766	14969
4989	10564	772	8243	1269
10564	4989	8491	895	1250
11357	8122	9112	6608	12935
8122	11357	12826	718	718
5374	6596	561	8039	9167
6596	5374	5204	5178	7818
8338	15809	15423	10571	3703
15809	8338	13348	2339	16000
13348	15809	250	11830	2656
15426	2544	15277	13763	14497
2544	15426	5861	7704	634
12686	6780	7792	1073	260
6780	12686	2003	5567	2928
14478	9669	11380	12899	11590
9669	14478	881	5822	203
5877	14551	13514	6515	8004
14551	5877	9817	10485	5203
5491	5491	5491	2414	8444
6515	8002	5877	999	9416
8002	6515	13697	12202	11426
2814	2061	15652	867	11649
15773	13299	16127	5272	-1
13299	15773	13387	13075	-1
8685	9568	7551	3935	1192
9568	8685	3017	5794	10691
14340	7193	9777	11801	6920
7193	14340	10148	3089	12086
3437	12591	11937	7515	1180
12591	3437	14509	3811	163
15899	7646	6356	586	6556
7646	15899	2370	13147	5560
11507	9572	4633	2231	-1
9572	11507	1508	6517	4465
13445	866	5641	12999	5860
3251	11228	13970	9359	10273
11228	3251	4954	12736	-1
2033	9789	15983	8223	6570
9789	2033	11298	4006	4091
4779	6191	1363	1411	9025
6191	4779	5064	9973	4456
12442	13147	325	5987	839
13147	12442	13147	13147	7646
6548	8172	11539	15590	14654
8172	6548	9569	4438	2261
2261	8306	5930	8347	8172
8306	2261	10668	10614	3636
39	9755	4893	4893	179
9755	39	10963	12302	11705
8261	12490	11173	13857	-1
12490	8261	4519	9952	10600
10994	3347	7091	14524	13226
3347	10994	11287	16114	11951
15956	3340	14261	1240	11316
3340	15956	4297	10847	8722
15400	186	45	11084	186
186	15400	10768	2852	15400
12390	11084	5653	14416	6908
11084	12390	7799	15400	8729
5145	753	14431	2953	8103
753	5145	15952	15305	10698
13042	1085	8491	1964	10802
1085	13042	3861	1925	12295
8491	10564	13281	9483	13042
924	11795	5357	10777	4839
11795	924	600	15881	1263
14460	10522	809	14261	4127
10522	14460	12348	4825	7304
